N,M,id,E,time(s)
16,79,140,2,0.224996
16,79,141,2,0.232267
16,79,142,1,0.227977
16,79,143,1,0.226522
16,79,144,2,0.232616
16,79,145,2,0.227148
16,79,146,2,0.225379
16,79,147,2,0.238441
16,79,148,2,0.229995
16,79,149,2,0.234754
16,79,150,3,0.230622
16,79,151,2,0.232624
16,79,152,2,0.227321
16,79,153,1,0.225584
16,79,154,2,0.241128
16,79,155,2,0.225713
16,79,156,1,0.229779
16,79,157,1,0.230328
16,79,158,2,0.231747
16,79,159,2,0.231699
16,79,160,2,0.229585
16,79,161,2,0.228551
16,79,162,1,0.225728
16,79,163,2,0.226934
16,79,164,2,0.230577
16,79,165,2,0.234598
16,79,166,2,0.234987
16,79,167,2,0.232055
16,79,168,3,0.23291
16,79,169,1,0.220832
16,79,170,2,0.227109
16,79,171,2,0.227072
16,79,172,2,0.228724
16,79,173,2,0.231792
16,79,174,2,0.227947
16,79,175,1,0.232073
16,79,176,1,0.219916
16,79,177,2,0.231059
16,79,178,2,0.230441
16,79,179,2,0.227869
16,79,180,2,0.231104
16,79,181,2,0.232412
16,79,182,2,0.230854
16,79,183,2,0.231739
16,79,184,1,0.225039
16,79,185,3,0.234868
16,79,186,2,0.230854
16,79,187,3,0.234323
16,79,188,3,0.237361
16,79,189,2,0.229286
16,79,190,2,0.236483
16,79,191,2,0.229466
16,79,192,2,0.235378
16,79,193,2,0.232082
16,79,194,2,0.228678
16,79,195,1,0.212074
16,79,196,2,0.230883
16,79,197,1,0.220297
16,79,198,1,0.218366
16,79,199,2,0.228297
16,79,200,2,0.227813
16,79,201,2,0.231588
16,79,202,1,0.225145
16,79,203,3,0.241928
16,79,204,2,0.231423
16,79,205,2,0.231254
16,79,206,2,0.227874
16,79,207,3,0.229902
16,79,208,2,0.234098
16,79,209,2,0.232084
16,79,210,2,0.235045
16,79,211,1,0.221535
16,79,212,2,0.234131
16,79,213,2,0.234029
16,79,214,2,0.22742
16,79,215,2,0.235597
16,79,216,2,0.223701
16,79,217,2,0.233669
16,79,218,2,0.233638
16,79,219,1,0.220626
16,79,220,1,0.230767
16,79,221,2,0.224151
16,79,222,1,0.226212
16,79,223,2,0.230566
16,79,224,1,0.222384
16,79,225,1,0.218321
16,79,226,2,0.23469
16,79,227,3,0.257812
16,79,228,2,0.235635
16,79,229,2,0.230196
16,79,230,1,0.223711
16,79,231,2,0.226089
16,79,232,2,0.234841
16,79,233,3,0.231078
16,79,234,2,0.229122
16,79,235,2,0.224622
16,79,236,2,0.22801
16,79,237,2,0.222588
16,79,238,1,0.212325
16,79,239,2,0.230136
16,79,240,2,0.226705
16,79,241,2,0.229601
16,79,242,0,0.010834
16,79,243,2,0.222295
16,79,244,2,0.233359
16,79,245,2,0.234367
16,79,246,1,0.226279
16,79,247,2,0.227899
16,79,248,2,0.2307
16,79,249,3,0.236517
16,79,250,3,0.237405
16,79,251,1,0.218151
16,79,252,2,0.22956
16,79,253,2,0.2384
16,79,254,2,0.238458
16,79,255,2,0.226171
16,79,256,1,0.228001
16,79,257,1,0.211993
16,79,258,1,0.22883
16,79,259,3,0.232889
16,79,260,3,0.240205
16,79,261,1,0.229306
16,79,262,2,0.238621
16,79,263,3,0.229547
16,79,264,1,0.215465
16,79,265,3,0.240338
16,79,266,3,0.242266
16,79,267,3,0.238684
16,79,268,2,0.233484
16,79,269,2,0.227074
16,79,270,2,0.226293
16,79,271,3,0.229889
16,79,272,1,0.217333
16,79,273,3,0.231483
16,79,274,3,0.238483
16,79,275,2,0.229235
16,79,276,1,0.222152
16,79,277,2,0.233375
16,79,278,2,0.229304
16,79,279,2,0.226688
16,79,280,2,0.230099
16,79,281,2,0.228969
16,79,282,3,0.231962
16,79,283,2,0.236411
16,79,284,2,0.221747
16,79,285,2,0.235844
16,79,286,1,0.223856
16,79,287,2,0.228997
16,79,288,2,0.227696
16,79,289,2,0.230322
16,79,290,2,0.230225
16,79,291,1,0.22031
16,79,292,2,0.227717
16,79,293,2,0.225725
16,79,294,1,0.22847
16,79,295,1,0.224855
16,79,296,2,0.232896
16,79,297,3,0.242115
16,79,298,1,0.22482
16,79,299,1,0.223777
16,79,300,1,0.224019
16,79,301,2,0.223645
16,79,302,2,0.230377
16,79,303,1,0.226252
16,79,304,1,0.224957
16,79,305,2,0.224004
16,79,306,1,0.210034
16,79,307,3,0.242717
16,79,308,3,0.238792
16,79,309,2,0.228902
16,79,310,2,0.229827
16,79,311,2,0.230022
16,79,312,2,0.230905
16,79,313,1,0.224004
16,79,314,1,0.212769
16,79,315,1,0.228289
16,79,316,1,0.216593
16,79,317,1,0.227079
16,79,318,2,0.23216
16,79,319,2,0.224522
16,79,320,1,0.229808
16,79,321,3,0.236926
16,79,322,2,0.229599
16,79,323,1,0.221494
16,79,324,2,0.235114
16,79,325,2,0.235586
16,79,326,2,0.223622
16,79,327,1,0.224865
16,79,328,1,0.22554
16,79,329,3,0.230717
16,79,330,2,0.236995
16,79,331,2,0.229111
16,79,332,2,0.225819
16,79,333,2,0.226787
16,79,334,2,0.229314
16,79,335,2,0.230229
16,79,336,2,0.238112
16,79,337,3,0.233695
16,79,338,2,0.227636
16,79,339,2,0.226942
16,79,340,2,0.231993
16,79,341,2,0.224988
16,79,342,2,0.229796
16,79,343,2,0.226811
16,79,344,1,0.223403
16,79,345,2,0.228248
16,79,346,3,0.233354
16,79,347,2,0.221296
16,79,348,3,0.238438
16,79,349,2,0.228193
16,79,350,2,0.228681
16,79,351,1,0.228864
16,79,352,2,0.234518
16,79,353,1,0.214607
16,79,354,2,0.231902
16,79,355,3,0.231835
16,79,356,2,0.234459
16,79,357,1,0.220661
16,79,358,2,0.240378
16,79,359,2,0.230963
16,79,360,2,0.228267
16,79,361,1,0.217902
16,79,362,2,0.234298
16,79,363,2,0.226737
16,79,364,2,0.226284
16,79,365,2,0.224082
16,79,366,2,0.225735
16,79,367,2,0.228919
16,79,368,1,0.211808
16,79,369,2,0.235183
16,79,370,2,0.228874
16,79,371,1,0.221785
16,79,372,2,0.232141
16,79,373,1,0.219991
16,79,374,3,0.23197
16,79,375,3,0.232285
16,79,376,3,0.235551
16,79,377,1,0.225439
16,79,378,2,0.231441
16,79,379,2,0.230723
16,79,380,1,0.22556
16,79,381,2,0.233027
16,79,382,1,0.223893
16,79,383,2,0.232263
16,79,384,2,0.227842
16,79,385,2,0.230073
16,79,386,2,0.231268
16,79,387,1,0.217623
16,79,388,1,0.228785
16,79,389,2,0.227343
16,79,390,2,0.230596
16,79,391,2,0.236707
16,79,392,1,0.223255
16,79,393,1,0.223765
16,79,394,1,0.222257
16,79,395,2,0.230411
16,79,396,2,0.229193
16,79,397,2,0.234634
16,79,398,2,0.231898
16,79,399,2,0.23082
16,79,400,2,0.237184
16,82,1,2,0.230381
16,82,2,2,0.230381
16,82,3,3,0.232895
16,82,4,3,0.236324
16,82,5,2,0.236806
16,82,6,2,0.222385
16,82,7,2,0.227829
16,82,8,1,0.222977
16,82,9,2,0.229232
16,82,10,2,0.225142
16,82,11,2,0.231424
16,82,12,3,0.234311
16,82,13,2,0.233424
16,82,14,2,0.227983
16,82,15,2,0.227924
16,82,16,3,0.235077
16,82,17,3,0.23447
16,82,18,2,0.220469
16,82,19,2,0.235488
16,82,20,2,0.231934
16,82,21,1,0.213071
16,82,22,3,0.237043
16,82,23,2,0.234839
16,82,24,1,0.223197
16,82,25,2,0.236311
16,82,26,3,0.23313
16,82,27,2,0.237471
16,82,28,2,0.235636
16,82,29,2,0.229129
16,82,30,2,0.232554
16,82,31,2,0.232427
16,82,32,2,0.231985
16,82,33,2,0.230113
16,82,34,2,0.228134
16,82,35,2,0.236214
16,82,36,1,0.223265
16,82,37,2,0.227021
16,82,38,2,0.234765
16,82,39,2,0.23317
16,82,40,2,0.22858
16,82,41,2,0.232904
16,82,42,2,0.228357
16,82,43,2,0.230212
16,82,44,2,0.227686
16,82,45,2,0.235644
16,82,46,3,0.231036
16,82,47,2,0.233603
16,82,48,3,0.231051
16,82,49,3,0.238591
16,82,50,3,0.235714
16,82,51,2,0.234851
16,82,52,1,0.216739
16,82,53,2,0.228234
16,82,54,3,0.237422
16,82,55,2,0.231355
16,82,56,2,0.227716
16,82,57,2,0.229593
16,82,58,2,0.228117
16,82,59,2,0.230127
16,82,60,3,0.231322
16,82,61,3,0.233356
16,82,62,2,0.229128
16,82,63,2,0.226576
16,82,64,2,0.233328
16,82,65,3,0.236093
16,82,66,2,0.236577
16,82,67,3,0.234312
16,82,68,3,0.235429
16,82,69,2,0.23736
16,82,70,2,0.229168
16,82,71,2,0.226045
16,82,72,2,0.226138
16,82,73,2,0.229071
16,82,74,1,0.208905
16,82,75,2,0.234115
16,82,76,2,0.227789
16,82,77,2,0.228153
16,82,78,1,0.219508
16,82,79,3,0.232352
16,82,80,3,0.238218
16,82,81,3,0.231421
16,82,82,3,0.233443
16,82,83,2,0.238226
16,82,84,2,0.227591
16,82,85,2,0.223654
16,82,86,2,0.236697
16,82,87,2,0.230644
16,82,88,2,0.239735
16,82,89,2,0.241946
16,82,90,2,0.231079
16,82,91,2,0.229909
16,82,92,3,0.235038
16,82,93,3,0.238131
16,82,94,2,0.238803
16,82,95,2,0.228803
16,82,96,2,0.225687
16,82,97,2,0.230929
16,82,98,2,0.237485
16,82,99,2,0.230096
16,82,100,2,0.232005
16,82,101,2,0.228762
16,82,102,2,0.238621
16,82,103,2,0.224804
16,82,104,2,0.227934
16,82,105,3,0.236632
16,82,106,2,0.23105
16,82,107,2,0.232865
16,82,108,1,0.225093
16,82,109,1,0.222531
16,82,110,2,0.224896
16,82,111,2,0.233292
16,82,112,2,0.2261
16,82,113,3,0.233895
16,82,114,1,0.220764
16,82,115,3,0.239025
16,82,116,2,0.230828
16,82,117,1,0.226122
16,82,118,2,0.224382
16,82,119,2,0.228339
16,82,120,3,0.238487
16,82,121,2,0.231862
16,82,122,2,0.230738
16,82,123,2,0.225823
16,82,124,2,0.241972
16,82,125,1,0.22291
16,82,126,3,0.234386
16,82,127,2,0.231126
16,82,128,2,0.228478
16,82,129,3,0.235576
16,82,130,2,0.241577
16,82,131,2,0.230984
16,82,132,2,0.227047
16,82,133,3,0.232843
16,82,134,2,0.230014
16,82,135,3,0.230516
16,82,136,2,0.235801
16,82,137,2,0.224468
16,82,138,1,0.229324
16,82,139,2,0.229509
16,82,140,2,0.224588
16,82,141,3,0.22992
16,82,142,2,0.229251
16,82,143,2,0.231154
16,82,144,3,0.232898
16,82,145,2,0.227884
16,82,146,2,0.230537
16,82,147,1,0.213285
16,82,148,2,0.23452
16,82,149,2,0.232554
16,82,150,2,0.237022
16,82,151,2,0.238968
16,82,152,3,0.24
16,82,153,2,0.226948
16,82,154,2,0.228588
16,82,155,2,0.228861
16,82,156,3,0.229023
16,82,157,3,0.241159
16,82,158,3,0.238803
16,82,159,3,0.237015
16,82,160,2,0.231843
16,82,161,2,0.231233
16,82,162,2,0.23298
16,82,163,3,0.233418
16,82,164,1,0.231266
16,82,165,1,0.219095
16,82,166,2,0.232949
16,82,167,2,0.227231
16,82,168,1,0.218884
16,82,169,2,0.238547
16,82,170,2,0.232321
16,82,171,2,0.231177
16,82,172,2,0.229135
16,82,173,2,0.231485
16,82,174,2,0.229812
16,82,175,2,0.23426
16,82,176,3,0.229135
16,82,177,1,0.231158
16,82,178,2,0.231784
16,82,179,1,0.223963
16,82,180,1,0.221102
16,82,181,3,0.241715
16,82,182,2,0.23767
16,82,183,1,0.228757
16,82,184,2,0.229035
16,82,185,2,0.232745
16,82,186,1,0.221863
16,82,187,4,0.239583
16,82,188,3,0.234439
16,82,189,2,0.230584
16,82,190,3,0.234376
16,82,191,2,0.228401
16,82,192,2,0.232733
16,82,193,1,0.216952
16,82,194,2,0.226291
16,82,195,2,0.227422
16,82,196,2,0.229599
16,82,197,2,0.224568
16,82,198,1,0.209291
16,82,199,3,0.232758
16,82,200,2,0.229542
16,82,201,1,0.223535
16,82,202,1,0.217264
16,82,203,2,0.237511
16,82,204,2,0.227701
16,82,205,2,0.229833
16,82,206,2,0.236727
16,82,207,3,0.23349
16,82,208,2,0.235441
16,82,209,2,0.240818
16,82,210,2,0.240218
16,82,211,1,0.212054
16,82,212,2,0.23255
16,82,213,2,0.237593
16,82,214,3,0.230725
16,82,215,1,0.208946
16,82,216,2,0.228339
16,82,217,2,0.239179
16,82,218,3,0.235396
16,82,219,2,0.23813
16,82,220,1,0.219537
16,82,221,2,0.237773
16,82,222,3,0.235193
16,82,223,2,0.224981
16,82,224,2,0.231383
16,82,225,3,0.232187
16,82,226,3,0.237595
16,82,227,2,0.224082
16,82,228,3,0.233366
16,82,229,2,0.226722
16,82,230,2,0.231357
16,82,231,2,0.22637
16,82,232,1,0.222193
16,82,233,3,0.237937
16,82,234,3,0.239062
16,82,235,1,0.229227
16,82,236,2,0.233643
16,82,237,3,0.232507
16,82,238,2,0.228371
16,82,239,2,0.227099
16,82,240,2,0.232754
16,82,241,3,0.232209
16,82,242,2,0.231118
16,82,243,2,0.233692
16,82,244,3,0.233928
16,82,245,3,0.23198
16,82,246,1,0.2112
16,82,247,2,0.233126
16,82,248,2,0.229044
16,82,249,3,0.235343
16,82,250,3,0.237324
16,82,251,2,0.235457
16,82,252,2,0.222458
16,82,253,2,0.228778
16,82,254,3,0.25541
16,82,255,2,0.234637
16,82,256,2,0.226725
16,82,257,3,0.242599
16,82,258,2,0.229328
16,82,259,3,0.242875
16,82,260,2,0.225741
16,82,261,1,0.217936
16,82,262,3,0.237768
16,82,263,2,0.238178
16,82,264,3,0.234952
16,82,265,2,0.232513
16,82,266,3,0.230982
16,82,267,3,0.234846
16,82,268,1,0.227497
16,82,269,1,0.21901
16,82,270,2,0.228271
16,82,271,2,0.234507
16,82,272,2,0.235077
16,82,273,2,0.236929
16,82,274,2,0.238001
16,82,275,1,0.23096
16,82,276,2,0.226246
16,82,277,2,0.234301
16,82,278,3,0.2376
16,82,279,2,0.224507
16,82,280,2,0.235547
16,82,281,3,0.239635
16,82,282,3,0.236964
16,82,283,2,0.238372
16,82,284,3,0.241634
16,82,285,3,0.238244
16,82,286,1,0.20758
16,82,287,2,0.230693
16,82,288,3,0.237323
16,82,289,2,0.22504
16,82,290,2,0.23571
16,82,291,2,0.233129
16,82,292,2,0.231152
16,82,293,1,0.224266
16,82,294,3,0.232981
16,82,295,3,0.232525
16,82,296,2,0.230112
16,82,297,3,0.23468
16,82,298,4,0.244755
16,82,299,1,0.227473
16,82,300,2,0.22977
16,82,301,3,0.231282
16,82,302,3,0.23546
16,82,303,2,0.227821
16,82,304,3,0.232989
16,82,305,2,0.224865
16,82,306,1,0.22352
16,82,307,2,0.231401
16,82,308,2,0.238614
16,82,309,2,0.241386
16,82,310,1,0.224134
16,82,311,3,0.235431
16,82,312,2,0.231624
16,82,313,3,0.235167
16,82,314,3,0.22914
16,82,315,3,0.237416
16,82,316,2,0.235782
16,82,317,2,0.226738
16,82,318,3,0.230824
16,82,319,2,0.23299
16,82,320,2,0.223173
16,82,321,1,0.216807
16,82,322,1,0.21362
16,82,323,2,0.232768
16,82,324,3,0.245199
16,82,325,2,0.223625
16,82,326,2,0.235403
16,82,327,2,0.262984
16,82,328,4,0.248891
16,82,329,2,0.228373
16,82,330,2,0.239004
16,82,331,2,0.235304
16,82,332,2,0.232362
16,82,333,1,0.242886
16,82,334,2,0.227974
16,82,335,2,0.237006
16,82,336,2,0.237447
16,82,337,1,0.222208
16,82,338,2,0.231346
16,82,339,3,0.239483
16,82,340,2,0.228646
16,82,341,2,0.223783
16,82,342,2,0.225172
16,82,343,2,0.228729
16,82,344,2,0.221077
16,82,345,2,0.230523
16,82,346,3,0.232152
16,82,347,1,0.224555
16,82,348,2,0.22594
16,82,349,2,0.233501
16,82,350,2,0.230412
16,82,351,2,0.231202
16,82,352,2,0.233161
16,82,353,2,0.233374
16,82,354,2,0.230933
16,82,355,1,0.226471
16,82,356,3,0.237345
16,82,357,2,0.232654
16,82,358,2,0.221462
16,82,359,2,0.23701
16,82,360,3,0.231515
16,82,361,2,0.230152
16,82,362,2,0.230499
16,82,363,3,0.231779
16,82,364,2,0.231723
16,82,365,1,0.229887
16,82,366,3,0.24139
16,82,367,2,0.230061
16,82,368,2,0.231476
16,82,369,3,0.23181
16,82,370,1,0.220024
16,82,371,2,0.230779
16,82,372,3,0.242163
16,82,373,2,0.231632
16,82,374,2,0.229985
16,82,375,2,0.229828
16,82,376,2,0.229547
16,82,377,2,0.228311
16,82,378,2,0.230478
16,82,379,2,0.232483
16,82,380,2,0.229681
16,82,381,3,0.232427
16,82,382,3,0.235923
16,82,383,2,0.225568
16,82,384,2,0.23138
16,82,385,2,0.224508
16,82,386,3,0.234075
16,82,387,2,0.224306
16,82,388,2,0.242274
16,82,389,2,0.234004
16,82,390,3,0.229708
16,82,391,2,0.229937
16,82,392,2,0.233711
16,82,393,4,0.235898
16,82,394,2,0.254869
16,82,395,2,0.225811
16,82,396,3,0.248309
16,82,397,2,0.228239
16,82,398,2,0.226133
16,82,399,1,0.223297
16,82,400,2,0.228953
16,86,1,2,0.230626
16,86,2,3,0.230626
16,86,3,3,0.232734
16,86,4,3,0.233526
16,86,5,2,0.237025
16,86,6,3,0.236844
16,86,7,4,0.240548
16,86,8,4,0.243876
16,86,9,3,0.237228
16,86,10,3,0.238559
16,86,11,2,0.235513
16,86,12,2,0.229739
16,86,13,2,0.231156
16,86,14,3,0.233296
16,86,15,3,0.229307
16,86,16,4,0.237514
16,86,17,1,0.215239
16,86,18,3,0.233856
16,86,19,3,0.238492
16,86,20,3,0.231788
16,86,21,3,0.237283
16,86,22,2,0.219785
16,86,23,2,0.244789
16,86,24,2,0.222903
16,86,25,2,0.229125
16,86,26,3,0.234428
16,86,27,3,0.231438
16,86,28,2,0.22419
16,86,29,2,0.228468
16,86,30,4,0.235596
16,86,31,2,0.234505
16,86,32,2,0.233799
16,86,33,4,0.240671
16,86,34,2,0.232433
16,86,35,2,0.224754
16,86,36,2,0.256138
16,86,37,3,0.233416
16,86,38,3,0.236293
16,86,39,3,0.243561
16,86,40,3,0.239127
16,86,41,3,0.236333
16,86,42,3,0.232871
16,86,43,2,0.23678
16,86,44,3,0.233774
16,86,45,3,0.233748
16,86,46,2,0.228291
16,86,47,3,0.234993
16,86,48,3,0.233239
16,86,49,3,0.230184
16,86,50,3,0.23759
16,86,51,4,0.237476
16,86,52,3,0.238425
16,86,53,4,0.235906
16,86,54,3,0.239383
16,86,55,4,0.246264
16,86,56,4,0.24471
16,86,57,3,0.237928
16,86,58,3,0.244544
16,86,59,3,0.241762
16,86,60,3,0.236475
16,86,61,4,0.238564
16,86,62,3,0.243804
16,86,63,3,0.238655
16,86,64,2,0.228351
16,86,65,3,0.230863
16,86,66,3,0.235041
16,86,67,2,0.230168
16,86,68,2,0.235147
16,86,69,2,0.222994
16,86,70,3,0.232105
16,86,71,2,0.234713
16,86,72,3,0.238564
16,86,73,3,0.230307
16,86,74,2,0.231883
16,86,75,3,0.23619
16,86,76,3,0.238691
16,86,77,3,0.241559
16,86,78,3,0.229368
16,86,79,3,0.244399
16,86,80,2,0.231381
16,86,81,3,0.232333
16,86,82,3,0.231129
16,86,83,5,0.245951
16,86,84,3,0.236684
16,86,85,3,0.232871
16,86,86,2,0.229048
16,86,87,2,0.235959
16,86,88,3,0.239512
16,86,89,2,0.231866
16,86,90,3,0.231724
16,86,91,1,0.218416
16,86,92,2,0.228968
16,86,93,2,0.230329
16,86,94,3,0.233319
16,86,95,3,0.2339
16,86,96,3,0.236294
16,86,97,3,0.237022
16,86,98,3,0.241676
16,86,99,2,0.219143
16,86,100,4,0.235949
16,86,101,3,0.235445
16,86,102,2,0.230101
16,86,103,3,0.242005
16,86,104,3,0.239664
16,86,105,2,0.225992
16,86,106,3,0.244339
16,86,107,4,0.24246
16,86,108,3,0.235224
16,86,109,3,0.2345
16,86,110,2,0.228454
16,86,111,2,0.237896
16,86,112,3,0.237496
16,86,113,3,0.232551
16,86,114,2,0.234388
16,86,115,3,0.231722
16,86,116,2,0.22995
16,86,117,3,0.23689
16,86,118,2,0.235894
16,86,119,2,0.237051
16,86,120,3,0.243722
16,86,121,2,0.234546
16,86,122,2,0.22334
16,86,123,2,0.229313
16,86,124,2,0.231433
16,86,125,3,0.232425
16,86,126,2,0.228317
16,86,127,3,0.236484
16,86,128,2,0.229386
16,86,129,3,0.235416
16,86,130,3,0.234648
16,86,131,3,0.237601
16,86,132,3,0.235103
16,86,133,2,0.23197
16,86,134,2,0.225792
16,86,135,3,0.236546
16,86,136,2,0.228527
16,86,137,3,0.236055
16,86,138,3,0.270441
16,86,139,3,0.239551
16,86,140,3,0.238757
16,86,141,3,0.234733
16,86,142,3,0.236266
16,86,143,3,0.232414
16,86,144,3,0.235574
16,86,145,3,0.240669
16,86,146,3,0.236475
16,86,147,2,0.230207
16,86,148,3,0.238949
16,86,149,3,0.242909
16,86,150,3,0.23894
16,86,151,3,0.233822
16,86,152,3,0.232107
16,86,153,3,0.23796
16,86,154,3,0.237697
16,86,155,3,0.23266
16,86,156,3,0.239239
16,86,157,3,0.235746
16,86,158,2,0.233578
16,86,159,3,0.233092
16,86,160,3,0.236029
16,86,161,3,0.241737
16,86,162,2,0.228487
16,86,163,3,0.233242
16,86,164,3,0.23161
16,86,165,3,0.235824
16,86,166,2,0.233455
16,86,167,3,0.232679
16,86,168,3,0.237761
16,86,169,3,0.232236
16,86,170,2,0.223442
16,86,171,4,0.23899
16,86,172,3,0.234652
16,86,173,3,0.235358
16,86,174,3,0.2361
16,86,175,2,0.225323
16,86,176,3,0.239386
16,86,177,3,0.239147
16,86,178,4,0.239596
16,86,179,3,0.234494
16,86,180,2,0.224823
16,86,181,2,0.235499
16,86,182,2,0.226384
16,86,183,3,0.233911
16,86,184,2,0.226824
16,86,185,3,0.233643
16,86,186,2,0.227506
16,86,187,3,0.232155
16,86,188,4,0.24093
16,86,189,3,0.232801
16,86,190,3,0.244214
16,86,191,3,0.229682
16,86,192,2,0.231059
16,86,193,3,0.230119
16,86,194,3,0.237226
16,86,195,3,0.228388
16,86,196,2,0.224211
16,86,197,2,0.223284
16,86,198,3,0.233747
16,86,199,4,0.242234
16,86,200,3,0.228831
16,86,201,2,0.225467
16,86,202,3,0.234064
16,86,203,3,0.235795
16,86,204,2,0.233185
16,86,205,2,0.228149
16,86,206,3,0.239434
16,86,207,3,0.235086
16,86,208,4,0.239169
16,86,209,3,0.237929
16,86,210,2,0.228509
16,86,211,2,0.226105
16,86,212,3,0.231724
16,86,213,3,0.243329
16,86,214,3,0.238317
16,86,215,3,0.2304
16,86,216,3,0.239535
16,86,217,2,0.23077
16,86,218,3,0.239006
16,86,219,2,0.229734
16,86,220,3,0.235679
16,86,221,2,0.226275
16,86,222,3,0.239585
16,86,223,2,0.231096
16,86,224,3,0.234527
16,86,225,2,0.229981
16,86,226,3,0.233025
16,86,227,2,0.224887
16,86,228,4,0.237482
16,86,229,2,0.229117
16,86,230,2,0.22689
16,86,231,2,0.22473
16,86,232,3,0.236045
16,86,233,2,0.234133
16,86,234,3,0.23927
16,86,235,4,0.234689
16,86,236,2,0.231626
16,86,237,3,0.235187
16,86,238,3,0.240175
16,86,239,3,0.233674
16,86,240,3,0.241
16,86,241,3,0.23607
16,86,242,3,0.23259
16,86,243,4,0.239162
16,86,244,2,0.220161
16,86,245,2,0.227723
16,86,246,3,0.234279
16,86,247,3,0.232452
16,86,248,3,0.233523
16,86,249,3,0.232537
16,86,250,2,0.231622
16,86,251,2,0.233689
16,86,252,3,0.233578
16,86,253,3,0.240171
16,86,254,2,0.234973
16,86,255,2,0.223849
16,86,256,2,0.227611
16,86,257,2,0.237737
16,86,258,2,0.224352
16,86,259,3,0.232722
16,86,260,3,0.241038
16,86,261,2,0.238382
16,86,262,2,0.229655
16,86,263,3,0.240675
16,86,264,2,0.225033
16,86,265,3,0.237964
16,86,266,3,0.242672
16,86,267,3,0.252679
16,86,268,3,0.235532
16,86,269,2,0.226509
16,86,270,2,0.229731
16,86,271,3,0.238661
16,86,272,4,0.234278
16,86,273,2,0.232333
16,86,274,3,0.23422
16,86,275,3,0.231667
