N,M,id,E,maxIter,eta,runtime(s)
16,27,110,0,320,0.37,0.00038
16,27,111,0,320,0.37,0.000331
16,27,112,0,320,0.37,0.000337
16,27,113,0,320,0.37,0.000332
16,27,114,0,320,0.37,0.000354
16,27,115,0,320,0.37,0.000337
16,27,116,0,320,0.37,0.000367
16,27,117,0,320,0.37,0.000373
16,27,118,0,320,0.37,0.000348
16,27,119,0,320,0.37,0.000335
16,27,120,1,320,0.37,0.002167
16,27,121,0,320,0.37,0.000347
16,27,122,0,320,0.37,0.000377
16,27,123,1,320,0.37,0.002008
16,27,124,0,320,0.37,0.000339
16,27,125,1,320,0.37,0.002044
16,27,126,0,320,0.37,0.000347
16,27,127,0,320,0.37,0.000375
16,27,128,0,320,0.37,0.00043
16,27,129,0,320,0.37,0.000325
16,27,130,1,320,0.37,0.002002
16,27,131,0,320,0.37,0.000342
16,27,132,0,320,0.37,0.000328
16,27,133,1,320,0.37,0.001726
16,27,134,0,320,0.37,0.000349
16,27,135,0,320,0.37,0.000345
16,27,136,0,320,0.37,0.000338
16,27,137,0,320,0.37,0.000338
16,27,138,1,320,0.37,0.002046
16,27,139,0,320,0.37,0.00032
16,27,140,1,320,0.37,0.00217
16,27,141,0,320,0.37,0.000328
16,27,142,1,320,0.37,0.002131
16,27,143,0,320,0.37,0.000376
16,27,144,0,320,0.37,0.000325
16,27,145,0,320,0.37,0.000445
16,27,146,1,320,0.37,0.002129
16,27,147,0,320,0.37,0.000347
16,27,148,0,320,0.37,0.000356
16,27,149,0,320,0.37,0.000345
16,27,150,0,320,0.37,0.000349
16,27,151,0,320,0.37,0.000429
16,27,152,0,320,0.37,0.000416
16,27,153,0,320,0.37,0.000381
16,27,154,0,320,0.37,0.000359
16,27,155,0,320,0.37,0.000373
16,27,156,0,320,0.37,0.000411
16,27,157,0,320,0.37,0.000457
16,27,158,1,320,0.37,0.001933
16,27,159,0,320,0.37,0.000474
16,27,160,0,320,0.37,0.00034
16,27,161,1,320,0.37,0.001972
16,27,162,1,320,0.37,0.002019
16,27,163,0,320,0.37,0.000369
16,27,164,0,320,0.37,0.000388
16,27,165,0,320,0.37,0.000345
16,27,166,0,320,0.37,0.000336
16,27,167,0,320,0.37,0.000364
16,27,168,0,320,0.37,0.000356
16,27,169,0,320,0.37,0.000332
16,27,170,0,320,0.37,0.000345
16,27,171,0,320,0.37,0.000331
16,27,172,0,320,0.37,0.00035
16,27,173,0,320,0.37,0.000334
16,27,174,0,320,0.37,0.000378
16,27,175,1,320,0.37,0.001916
16,27,176,0,320,0.37,0.000361
16,27,177,1,320,0.37,0.001881
16,27,178,1,320,0.37,0.002079
16,27,179,1,320,0.37,0.002072
16,27,180,1,320,0.37,0.001897
16,27,181,0,320,0.37,0.00036
16,27,182,1,320,0.37,0.00211
16,27,183,0,320,0.37,0.000345
16,27,184,0,320,0.37,0.000514
16,27,185,0,320,0.37,0.000358
16,27,186,0,320,0.37,0.000358
16,27,187,0,320,0.37,0.000347
16,27,188,0,320,0.37,0.000327
16,27,189,0,320,0.37,0.000358
16,27,190,0,320,0.37,0.000353
16,27,191,0,320,0.37,0.000328
16,27,192,1,320,0.37,0.002032
16,27,193,0,320,0.37,0.000324
16,27,194,0,320,0.37,0.000343
16,27,195,0,320,0.37,0.000385
16,27,196,0,320,0.37,0.000359
16,27,197,0,320,0.37,0.000317
16,27,198,1,320,0.37,0.002043
16,27,199,0,320,0.37,0.000447
16,27,200,1,320,0.37,0.00217
16,27,201,0,320,0.37,0.000341
16,27,202,0,320,0.37,0.00039
16,27,203,0,320,0.37,0.000341
16,27,204,0,320,0.37,0.000339
16,27,205,1,320,0.37,0.00214
16,27,206,1,320,0.37,0.001943
16,27,207,1,320,0.37,0.001982
16,27,208,0,320,0.37,0.000342
16,27,209,0,320,0.37,0.00034
16,27,210,1,320,0.37,0.002173
16,27,211,1,320,0.37,0.002064
16,27,212,1,320,0.37,0.002038
16,27,213,0,320,0.37,0.000336
16,27,214,0,320,0.37,0.000341
16,27,215,0,320,0.37,0.000337
16,27,216,0,320,0.37,0.000345
16,27,217,0,320,0.37,0.000342
16,27,218,0,320,0.37,0.000372
16,27,219,0,320,0.37,0.000347
16,27,220,0,320,0.37,0.000333
16,27,221,1,320,0.37,0.001925
16,27,222,0,320,0.37,0.000395
16,27,223,0,320,0.37,0.00038
16,27,224,0,320,0.37,0.00034
16,27,225,0,320,0.37,0.000349
16,27,226,0,320,0.37,0.000333
16,27,227,0,320,0.37,0.000377
16,27,228,0,320,0.37,0.000336
16,27,229,0,320,0.37,0.000389
16,27,230,0,320,0.37,0.000336
16,27,231,1,320,0.37,0.002172
16,27,232,0,320,0.37,0.000384
16,27,233,0,320,0.37,0.000361
16,27,234,1,320,0.37,0.002007
16,27,235,1,320,0.37,0.002092
16,27,236,0,320,0.37,0.00032
16,27,237,0,320,0.37,0.000414
16,27,238,0,320,0.37,0.000348
16,27,239,0,320,0.37,0.00034
16,27,240,0,320,0.37,0.00036
16,27,241,0,320,0.37,0.000342
16,27,242,0,320,0.37,0.00035
16,27,243,1,320,0.37,0.002087
16,27,244,0,320,0.37,0.000339
16,27,245,1,320,0.37,0.002154
16,27,246,0,320,0.37,0.000389
16,27,247,1,320,0.37,0.002121
16,27,248,0,320,0.37,0.000325
16,27,249,0,320,0.37,0.000329
16,27,250,0,320,0.37,0.000351
16,27,251,0,320,0.37,0.000402
16,27,252,0,320,0.37,0.000361
16,27,253,0,320,0.37,0.000333
16,27,254,0,320,0.37,0.000377
16,27,255,0,320,0.37,0.000362
16,27,256,0,320,0.37,0.000394
16,27,257,0,320,0.37,0.000368
16,27,258,1,320,0.37,0.002095
16,27,259,0,320,0.37,0.00032
16,27,260,0,320,0.37,0.000346
16,27,261,0,320,0.37,0.000387
16,27,262,1,320,0.37,0.001901
16,27,263,0,320,0.37,0.000334
16,27,264,0,320,0.37,0.000378
16,27,265,0,320,0.37,0.000365
16,27,266,0,320,0.37,0.000352
16,27,267,0,320,0.37,0.000372
16,27,268,0,320,0.37,0.000497
16,27,269,0,320,0.37,0.000411
16,27,270,0,320,0.37,0.000339
16,27,271,0,320,0.37,0.000351
16,27,272,0,320,0.37,0.00037
16,27,273,0,320,0.37,0.000342
16,27,274,0,320,0.37,0.000337
16,27,275,0,320,0.37,0.000339
16,27,276,1,320,0.37,0.002128
16,27,277,0,320,0.37,0.000341
16,27,278,1,320,0.37,0.002088
16,27,279,0,320,0.37,0.00035
16,27,280,0,320,0.37,0.000401
16,27,281,0,320,0.37,0.000371
16,27,282,1,320,0.37,0.002014
16,27,283,0,320,0.37,0.000378
16,27,284,0,320,0.37,0.00036
16,27,285,0,320,0.37,0.000353
16,27,286,0,320,0.37,0.000359
16,27,287,0,320,0.37,0.00038
16,27,288,0,320,0.37,0.000328
16,27,289,0,320,0.37,0.000352
16,27,290,0,320,0.37,0.000367
16,27,291,0,320,0.37,0.000348
16,27,292,0,320,0.37,0.000341
16,27,293,0,320,0.37,0.000369
16,27,294,0,320,0.37,0.000336
16,27,295,0,320,0.37,0.000333
16,27,296,0,320,0.37,0.000385
16,27,297,0,320,0.37,0.000396
16,27,298,0,320,0.37,0.000327
16,27,299,0,320,0.37,0.00034
16,27,300,1,320,0.37,0.002089
16,27,301,0,320,0.37,0.000376
16,27,302,0,320,0.37,0.000354
16,27,303,1,320,0.37,0.002051
16,27,304,1,320,0.37,0.001946
16,27,305,0,320,0.37,0.000359
16,27,306,0,320,0.37,0.000416
16,27,307,0,320,0.37,0.000348
16,27,308,0,320,0.37,0.00038
16,27,309,1,320,0.37,0.002018
16,27,310,0,320,0.37,0.000348
16,27,311,0,320,0.37,0.000373
16,27,312,0,320,0.37,0.000353
16,27,313,0,320,0.37,0.000342
16,27,314,0,320,0.37,0.000384
16,27,315,0,320,0.37,0.000362
16,27,316,0,320,0.37,0.000333
16,27,317,0,320,0.37,0.000383
16,27,318,0,320,0.37,0.000351
16,27,319,0,320,0.37,0.000339
16,27,320,0,320,0.37,0.000373
16,27,321,0,320,0.37,0.000369
16,27,322,0,320,0.37,0.000339
16,27,323,1,320,0.37,0.002197
16,27,324,1,320,0.37,0.002087
16,27,325,0,320,0.37,0.000334
16,27,326,0,320,0.37,0.000354
16,27,327,0,320,0.37,0.000361
16,27,328,0,320,0.37,0.000384
16,27,329,0,320,0.37,0.000325
16,27,330,1,320,0.37,0.002081
16,27,331,0,320,0.37,0.000347
16,27,332,0,320,0.37,0.000327
16,27,333,0,320,0.37,0.000339
16,27,334,1,320,0.37,0.002076
16,27,335,0,320,0.37,0.000354
16,27,336,0,320,0.37,0.000359
16,27,337,0,320,0.37,0.000345
16,27,338,0,320,0.37,0.000426
16,27,339,0,320,0.37,0.000367
16,27,340,0,320,0.37,0.000329
16,27,341,0,320,0.37,0.000328
16,27,342,0,320,0.37,0.000358
16,27,343,0,320,0.37,0.000332
16,27,344,0,320,0.37,0.000324
16,27,345,0,320,0.37,0.000362
16,27,346,1,320,0.37,0.001963
16,27,347,0,320,0.37,0.000376
16,27,348,0,320,0.37,0.000335
16,27,349,0,320,0.37,0.000358
16,27,350,0,320,0.37,0.000404
16,27,351,0,320,0.37,0.000385
16,27,352,0,320,0.37,0.000406
16,27,353,0,320,0.37,0.000335
16,27,354,0,320,0.37,0.000367
16,27,355,0,320,0.37,0.000334
16,27,356,0,320,0.37,0.000346
16,27,357,0,320,0.37,0.000367
16,27,358,0,320,0.37,0.000388
16,27,359,1,320,0.37,0.002053
16,27,360,0,320,0.37,0.000334
16,27,361,0,320,0.37,0.000386
16,27,362,0,320,0.37,0.00036
16,27,363,1,320,0.37,0.002119
16,27,364,0,320,0.37,0.000411
16,27,365,0,320,0.37,0.000358
16,27,366,0,320,0.37,0.000401
16,27,367,0,320,0.37,0.000357
16,27,368,0,320,0.37,0.000377
16,27,369,0,320,0.37,0.00035
16,27,370,0,320,0.37,0.000351
16,27,371,0,320,0.37,0.000482
16,27,372,1,320,0.37,0.002081
16,27,373,0,320,0.37,0.000373
16,27,374,0,320,0.37,0.000338
16,27,375,0,320,0.37,0.000353
16,27,376,0,320,0.37,0.000338
16,27,377,0,320,0.37,0.000357
16,27,378,0,320,0.37,0.000341
16,27,379,0,320,0.37,0.000347
16,27,380,1,320,0.37,0.002111
16,27,381,0,320,0.37,0.000359
16,27,382,0,320,0.37,0.00034
16,27,383,1,320,0.37,0.002067
16,27,384,0,320,0.37,0.000363
16,27,385,0,320,0.37,0.000326
16,27,386,0,320,0.37,0.000373
16,27,387,0,320,0.37,0.000334
16,27,388,0,320,0.37,0.00036
16,27,389,0,320,0.37,0.000335
16,27,390,0,320,0.37,0.000348
16,27,391,1,320,0.37,0.002073
16,27,392,0,320,0.37,0.000373
16,27,393,0,320,0.37,0.000361
16,27,394,0,320,0.37,0.000385
16,27,395,0,320,0.37,0.000348
16,27,396,0,320,0.37,0.000349
16,27,397,0,320,0.37,0.000325
16,27,398,0,320,0.37,0.000346
16,27,399,0,320,0.37,0.000377
16,27,400,1,320,0.37,0.00205
16,28,1,1,320,0.37,0.001134
16,28,2,0,320,0.37,0.000355
16,28,3,0,320,0.37,0.000363
16,28,4,0,320,0.37,0.000376
16,28,5,1,320,0.37,0.002043
16,28,6,1,320,0.37,0.002055
16,28,7,1,320,0.37,0.002111
16,28,8,0,320,0.37,0.000385
16,28,9,0,320,0.37,0.000369
16,28,10,0,320,0.37,0.000403
16,28,11,0,320,0.37,0.000405
16,28,12,1,320,0.37,0.00197
16,28,13,0,320,0.37,0.000382
16,28,14,0,320,0.37,0.000456
16,28,15,0,320,0.37,0.000372
16,28,16,1,320,0.37,0.002031
16,28,17,0,320,0.37,0.000382
16,28,18,0,320,0.37,0.000384
16,28,19,0,320,0.37,0.00037
16,28,20,0,320,0.37,0.000353
16,28,21,1,320,0.37,0.002066
16,28,22,0,320,0.37,0.000331
16,28,23,0,320,0.37,0.000425
16,28,24,0,320,0.37,0.000438
16,28,25,0,320,0.37,0.000394
16,28,26,0,320,0.37,0.00038
16,28,27,2,320,0.37,0.002184
16,28,28,0,320,0.37,0.000405
16,28,29,0,320,0.37,0.000415
16,28,30,0,320,0.37,0.000381
16,28,31,0,320,0.37,0.000378
16,28,32,0,320,0.37,0.000383
16,28,33,0,320,0.37,0.000356
16,28,34,0,320,0.37,0.000373
16,28,35,0,320,0.37,0.000337
16,28,36,0,320,0.37,0.000375
16,28,37,0,320,0.37,0.000371
16,28,38,0,320,0.37,0.000341
16,28,39,0,320,0.37,0.000438
16,28,40,0,320,0.37,0.000377
16,28,41,0,320,0.37,0.000363
16,28,42,0,320,0.37,0.000426
16,28,43,0,320,0.37,0.000405
16,28,44,1,320,0.37,0.002162
16,28,45,0,320,0.37,0.000356
16,28,46,0,320,0.37,0.000391
16,28,47,0,320,0.37,0.000393
16,28,48,0,320,0.37,0.000387
16,28,49,0,320,0.37,0.000381
16,28,50,0,320,0.37,0.000372
16,28,51,0,320,0.37,0.000353
16,28,52,0,320,0.37,0.00034
16,28,53,0,320,0.37,0.000353
16,28,54,0,320,0.37,0.000366
16,28,55,0,320,0.37,0.000349
16,28,56,0,320,0.37,0.000368
16,28,57,0,320,0.37,0.000399
16,28,58,0,320,0.37,0.000363
16,28,59,0,320,0.37,0.000357
16,28,60,0,320,0.37,0.000356
16,28,61,0,320,0.37,0.000363
16,28,62,1,320,0.37,0.002098
16,28,63,1,320,0.37,0.001977
16,28,64,0,320,0.37,0.000451
16,28,65,0,320,0.37,0.000348
16,28,66,0,320,0.37,0.000344
16,28,67,1,320,0.37,0.0021
16,28,68,0,320,0.37,0.000352
16,28,69,1,320,0.37,0.002055
16,28,70,0,320,0.37,0.000451
16,28,71,0,320,0.37,0.000383
16,28,72,0,320,0.37,0.000329
16,28,73,0,320,0.37,0.000316
16,28,74,0,320,0.37,0.000421
16,28,75,0,320,0.37,0.000332
16,28,76,0,320,0.37,0.00033
16,28,77,0,320,0.37,0.000338
16,28,78,0,320,0.37,0.000369
16,28,79,0,320,0.37,0.000363
16,28,80,0,320,0.37,0.000355
16,28,81,1,320,0.37,0.002026
16,28,82,0,320,0.37,0.000346
16,28,83,0,320,0.37,0.000377
16,28,84,0,320,0.37,0.000402
16,28,85,1,320,0.37,0.002071
16,28,86,0,320,0.37,0.000394
16,28,87,0,320,0.37,0.000387
16,28,88,0,320,0.37,0.000356
16,28,89,0,320,0.37,0.000344
16,28,90,0,320,0.37,0.000388
16,28,91,0,320,0.37,0.000365
16,28,92,0,320,0.37,0.000381
16,28,93,0,320,0.37,0.000353
16,28,94,0,320,0.37,0.000369
16,28,95,1,320,0.37,0.002182
16,28,96,0,320,0.37,0.000399
16,28,97,0,320,0.37,0.000347
16,28,98,0,320,0.37,0.000365
16,28,99,0,320,0.37,0.000471
16,28,100,0,320,0.37,0.00034
16,28,101,1,320,0.37,0.002107
16,28,102,0,320,0.37,0.00037
16,28,103,0,320,0.37,0.000361
16,28,104,0,320,0.37,0.000367
16,28,105,0,320,0.37,0.000356
16,28,106,0,320,0.37,0.000415
16,28,107,0,320,0.37,0.000349
16,28,108,0,320,0.37,0.00041
16,28,109,0,320,0.37,0.000393
16,28,110,0,320,0.37,0.000358
16,28,111,0,320,0.37,0.000353
16,28,112,0,320,0.37,0.000427
16,28,113,0,320,0.37,0.000443
16,28,114,0,320,0.37,0.000404
16,28,115,0,320,0.37,0.000452
16,28,116,0,320,0.37,0.000332
16,28,117,0,320,0.37,0.000395
16,28,118,0,320,0.37,0.000364
16,28,119,0,320,0.37,0.000434
16,28,120,1,320,0.37,0.002066
16,28,121,0,320,0.37,0.00037
16,28,122,0,320,0.37,0.000472
16,28,123,0,320,0.37,0.000346
16,28,124,0,320,0.37,0.000523
16,28,125,1,320,0.37,0.001923
16,28,126,0,320,0.37,0.000373
16,28,127,0,320,0.37,0.000377
16,28,128,1,320,0.37,0.001917
16,28,129,0,320,0.37,0.000357
16,28,130,0,320,0.37,0.000363
16,28,131,0,320,0.37,0.000382
16,28,132,0,320,0.37,0.000327
16,28,133,1,320,0.37,0.002144
16,28,134,0,320,0.37,0.000368
16,28,135,1,320,0.37,0.002086
16,28,136,0,320,0.37,0.000331
16,28,137,1,320,0.37,0.002116
16,28,138,0,320,0.37,0.00038
16,28,139,0,320,0.37,0.000361
16,28,140,0,320,0.37,0.000367
16,28,141,0,320,0.37,0.000484
16,28,142,1,320,0.37,0.00208
16,28,143,0,320,0.37,0.000398
16,28,144,0,320,0.37,0.000491
16,28,145,1,320,0.37,0.002043
16,28,146,1,320,0.37,0.002103
16,28,147,0,320,0.37,0.00038
16,28,148,0,320,0.37,0.000409
16,28,149,0,320,0.37,0.000353
16,28,150,1,320,0.37,0.001989
16,28,151,1,320,0.37,0.002052
16,28,152,0,320,0.37,0.000399
16,28,153,0,320,0.37,0.000384
16,28,154,0,320,0.37,0.000394
16,28,155,0,320,0.37,0.000351
16,28,156,1,320,0.37,0.002133
16,28,157,0,320,0.37,0.000349
16,28,158,0,320,0.37,0.000725
16,28,159,1,320,0.37,0.002163
16,28,160,0,320,0.37,0.000353
16,28,161,0,320,0.37,0.000358
16,28,162,0,320,0.37,0.000417
16,28,163,0,320,0.37,0.000351
16,28,164,0,320,0.37,0.000373
16,28,165,1,320,0.37,0.001986
16,28,166,0,320,0.37,0.000354
16,28,167,0,320,0.37,0.000355
16,28,168,0,320,0.37,0.00038
16,28,169,1,320,0.37,0.002151
16,28,170,0,320,0.37,0.000345
16,28,171,1,320,0.37,0.002039
16,28,172,0,320,0.37,0.000356
16,28,173,0,320,0.37,0.000403
16,28,174,0,320,0.37,0.000347
16,28,175,1,320,0.37,0.00219
16,28,176,0,320,0.37,0.000345
16,28,177,0,320,0.37,0.000339
16,28,178,0,320,0.37,0.00038
16,28,179,0,320,0.37,0.000371
16,28,180,0,320,0.37,0.000367
16,28,181,0,320,0.37,0.000367
16,28,182,0,320,0.37,0.000356
16,28,183,0,320,0.37,0.000399
16,28,184,0,320,0.37,0.000355
16,28,185,0,320,0.37,0.000371
16,28,186,0,320,0.37,0.000381
16,28,187,0,320,0.37,0.000475
16,28,188,0,320,0.37,0.000351
16,28,189,0,320,0.37,0.000398
16,28,190,1,320,0.37,0.001999
16,28,191,0,320,0.37,0.000387
16,28,192,1,320,0.37,0.002114
16,28,193,0,320,0.37,0.000374
16,28,194,0,320,0.37,0.000475
16,28,195,0,320,0.37,0.000427
16,28,196,0,320,0.37,0.000389
16,28,197,1,320,0.37,0.002183
16,28,198,0,320,0.37,0.00039
16,28,199,0,320,0.37,0.000385
16,28,200,0,320,0.37,0.000358
16,28,201,0,320,0.37,0.000362
16,28,202,1,320,0.37,0.002163
16,28,203,1,320,0.37,0.002216
16,28,204,0,320,0.37,0.000396
16,28,205,0,320,0.37,0.000356
16,28,206,1,320,0.37,0.002279
16,28,207,0,320,0.37,0.000499
16,28,208,0,320,0.37,0.000338
16,28,209,0,320,0.37,0.000354
16,28,210,0,320,0.37,0.000379
16,28,211,0,320,0.37,0.00035
16,28,212,0,320,0.37,0.000352
16,28,213,0,320,0.37,0.000338
16,28,214,0,320,0.37,0.000347
16,28,215,0,320,0.37,0.000369
16,28,216,0,320,0.37,0.000383
16,28,217,0,320,0.37,0.000419
16,28,218,0,320,0.37,0.000377
16,28,219,0,320,0.37,0.000342
16,28,220,0,320,0.37,0.000406
16,28,221,0,320,0.37,0.000374
16,28,222,1,320,0.37,0.002154
16,28,223,0,320,0.37,0.000561
16,28,224,0,320,0.37,0.000401
16,28,225,1,320,0.37,0.002028
16,28,226,0,320,0.37,0.00034
16,28,227,1,320,0.37,0.0021
16,28,228,0,320,0.37,0.000343
16,28,229,0,320,0.37,0.000387
16,28,230,0,320,0.37,0.000344
16,28,231,0,320,0.37,0.000345
16,28,232,0,320,0.37,0.000357
16,28,233,0,320,0.37,0.000404
16,28,234,0,320,0.37,0.000373
16,28,235,1,320,0.37,0.001945
16,28,236,0,320,0.37,0.000327
16,28,237,1,320,0.37,0.002117
16,28,238,0,320,0.37,0.000353
16,28,239,0,320,0.37,0.000386
16,28,240,0,320,0.37,0.000368
16,28,241,0,320,0.37,0.00039
16,28,242,1,320,0.37,0.002027
16,28,243,0,320,0.37,0.000365
16,28,244,0,320,0.37,0.000371
16,28,245,0,320,0.37,0.000379
16,28,246,0,320,0.37,0.000446
16,28,247,0,320,0.37,0.000379
16,28,248,0,320,0.37,0.000365
16,28,249,0,320,0.37,0.000435
16,28,250,0,320,0.37,0.000426
16,28,251,0,320,0.37,0.00038
16,28,252,0,320,0.37,0.000393
16,28,253,0,320,0.37,0.000344
16,28,254,0,320,0.37,0.000348
16,28,255,0,320,0.37,0.000415
16,28,256,0,320,0.37,0.000357
16,28,257,1,320,0.37,0.002102
16,28,258,0,320,0.37,0.000399
16,28,259,0,320,0.37,0.000344
16,28,260,0,320,0.37,0.000394
16,28,261,0,320,0.37,0.000366
16,28,262,0,320,0.37,0.000379
16,28,263,0,320,0.37,0.000377
16,28,264,0,320,0.37,0.00036
16,28,265,1,320,0.37,0.002109
16,28,266,0,320,0.37,0.000354
16,28,267,1,320,0.37,0.002127
16,28,268,0,320,0.37,0.00033
16,28,269,0,320,0.37,0.000404
16,28,270,0,320,0.37,0.000361
16,28,271,0,320,0.37,0.000378
16,28,272,1,320,0.37,0.002107
16,28,273,1,320,0.37,0.002029
16,28,274,1,320,0.37,0.002159
16,28,275,0,320,0.37,0.000357
16,28,276,1,320,0.37,0.002104
16,28,277,1,320,0.37,0.002004
16,28,278,0,320,0.37,0.000338
16,28,279,0,320,0.37,0.000398
16,28,280,0,320,0.37,0.000413
16,28,281,0,320,0.37,0.000362
16,28,282,0,320,0.37,0.000381
16,28,283,0,320,0.37,0.000335
16,28,284,0,320,0.37,0.000484
16,28,285,0,320,0.37,0.000382
16,28,286,0,320,0.37,0.000372
16,28,287,0,320,0.37,0.000374
16,28,288,0,320,0.37,0.000379
16,28,289,0,320,0.37,0.000354
16,28,290,0,320,0.37,0.000366
16,28,291,1,320,0.37,0.002083
16,28,292,1,320,0.37,0.00212
16,28,293,1,320,0.37,0.002169
16,28,294,0,320,0.37,0.000485
16,28,295,0,320,0.37,0.000385
16,28,296,0,320,0.37,0.000358
16,28,297,0,320,0.37,0.000357
16,28,298,0,320,0.37,0.000388
16,28,299,0,320,0.37,0.000345
16,28,300,1,320,0.37,0.001993
16,28,301,0,320,0.37,0.000351
16,28,302,0,320,0.37,0.000421
16,28,303,0,320,0.37,0.000399
16,28,304,1,320,0.37,0.001913
16,28,305,0,320,0.37,0.00036
16,28,306,0,320,0.37,0.000349
16,28,307,0,320,0.37,0.000361
16,28,308,0,320,0.37,0.000419
16,28,309,0,320,0.37,0.000433
16,28,310,1,320,0.37,0.002222
16,28,311,0,320,0.37,0.000359
16,28,312,0,320,0.37,0.000348
16,28,313,0,320,0.37,0.000364
16,28,314,0,320,0.37,0.000403
16,28,315,0,320,0.37,0.000385
16,28,316,0,320,0.37,0.000492
16,28,317,0,320,0.37,0.000374
16,28,318,0,320,0.37,0.000361
16,28,319,0,320,0.37,0.000378
16,28,320,1,320,0.37,0.002132
16,28,321,1,320,0.37,0.002091
16,28,322,0,320,0.37,0.000382
16,28,323,0,320,0.37,0.000369
16,28,324,0,320,0.37,0.000411
16,28,325,0,320,0.37,0.000374
16,28,326,0,320,0.37,0.000347
16,28,327,0,320,0.37,0.000369
16,28,328,0,320,0.37,0.0004
16,28,329,0,320,0.37,0.000437
16,28,330,0,320,0.37,0.000506
16,28,331,1,320,0.37,0.002159
16,28,332,1,320,0.37,0.002231
16,28,333,0,320,0.37,0.000364
16,28,334,1,320,0.37,0.001925
