N,M,id,E,time(s)
4096,12288,72,0,0.014821
4096,12288,73,0,0.014657
4096,12288,74,0,0.01443
4096,12288,75,0,0.015591
4096,12288,76,0,0.015664
4096,12288,77,0,0.015336
4096,12288,78,0,0.015293
4096,12288,79,0,0.015456
4096,12288,80,0,0.015116
4096,12288,81,0,0.015973
4096,12288,82,0,0.014643
4096,12288,83,0,0.015525
4096,12288,84,0,0.014944
4096,12288,85,0,0.015259
4096,12288,86,0,0.015447
4096,12288,87,0,0.014569
4096,12288,88,0,0.014576
4096,12288,89,0,0.014698
4096,12288,90,0,0.014294
4096,12288,91,0,0.015746
4096,12288,92,0,0.015636
4096,12288,93,0,0.015719
4096,12288,94,0,0.015521
4096,12288,95,0,0.015562
4096,12288,96,0,0.015563
4096,12288,97,0,0.015608
4096,12288,98,0,0.014428
4096,12288,99,0,0.01521
4096,12288,100,0,0.014939
4096,12288,101,0,0.014896
4096,12288,102,0,0.014939
4096,12288,103,0,0.014925
4096,12288,104,0,0.014767
4096,12288,105,0,0.014992
4096,12288,106,0,0.015427
4096,12288,107,0,0.015639
4096,12288,108,0,0.015372
4096,12288,109,0,0.015894
4096,12288,110,0,0.015596
4096,12288,111,0,0.015356
4096,12288,112,0,0.015454
4096,12288,113,0,0.014423
4096,12288,114,0,0.015132
4096,12288,115,0,0.015458
4096,12288,116,0,0.015332
4096,12288,117,0,0.015328
4096,12288,118,0,0.014458
4096,12288,119,0,0.014894
4096,12288,120,0,0.014829
4096,12288,121,0,0.014642
4096,12288,122,0,0.015571
4096,12288,123,0,0.014767
4096,12288,124,0,0.015453
4096,12288,125,0,0.01525
4096,12288,126,0,0.015438
4096,12288,127,0,0.015455
4096,12288,128,0,0.015369
4096,12288,129,0,0.015037
4096,12288,130,0,0.015463
4096,12288,131,0,0.015239
4096,12288,132,0,0.015637
4096,12288,133,0,0.014715
4096,12288,134,0,0.014347
4096,12288,135,0,0.014571
4096,12288,136,0,0.015004
4096,12288,137,0,0.015121
4096,12288,138,0,0.01509
4096,12288,139,0,0.015071
4096,12288,140,0,0.015103
4096,12288,141,0,0.015293
4096,12288,142,0,0.015281
4096,12288,143,0,0.01542
4096,12288,144,0,0.01518
4096,12288,145,0,0.014947
4096,12288,146,0,0.015367
4096,12288,147,0,0.015347
4096,12288,148,0,0.01491
4096,12288,149,0,0.014914
4096,12288,150,0,0.014808
4096,12288,151,0,0.015678
4096,12288,152,0,0.015105
4096,12288,153,0,0.015511
4096,12288,154,0,0.015573
4096,12288,155,0,0.015499
4096,12288,156,0,0.015821
4096,12288,157,0,0.015332
4096,12288,158,0,0.015037
4096,12288,159,0,0.015058
4096,12288,160,0,0.015396
4096,12288,161,0,0.015482
4096,12288,162,0,0.014773
4096,12288,163,0,0.014783
4096,12288,164,0,0.015016
4096,12288,165,0,0.01552
4096,12288,166,0,0.014751
4096,12288,167,0,0.014972
4096,12288,168,0,0.01484
4096,12288,169,0,0.015126
4096,12288,170,0,0.015527
4096,12288,171,0,0.015278
4096,12288,172,0,0.014748
4096,12288,173,0,0.015235
4096,12288,174,0,0.015829
4096,12288,175,0,0.015156
4096,12288,176,0,0.015777
4096,12288,177,0,0.014968
4096,12288,178,0,0.015383
4096,12288,179,0,0.015268
4096,12288,180,0,0.014543
4096,12288,181,0,0.015741
4096,12288,182,0,0.01596
4096,12288,183,0,0.015145
4096,12288,184,0,0.015332
4096,12288,185,0,0.015853
4096,12288,186,0,0.014324
4096,12288,187,0,0.015276
4096,12288,188,0,0.014408
4096,12288,189,0,0.014306
4096,12288,190,0,0.014419
4096,12288,191,0,0.015244
4096,12288,192,0,0.015464
4096,12288,193,0,0.014986
4096,12288,194,0,0.015112
4096,12288,195,0,0.015057
4096,12288,196,0,0.015115
4096,12288,197,0,0.014252
4096,12288,198,0,0.01527
4096,12288,199,0,0.01486
4096,12288,200,0,0.016152
4096,12288,201,0,0.016025
4096,12288,202,0,0.01558
4096,12288,203,0,0.016186
4096,12288,204,0,0.016319
4096,12288,205,0,0.015157
4096,12288,206,0,0.014939
4096,12288,207,0,0.015782
4096,12288,208,0,0.01518
4096,12288,209,0,0.015871
4096,12288,210,0,0.01623
4096,12288,211,0,0.015407
4096,12288,212,0,0.015909
4096,12288,213,0,0.015149
4096,12288,214,0,0.015773
4096,12288,215,0,0.015878
4096,12288,216,0,0.014269
4096,12288,217,0,0.014235
4096,12288,218,0,0.014525
4096,12288,219,0,0.014358
4096,12288,220,0,0.016303
4096,12288,221,0,0.015072
4096,12288,222,0,0.015538
4096,12288,223,0,0.015112
4096,12288,224,0,0.014863
4096,12288,225,0,0.015857
4096,12288,226,0,0.014618
4096,12288,227,0,0.01464
4096,12288,228,0,0.015705
4096,12288,229,0,0.015819
4096,12288,230,0,0.015969
4096,12288,231,0,0.016047
4096,12288,232,0,0.015062
4096,12288,233,0,0.015264
4096,12288,234,0,0.015354
4096,12288,235,0,0.016555
4096,12288,236,0,0.015075
4096,12288,237,0,0.014826
4096,12288,238,0,0.014992
4096,12288,239,0,0.014776
4096,12288,240,0,0.014565
4096,12288,241,0,0.014151
4096,12288,242,0,0.01437
4096,12288,243,0,0.014359
4096,12288,244,0,0.014243
4096,12288,245,0,0.015092
4096,12288,246,0,0.01521
4096,12288,247,0,0.01423
4096,12288,248,0,0.015145
4096,12288,249,0,0.01513
4096,12288,250,0,0.015493
4096,12288,251,0,0.015607
4096,12288,252,0,0.015388
4096,12288,253,0,0.014831
4096,12288,254,0,0.015137
4096,12288,255,0,0.015423
4096,12288,256,0,0.014718
4096,12288,257,0,0.014974
4096,12288,258,0,0.01478
4096,12288,259,0,0.01489
4096,12288,260,0,0.015892
4096,12288,261,0,0.015038
4096,12288,262,0,0.015172
4096,12288,263,0,0.015706
4096,12288,264,0,0.015809
4096,12288,265,0,0.015188
4096,12288,266,0,0.016121
4096,12288,267,0,0.015175
4096,12288,268,0,0.015343
4096,12288,269,0,0.015481
4096,12288,270,0,0.01493
4096,12288,271,0,0.014495
4096,12288,272,0,0.014738
4096,12288,273,0,0.014647
4096,12288,274,0,0.015583
4096,12288,275,0,0.014947
4096,12288,276,0,0.01477
4096,12288,277,0,0.015039
4096,12288,278,0,0.015731
4096,12288,279,0,0.014925
4096,12288,280,0,0.015423
4096,12288,281,0,0.01531
4096,12288,282,0,0.015282
4096,12288,283,0,0.015363
4096,12288,284,0,0.015606
4096,12288,285,0,0.014668
4096,12288,286,0,0.014398
4096,12288,287,0,0.014635
4096,12288,288,0,0.014987
4096,12288,289,0,0.015104
4096,12288,290,0,0.015066
4096,12288,291,0,0.015399
4096,12288,292,0,0.01522
4096,12288,293,0,0.014799
4096,12288,294,0,0.015037
4096,12288,295,0,0.015063
4096,12288,296,0,0.014672
4096,12288,297,0,0.015087
4096,12288,298,0,0.01555
4096,12288,299,0,0.015463
4096,12288,300,0,0.015337
4096,12288,301,0,0.014911
4096,12288,302,0,0.01467
4096,12288,303,0,0.0149
4096,12288,304,0,0.014947
4096,12288,305,0,0.014652
4096,12288,306,0,0.015792
4096,12288,307,0,0.014373
4096,12288,308,0,0.015826
4096,12288,309,0,0.015196
4096,12288,310,0,0.014724
4096,12288,311,0,0.015319
4096,12288,312,0,0.014731
4096,12288,313,0,0.015319
4096,12288,314,0,0.015509
4096,12288,315,0,0.015341
4096,12288,316,0,0.015802
4096,12288,317,0,0.014502
4096,12288,318,0,0.01443
4096,12288,319,0,0.014532
4096,12288,320,0,0.01432
4096,12288,321,0,0.015803
4096,12288,322,0,0.015249
4096,12288,323,0,0.014946
4096,12288,324,0,0.01471
4096,12288,325,0,0.014942
4096,12288,326,0,0.015176
4096,12288,327,0,0.015017
4096,12288,328,0,0.014416
4096,12288,329,0,0.015427
4096,12288,330,0,0.01504
4096,12288,331,0,0.015169
4096,12288,332,0,0.01539
4096,12288,333,0,0.014738
4096,12288,334,0,0.014326
4096,12288,335,0,0.014574
4096,12288,336,0,0.014311
4096,12288,337,0,0.015139
4096,12288,338,0,0.015197
4096,12288,339,0,0.01456
4096,12288,340,0,0.014946
4096,12288,341,0,0.015606
4096,12288,342,0,0.015375
4096,12288,343,0,0.015009
4096,12288,344,0,0.0148
4096,12288,345,0,0.015235
4096,12288,346,0,0.01553
4096,12288,347,0,0.015475
4096,12288,348,0,0.014292
4096,12288,349,0,0.014784
4096,12288,350,0,0.014496
4096,12288,351,0,0.014706
4096,12288,352,0,0.014702
4096,12288,353,0,0.014559
4096,12288,354,0,0.015554
4096,12288,355,0,0.015132
4096,12288,356,0,0.015863
4096,12288,357,0,0.014839
4096,12288,358,0,0.015205
4096,12288,359,0,0.014854
4096,12288,360,0,0.015299
4096,12288,361,0,0.015163
4096,12288,362,0,0.015219
4096,12288,363,0,0.015442
4096,12288,364,0,0.01459
4096,12288,365,0,0.014144
4096,12288,366,0,0.014425
4096,12288,367,0,0.014367
4096,12288,368,0,0.014714
4096,12288,369,0,0.015003
4096,12288,370,0,0.014537
4096,12288,371,0,0.015626
4096,12288,372,0,0.015405
4096,12288,373,0,0.015205
4096,12288,374,0,0.015361
4096,12288,375,0,0.014905
4096,12288,376,0,0.015921
4096,12288,377,0,0.016025
4096,12288,378,0,0.015384
4096,12288,379,0,0.015677
4096,12288,380,0,0.015197
4096,12288,381,0,0.014309
4096,12288,382,0,0.015142
4096,12288,383,0,0.014928
4096,12288,384,0,0.01468
4096,12288,385,0,0.01454
4096,12288,386,0,0.014748
4096,12288,387,0,0.014541
4096,12288,388,0,0.01519
4096,12288,389,0,0.014477
4096,12288,390,0,0.014852
4096,12288,391,0,0.014772
4096,12288,392,0,0.015362
4096,12288,393,0,0.015042
4096,12288,394,0,0.015002
4096,12288,395,0,0.015253
4096,12288,396,0,0.014465
4096,12288,397,0,0.014651
4096,12288,398,0,0.014342
4096,12288,399,0,0.014711
4096,12288,400,0,0.015605
4096,12698,1,0,0.015665
4096,12698,2,0,0.015403
4096,12698,3,0,0.01592
4096,12698,4,0,0.015598
4096,12698,5,0,0.015982
4096,12698,6,0,0.014883
4096,12698,7,0,0.015654
4096,12698,8,0,0.015966
4096,12698,9,0,0.016015
4096,12698,10,0,0.016052
4096,12698,11,0,0.015104
4096,12698,12,0,0.01592
4096,12698,13,0,0.014704
4096,12698,14,0,0.015587
4096,12698,15,0,0.01546
4096,12698,16,0,0.015761
4096,12698,17,0,0.015692
4096,12698,18,0,0.01557
4096,12698,19,0,0.015722
4096,12698,20,0,0.015748
4096,12698,21,0,0.015848
4096,12698,22,0,0.016409
4096,12698,23,0,0.01571
4096,12698,24,0,0.015866
4096,12698,25,0,0.01619
4096,12698,26,0,0.01542
4096,12698,27,0,0.014674
4096,12698,28,0,0.01414
4096,12698,29,0,0.015524
4096,12698,30,0,0.015991
4096,12698,31,0,0.015992
4096,12698,32,0,0.015635
4096,12698,33,0,0.015641
4096,12698,34,0,0.015823
4096,12698,35,0,0.015163
4096,12698,36,0,0.01558
4096,12698,37,0,0.015948
4096,12698,38,0,0.015492
4096,12698,39,0,0.015631
4096,12698,40,0,0.015802
4096,12698,41,0,0.015672
4096,12698,42,0,0.015739
4096,12698,43,0,0.016001
4096,12698,44,0,0.015398
4096,12698,45,0,0.015798
4096,12698,46,0,0.015633
4096,12698,47,0,0.016128
4096,12698,48,0,0.015661
4096,12698,49,0,0.01574
4096,12698,50,0,0.015332
4096,12698,51,0,0.016101
4096,12698,52,0,0.015811
4096,12698,53,0,0.015981
4096,12698,54,0,0.01642
4096,12698,55,0,0.015177
4096,12698,56,0,0.015137
4096,12698,57,0,0.014977
4096,12698,58,0,0.015518
4096,12698,59,0,0.015984
4096,12698,60,0,0.015282
4096,12698,61,0,0.015842
4096,12698,62,0,0.015822
4096,12698,63,0,0.015989
4096,12698,64,0,0.015878
4096,12698,65,0,0.014882
4096,12698,66,0,0.01552
4096,12698,67,0,0.015839
4096,12698,68,0,0.015494
4096,12698,69,0,0.015945
4096,12698,70,0,0.014552
4096,12698,71,0,0.015259
4096,12698,72,0,0.015028
4096,12698,73,0,0.01575
4096,12698,74,0,0.015694
4096,12698,75,0,0.015065
4096,12698,76,0,0.015417
4096,12698,77,0,0.015109
4096,12698,78,0,0.015705
4096,12698,79,0,0.015797
4096,12698,80,0,0.015746
4096,12698,81,0,0.015219
4096,12698,82,0,0.01556
4096,12698,83,0,0.016077
4096,12698,84,0,0.014942
4096,12698,85,0,0.014802
4096,12698,86,0,0.014856
4096,12698,87,0,0.015377
4096,12698,88,0,0.015408
4096,12698,89,0,0.015556
4096,12698,90,0,0.015608
4096,12698,91,0,0.015288
4096,12698,92,0,0.015599
4096,12698,93,0,0.015236
4096,12698,94,0,0.016428
4096,12698,95,0,0.015581
4096,12698,96,0,0.016012
4096,12698,97,0,0.015651
4096,12698,98,0,0.014958
4096,12698,99,0,0.015159
4096,12698,100,0,0.015469
4096,12698,101,0,0.015148
4096,12698,102,0,0.016016
4096,12698,103,0,0.014939
4096,12698,104,0,0.016119
4096,12698,105,0,0.015887
4096,12698,106,0,0.015924
4096,12698,107,0,0.015574
4096,12698,108,0,0.015168
4096,12698,109,0,0.015863
4096,12698,110,0,0.016035
4096,12698,111,0,0.015942
4096,12698,112,0,0.01596
4096,12698,113,0,0.015604
4096,12698,114,0,0.01517
4096,12698,115,0,0.015471
4096,12698,116,0,0.015057
4096,12698,117,0,0.015213
4096,12698,118,0,0.014844
4096,12698,119,0,0.015342
4096,12698,120,0,0.016043
4096,12698,121,0,0.015476
4096,12698,122,0,0.015856
4096,12698,123,0,0.015322
4096,12698,124,0,0.015037
4096,12698,125,0,0.015835
4096,12698,126,0,0.016164
4096,12698,127,0,0.015588
4096,12698,128,0,0.015685
4096,12698,129,0,0.014746
4096,12698,130,0,0.015096
4096,12698,131,0,0.015437
4096,12698,132,0,0.015091
4096,12698,133,0,0.015408
4096,12698,134,0,0.015341
4096,12698,135,0,0.015225
4096,12698,136,0,0.015548
4096,12698,137,0,0.015599
4096,12698,138,0,0.015035
4096,12698,139,0,0.014982
4096,12698,140,0,0.01586
4096,12698,141,0,0.015403
4096,12698,142,0,0.015462
4096,12698,143,0,0.015815
4096,12698,144,0,0.01488
4096,12698,145,0,0.015292
4096,12698,146,0,0.015081
4096,12698,147,0,0.015758
4096,12698,148,0,0.015611
4096,12698,149,0,0.015348
4096,12698,150,0,0.015862
4096,12698,151,0,0.015671
4096,12698,152,0,0.016089
4096,12698,153,0,0.016109
4096,12698,154,0,0.015117
4096,12698,155,0,0.015681
4096,12698,156,0,0.015537
4096,12698,157,0,0.015388
4096,12698,158,0,0.014801
4096,12698,159,0,0.014829
4096,12698,160,0,0.015395
4096,12698,161,0,0.015764
4096,12698,162,0,0.015211
4096,12698,163,0,0.015946
4096,12698,164,0,0.015039
4096,12698,165,0,0.014496
4096,12698,166,0,0.015563
4096,12698,167,0,0.015872
4096,12698,168,0,0.015192
4096,12698,169,0,0.015728
4096,12698,170,0,0.015792
4096,12698,171,0,0.015598
4096,12698,172,0,0.016098
4096,12698,173,0,0.015136
4096,12698,174,0,0.015064
4096,12698,175,0,0.015055
4096,12698,176,0,0.015439
4096,12698,177,0,0.015255
4096,12698,178,0,0.01578
4096,12698,179,0,0.01564
4096,12698,180,0,0.015601
4096,12698,181,0,0.01606
4096,12698,182,0,0.015851
4096,12698,183,0,0.014906
4096,12698,184,0,0.015924
4096,12698,185,0,0.015226
4096,12698,186,0,0.015572
4096,12698,187,0,0.015751
4096,12698,188,0,0.015246
4096,12698,189,0,0.015414
4096,12698,190,0,0.015048
4096,12698,191,0,0.015649
4096,12698,192,0,0.01543
4096,12698,193,0,0.015426
4096,12698,194,0,0.01508
4096,12698,195,0,0.015459
4096,12698,196,0,0.014587
4096,12698,197,0,0.015103
4096,12698,198,0,0.015038
4096,12698,199,0,0.015016
4096,12698,200,0,0.015435
4096,12698,201,0,0.014975
4096,12698,202,0,0.016274
4096,12698,203,0,0.014929
4096,12698,204,0,0.015176
4096,12698,205,0,0.015409
4096,12698,206,0,0.0156
4096,12698,207,0,0.015729
4096,12698,208,0,0.015729
4096,12698,209,0,0.015698
4096,12698,210,0,0.015149
4096,12698,211,0,0.015868
4096,12698,212,0,0.015442
4096,12698,213,0,0.014721
4096,12698,214,0,0.015333
4096,12698,215,0,0.015332
4096,12698,216,0,0.015487
4096,12698,217,0,0.016302
4096,12698,218,0,0.015114
4096,12698,219,0,0.015171
4096,12698,220,0,0.0152
4096,12698,221,0,0.015747
4096,12698,222,0,0.015417
4096,12698,223,0,0.015697
4096,12698,224,0,0.015569
4096,12698,225,0,0.015874
4096,12698,226,0,0.015649
4096,12698,227,0,0.015652
4096,12698,228,0,0.015824
4096,12698,229,0,0.014925
4096,12698,230,0,0.0156
4096,12698,231,0,0.015526
4096,12698,232,0,0.015818
4096,12698,233,0,0.015199
4096,12698,234,0,0.015175
4096,12698,235,0,0.01514
4096,12698,236,0,0.015242
4096,12698,237,0,0.015034
4096,12698,238,0,0.015746
4096,12698,239,0,0.015504
4096,12698,240,0,0.015784
4096,12698,241,0,0.015696
4096,12698,242,0,0.015908
4096,12698,243,0,0.014582
4096,12698,244,0,0.015737
4096,12698,245,0,0.015296
4096,12698,246,0,0.015806
4096,12698,247,0,0.015758
4096,12698,248,0,0.014793
4096,12698,249,0,0.014741
4096,12698,250,0,0.014632
4096,12698,251,0,0.014838
4096,12698,252,0,0.015789
4096,12698,253,0,0.015207
4096,12698,254,0,0.01569
4096,12698,255,0,0.015316
4096,12698,256,0,0.015516
4096,12698,257,0,0.015358
4096,12698,258,0,0.015509
4096,12698,259,0,0.014958
4096,12698,260,0,0.015587
4096,12698,261,0,0.015457
4096,12698,262,0,0.015115
4096,12698,263,0,0.015091
4096,12698,264,0,0.015064
4096,12698,265,0,0.0149
4096,12698,266,0,0.01586
4096,12698,267,0,0.015037
4096,12698,268,0,0.015499
4096,12698,269,0,0.015048
4096,12698,270,0,0.01602
4096,12698,271,0,0.015939
4096,12698,272,0,0.015646
4096,12698,273,0,0.015351
4096,12698,274,0,0.015152
4096,12698,275,0,0.01567
4096,12698,276,0,0.015893
4096,12698,277,0,0.015218
4096,12698,278,0,0.015181
4096,12698,279,0,0.014643
4096,12698,280,0,0.015561
4096,12698,281,0,0.015049
4096,12698,282,0,0.01538
4096,12698,283,0,0.015334
4096,12698,284,0,0.015847
4096,12698,285,0,0.015029
4096,12698,286,0,0.015272
4096,12698,287,0,0.015165
4096,12698,288,0,0.015633
4096,12698,289,0,0.015502
4096,12698,290,0,0.015505
4096,12698,291,0,0.015063
4096,12698,292,0,0.014631
4096,12698,293,0,0.014948
4096,12698,294,0,0.015447
4096,12698,295,0,0.015918
4096,12698,296,0,0.015787
4096,12698,297,0,0.015719
4096,12698,298,0,0.015791
4096,12698,299,0,0.01557
4096,12698,300,0,0.015231
4096,12698,301,0,0.015247
4096,12698,302,0,0.01545
4096,12698,303,0,0.015045
4096,12698,304,0,0.015832
4096,12698,305,0,0.014816
4096,12698,306,0,0.014767
4096,12698,307,0,0.01512
4096,12698,308,0,0.014904
4096,12698,309,0,0.015043
4096,12698,310,0,0.01539
4096,12698,311,0,0.015558
4096,12698,312,0,0.015049
4096,12698,313,0,0.015472
4096,12698,314,0,0.015608
4096,12698,315,0,0.016008
4096,12698,316,0,0.015046
4096,12698,317,0,0.015529
4096,12698,318,0,0.015234
4096,12698,319,0,0.015641
4096,12698,320,0,0.014781
4096,12698,321,0,0.014662
4096,12698,322,0,0.014249
4096,12698,323,0,0.014952
4096,12698,324,0,0.016396
4096,12698,325,0,0.01479
4096,12698,326,0,0.015415
4096,12698,327,0,0.015942
4096,12698,328,0,0.015275
4096,12698,329,0,0.015528
4096,12698,330,0,0.015834
4096,12698,331,0,0.014766
4096,12698,332,0,0.015549
4096,12698,333,0,0.015065
4096,12698,334,0,0.015617
4096,12698,335,0,0.01501
4096,12698,336,0,0.015102
4096,12698,337,0,0.015235
4096,12698,338,0,0.015059
4096,12698,339,0,0.015575
4096,12698,340,0,0.015125
4096,12698,341,0,0.014936
4096,12698,342,0,0.015567
4096,12698,343,0,0.015005
4096,12698,344,0,0.014992
4096,12698,345,0,0.015387
4096,12698,346,0,0.014731
4096,12698,347,0,0.015504
4096,12698,348,0,0.015396
4096,12698,349,0,0.015297
4096,12698,350,0,0.014983
4096,12698,351,0,0.01564
4096,12698,352,0,0.015025
4096,12698,353,0,0.01456
4096,12698,354,0,0.015635
4096,12698,355,0,0.015432
4096,12698,356,0,0.014938
4096,12698,357,0,0.015425
4096,12698,358,0,0.015472
4096,12698,359,0,0.015845
4096,12698,360,0,0.015183
4096,12698,361,0,0.014802
4096,12698,362,0,0.015789
4096,12698,363,0,0.015782
4096,12698,364,0,0.015964
4096,12698,365,0,0.015722
4096,12698,366,0,0.01508
4096,12698,367,0,0.015022
4096,12698,368,0,0.014885
4096,12698,369,0,0.015666
4096,12698,370,0,0.015062
4096,12698,371,0,0.015234
4096,12698,372,0,0.015225
4096,12698,373,0,0.015463
4096,12698,374,0,0.015481
4096,12698,375,0,0.01535
4096,12698,376,0,0.015419
4096,12698,377,0,0.015179
4096,12698,378,0,0.015342
4096,12698,379,0,0.015436
4096,12698,380,0,0.014952
4096,12698,381,0,0.014936
4096,12698,382,0,0.014824
4096,12698,383,0,0.015721
4096,12698,384,0,0.015389
4096,12698,385,0,0.015032
4096,12698,386,0,0.015528
4096,12698,387,0,0.015695
4096,12698,388,0,0.015555
4096,12698,389,0,0.015705
4096,12698,390,0,0.015145
4096,12698,391,0,0.015653
4096,12698,392,0,0.015216
4096,12698,393,0,0.015511
4096,12698,394,0,0.014737
4096,12698,395,0,0.014652
4096,12698,396,0,0.014932
4096,12698,397,0,0.01486
4096,12698,398,0,0.015172
4096,12698,399,0,0.015022
4096,12698,400,0,0.015386
4096,13107,1,0,0.016109
4096,13107,2,0,0.015784
4096,13107,3,0,0.015793
4096,13107,4,0,0.015746
4096,13107,5,0,0.015214
4096,13107,6,0,0.015987
4096,13107,7,0,0.016072
4096,13107,8,0,0.015204
4096,13107,9,0,0.015495
4096,13107,10,0,0.015745
4096,13107,11,0,0.015808
4096,13107,12,0,0.015974
4096,13107,13,0,0.016424
4096,13107,14,0,0.016172
4096,13107,15,0,0.015789
4096,13107,16,0,0.01596
4096,13107,17,0,0.015497
4096,13107,18,0,0.015751
4096,13107,19,0,0.016175
4096,13107,20,0,0.015766
4096,13107,21,0,0.015682
4096,13107,22,0,0.015741
4096,13107,23,0,0.015346
4096,13107,24,0,0.015245
4096,13107,25,0,0.015317
4096,13107,26,0,0.015313
4096,13107,27,0,0.015553
4096,13107,28,0,0.016049
4096,13107,29,0,0.016103
4096,13107,30,0,0.01617
4096,13107,31,0,0.016141
4096,13107,32,0,0.015774
4096,13107,33,0,0.016636
4096,13107,34,0,0.016323
4096,13107,35,0,0.01547
4096,13107,36,0,0.016276
4096,13107,37,0,0.015992
4096,13107,38,0,0.015498
4096,13107,39,0,0.015379
4096,13107,40,0,0.015889
4096,13107,41,0,0.016246
4096,13107,42,0,0.015877
4096,13107,43,0,0.016067
4096,13107,44,0,0.015483
4096,13107,45,0,0.015566
4096,13107,46,0,0.016245
4096,13107,47,0,0.01582
4096,13107,48,0,0.015559
4096,13107,49,0,0.015778
4096,13107,50,0,0.015199
4096,13107,51,0,0.015391
4096,13107,52,0,0.015846
4096,13107,53,0,0.015519
4096,13107,54,0,0.015958
4096,13107,55,0,0.015493
4096,13107,56,0,0.015863
4096,13107,57,0,0.016374
4096,13107,58,0,0.015942
4096,13107,59,0,0.01527
4096,13107,60,0,0.015923
4096,13107,61,0,0.015491
4096,13107,62,0,0.015396
4096,13107,63,0,0.016627
4096,13107,64,0,0.015123
4096,13107,65,0,0.01529
4096,13107,66,0,0.015488
4096,13107,67,0,0.015739
4096,13107,68,0,0.015347
4096,13107,69,0,0.015924
4096,13107,70,0,0.016063
4096,13107,71,0,0.01618
4096,13107,72,0,0.01656
4096,13107,73,0,0.016362
4096,13107,74,0,0.015606
4096,13107,75,0,0.0158
4096,13107,76,0,0.01596
4096,13107,77,0,0.016208
4096,13107,78,0,0.015503
4096,13107,79,0,0.01567
4096,13107,80,0,0.015261
4096,13107,81,0,0.015596
4096,13107,82,0,0.015458
4096,13107,83,0,0.015853
4096,13107,84,0,0.015317
4096,13107,85,0,0.016748
4096,13107,86,0,0.016086
4096,13107,87,0,0.016439
4096,13107,88,0,0.015752
4096,13107,89,0,0.01567
4096,13107,90,0,0.015259
4096,13107,91,0,0.015321
4096,13107,92,0,0.015253
4096,13107,93,0,0.015308
4096,13107,94,0,0.016001
4096,13107,95,0,0.015361
4096,13107,96,0,0.015276
4096,13107,97,0,0.015516
4096,13107,98,0,0.01561
4096,13107,99,0,0.016768
4096,13107,100,0,0.016631
4096,13107,101,0,0.0162
4096,13107,102,0,0.015699
4096,13107,103,0,0.015748
4096,13107,104,0,0.016142
4096,13107,105,0,0.015288
4096,13107,106,0,0.015886
4096,13107,107,0,0.015604
4096,13107,108,0,0.016241
4096,13107,109,0,0.015912
4096,13107,110,0,0.016081
4096,13107,111,0,0.01631
4096,13107,112,0,0.015948
4096,13107,113,0,0.015508
4096,13107,114,0,0.016118
4096,13107,115,0,0.016371
4096,13107,116,0,0.015986
4096,13107,117,0,0.015596
4096,13107,118,0,0.015459
4096,13107,119,0,0.016172
4096,13107,120,0,0.016022
4096,13107,121,0,0.01535
4096,13107,122,0,0.016363
4096,13107,123,0,0.01631
4096,13107,124,0,0.01555
4096,13107,125,0,0.016516
4096,13107,126,0,0.01532
4096,13107,127,0,0.015622
4096,13107,128,0,0.015173
4096,13107,129,0,0.015003
4096,13107,130,0,0.016371
4096,13107,131,0,0.016324
