N,M,id,E,Time[s]
16,48,263,0,0.0104607
16,48,264,0,0.0133467
16,48,265,0,0.0125535
16,48,266,0,0.0107388
16,48,267,0,0.0155176
16,48,268,0,0.0108522
16,48,269,0,0.0180684
16,48,270,0,0.0178905
16,48,271,0,0.0133897
16,48,272,0,0.0111421
16,48,273,0,0.0108757
16,48,274,0,0.0295076
16,48,275,0,0.0134912
16,48,276,0,0.0112833
16,48,277,0,0.0255
16,48,278,0,0.0153264
16,48,279,0,0.0108691
16,48,280,0,0.010939
16,48,281,0,0.0105506
16,48,282,0,0.0245253
16,48,283,0,0.03437
16,48,284,0,0.0129512
16,48,285,0,0.0152476
16,48,286,0,0.0132823
16,48,287,0,0.0155527
16,48,288,0,0.0156281
16,48,289,0,0.0106791
16,48,290,0,0.0125998
16,48,291,0,0.0173076
16,48,292,0,0.014632
16,48,293,0,0.0156506
16,48,294,0,0.0248619
16,48,295,0,0.0108089
16,48,296,0,0.0335276
16,48,297,0,0.0174922
16,48,298,0,0.0336909
16,48,299,0,0.0154497
16,48,300,0,0.0153916
16,48,301,0,0.0149338
16,48,302,0,0.0216225
16,48,303,0,0.0108383
16,48,304,0,0.0105952
16,48,305,13,0.000284878
16,48,306,0,0.0106197
16,48,307,0,0.0175941
16,48,308,0,0.0115188
16,48,309,0,0.0106343
16,48,310,0,0.0106992
16,48,311,0,0.0130344
16,48,312,0,0.0102318
16,48,313,0,0.0131723
16,48,314,0,0.0290121
16,48,315,0,0.0127233
16,48,316,0,0.0102676
16,48,317,0,0.0178363
16,48,318,0,0.0267434
16,48,319,0,0.0107978
16,48,320,0,0.0102717
16,48,321,0,0.0101129
16,48,322,0,0.0103201
16,48,323,0,0.0101548
16,48,324,0,0.0174995
16,48,325,0,0.0106862
16,48,326,0,0.0117323
16,48,327,0,0.01071
16,48,328,0,0.0153836
16,48,329,0,0.0179533
16,48,330,0,0.0107072
16,48,331,0,0.0154187
16,48,332,0,0.0107475
16,48,333,0,0.0152564
16,48,334,0,0.0107103
16,48,335,0,0.0105859
16,48,336,0,0.0343791
16,48,337,27,0.00025919
16,48,338,0,0.0109569
16,48,339,0,0.0115486
16,48,340,0,0.0106493
16,48,341,0,0.0110101
16,48,342,0,0.0113133
16,48,343,0,0.0106665
16,48,344,0,0.0320828
16,48,345,0,0.0132478
16,48,346,0,0.015543
16,48,347,0,0.0107549
16,48,348,0,0.0161994
16,48,349,0,0.0179661
16,48,350,0,0.0108751
16,48,351,0,0.0159112
16,48,352,0,0.0108134
16,48,353,0,0.0133432
16,48,354,0,0.0108293
16,48,355,0,0.0131093
16,48,356,0,0.0160147
16,48,357,0,0.0340034
16,48,358,0,0.0108056
16,48,359,0,0.0111212
16,48,360,0,0.0157717
16,48,361,0,0.0109831
16,48,362,0,0.0133414
16,48,363,0,0.0331187
16,48,364,0,0.0255154
16,48,365,0,0.0112965
16,48,366,0,0.0200726
16,48,367,0,0.0110236
16,48,368,0,0.0110758
16,48,369,0,0.0110106
16,48,370,0,0.0201439
16,48,371,0,0.0179017
16,48,372,0,0.010993
16,48,373,0,0.0129434
16,48,374,0,0.021814
16,48,375,0,0.0227138
16,48,376,0,0.0154137
16,48,377,0,0.010809
16,48,378,0,0.0130261
16,48,379,0,0.0155306
16,48,380,0,0.0108925
16,48,381,0,0.0155006
16,48,382,0,0.0111334
16,48,383,0,0.0110773
16,48,384,0,0.0133757
16,48,385,0,0.0132553
16,48,386,0,0.0107886
16,48,387,0,0.0115104
16,48,388,0,0.0157821
16,48,389,0,0.0107935
16,48,390,0,0.0156447
16,48,391,0,0.0178332
16,48,392,0,0.0160405
16,48,393,0,0.0229043
16,48,394,0,0.0179744
16,48,395,0,0.0304317
16,48,396,0,0.0152681
16,48,397,0,0.0134588
16,48,398,0,0.0109718
16,48,399,0,0.0348138
16,48,400,0,0.010812
16,50,1,1,7.22799
16,50,2,0,0.0222809
16,50,3,0,0.0118938
16,50,4,0,0.0118877
16,50,5,0,0.0160841
16,50,6,0,0.0144706
16,50,7,0,0.0315708
16,50,8,0,0.0221885
16,50,9,0,0.0222567
16,50,10,0,0.0214152
16,50,11,0,0.0111822
16,50,12,1,6.11823
16,50,13,0,0.0211982
16,50,14,0,0.011551
16,50,15,0,0.0284654
16,50,16,0,0.0163286
16,50,17,0,0.0109899
16,50,18,0,0.0160756
16,50,19,0,0.0111472
16,50,20,0,0.0119713
16,50,21,0,0.014191
16,50,22,0,0.0114211
16,50,23,0,0.020844
16,50,24,0,0.0190747
16,50,25,0,0.0117341
16,50,26,0,0.0246298
16,50,27,0,0.0140462
16,50,28,0,0.0118853
16,50,29,0,0.0154351
16,50,30,0,0.0116979
16,50,31,0,0.0260086
16,50,32,0,0.0141581
16,50,33,0,0.0141149
16,50,34,0,0.0236378
16,50,35,0,0.0141827
16,50,36,0,0.019782
16,50,37,0,0.0115858
16,50,38,0,0.0241374
16,50,39,0,0.0214618
16,50,40,0,0.0246857
16,50,41,0,0.016902
16,50,42,1,0.000334432
16,50,43,0,0.0143936
16,50,44,0,0.0237724
16,50,45,0,0.0121608
16,50,46,0,0.0167451
16,50,47,0,0.0162978
16,50,48,0,0.014276
16,50,49,0,0.0116611
16,50,50,0,0.0237073
16,50,51,0,0.0175081
16,50,52,0,0.0119379
16,50,53,0,0.0217432
16,50,54,0,0.0362748
16,50,55,0,0.017055
16,50,56,0,0.0122728
16,50,57,0,0.014491
16,50,58,0,0.0117578
16,50,59,0,0.0124983
16,50,60,0,0.0130917
16,50,61,0,0.016754
16,50,62,3,0.000253219
16,50,63,1,5.1809
16,50,64,0,0.0122384
16,50,65,0,0.0146429
16,50,66,0,0.0118806
16,50,67,0,0.0142171
16,50,68,0,0.0170073
16,50,69,0,0.0191987
16,50,70,0,0.0168753
16,50,71,0,0.019799
16,50,72,0,0.0289919
16,50,73,0,0.0283398
16,50,74,0,0.0119503
16,50,75,0,0.0118177
16,50,76,0,0.0122525
16,50,77,0,0.014837
16,50,78,0,0.0121455
16,50,79,0,0.0142986
16,50,80,0,0.0288865
16,50,81,0,0.026358
16,50,82,0,0.0195136
16,50,83,0,0.0309442
16,50,84,0,0.0121031
16,50,85,0,0.0146167
16,50,86,0,0.0145617
16,50,87,0,0.0118229
16,50,88,0,0.0121195
16,50,89,0,0.0167362
16,50,90,0,0.0204361
16,50,91,0,0.0303069
16,50,92,0,0.0121052
16,50,93,0,0.0120392
16,50,94,0,0.0150397
16,50,95,0,0.0196664
16,50,96,0,0.0368075
16,50,97,0,0.0145683
16,50,98,0,0.0213855
16,50,99,0,0.0121684
16,50,100,0,0.0109242
16,50,101,0,0.0158377
16,50,102,0,0.0112813
16,50,103,0,0.0219713
16,50,104,0,0.0139518
16,50,105,0,0.0112189
16,50,106,0,0.0142367
16,50,107,0,0.0112588
16,50,108,0,0.0136892
16,50,109,0,0.0117226
16,50,110,0,0.0113271
16,50,111,0,0.0234914
16,50,112,0,0.0111575
16,50,113,0,0.0207494
16,50,114,0,0.0160248
16,50,115,0,0.0111612
16,50,116,0,0.0351272
16,50,117,0,0.0258442
16,50,118,0,0.0135495
16,50,119,0,0.0110955
16,50,120,1,6.66577
16,50,121,0,0.0110293
16,50,122,0,0.0107797
16,50,123,0,0.0342524
16,50,124,0,0.0243178
16,50,125,0,0.0349261
16,50,126,0,0.0108799
16,50,127,0,0.0108997
16,50,128,0,0.0160149
16,50,129,0,0.0111384
16,50,130,0,0.0114413
16,50,131,0,0.0136227
16,50,132,0,0.0211228
16,50,133,0,0.0116179
16,50,134,0,0.0166613
16,50,135,0,0.0243834
16,50,136,0,0.0356868
16,50,137,0,0.016136
16,50,138,0,0.0111005
16,50,139,11,0.000325115
16,50,140,0,0.0214044
16,50,141,0,0.0136682
16,50,142,0,0.0111766
16,50,143,0,0.013539
16,50,144,0,0.0166988
16,50,145,0,0.0114452
16,50,146,0,0.0113345
16,50,147,0,0.0115242
16,50,148,0,0.0117406
16,50,149,0,0.0164183
16,50,150,0,0.0161492
16,50,151,0,0.0115157
16,50,152,1,0.000341575
16,50,153,0,0.0190448
16,50,154,0,0.0282157
16,50,155,0,0.0111548
16,50,156,0,0.0111244
16,50,157,0,0.0140676
16,50,158,0,0.0143833
16,50,159,0,0.0136884
16,50,160,0,0.0116374
16,50,161,0,0.0118769
16,50,162,0,0.0187397
16,50,163,0,0.018269
16,50,164,0,0.0186706
16,50,165,0,0.0186997
16,50,166,0,0.0141238
16,50,167,0,0.0118166
16,50,168,0,0.0161851
16,50,169,0,0.021031
16,50,170,0,0.0233949
16,50,171,0,0.0115101
16,50,172,0,0.0113998
16,50,173,1,0.00164936
16,50,174,0,0.0113639
16,50,175,0,0.0117597
16,50,176,0,0.0209613
16,50,177,0,0.0108014
16,50,178,0,0.0137259
16,50,179,0,0.0182624
16,50,180,0,0.0279834
16,50,181,1,7.64699
16,50,182,0,0.0116937
16,50,183,0,0.0112964
16,50,184,0,0.0110773
16,50,185,0,0.0118543
16,50,186,0,0.0116819
16,50,187,0,0.016487
16,50,188,0,0.0348084
16,50,189,0,0.0114586
16,50,190,0,0.0165801
16,50,191,0,0.0355391
16,50,192,0,0.0165473
16,50,193,0,0.0143612
16,50,194,0,0.0161551
16,50,195,0,0.0114156
16,50,196,0,0.0117645
16,50,197,0,0.0210199
16,50,198,0,0.0188073
16,50,199,0,0.0344472
16,50,200,0,0.0151701
16,50,201,0,0.0192647
16,50,202,0,0.0115608
16,50,203,0,0.0333709
16,50,204,0,0.0353012
16,50,205,0,0.0118431
16,50,206,0,0.0162819
16,50,207,0,0.0225178
16,50,208,0,0.0166583
16,50,209,0,0.0114629
16,50,210,0,0.0185437
16,50,211,0,0.0115493
16,50,212,0,0.0209008
16,50,213,0,0.0254599
16,50,214,0,0.0185137
16,50,215,0,0.0137876
16,50,216,0,0.0137716
16,50,217,0,0.0115661
16,50,218,0,0.0113755
16,50,219,0,0.0139896
16,50,220,0,0.0116754
16,50,221,0,0.015952
16,50,222,0,0.0339277
16,50,223,0,0.02759
16,50,224,0,0.0112477
16,50,225,0,0.0183069
16,50,226,0,0.0113608
16,50,227,0,0.0132975
16,50,228,0,0.011628
16,50,229,0,0.0201554
16,50,230,0,0.0280515
16,50,231,0,0.011486
16,50,232,0,0.0163523
16,50,233,0,0.0120694
16,50,234,0,0.0188129
16,50,235,0,0.0188944
16,50,236,0,0.0167358
16,50,237,0,0.0116616
16,50,238,0,0.0231027
16,50,239,0,0.0164866
16,50,240,0,0.0355131
16,50,241,15,0.000309444
16,50,242,0,0.021127
16,50,243,0,0.0185791
16,50,244,0,0.0194877
16,50,245,0,0.0163609
16,50,246,0,0.025302
16,50,247,0,0.0279841
16,50,248,0,0.0162126
16,50,249,1,7.01387
16,50,250,0,0.0169055
16,50,251,0,0.01273
16,50,252,0,0.0330379
16,50,253,0,0.025303
16,50,254,0,0.035244
16,50,255,0,0.0214239
16,50,256,0,0.0366106
16,50,257,0,0.0142072
16,50,258,0,0.0118401
16,50,259,0,0.012097
16,50,260,0,0.0142934
16,50,261,0,0.0212557
16,50,262,0,0.014204
16,50,263,0,0.0149725
16,50,264,0,0.014293
16,50,265,0,0.0142477
16,50,266,0,0.0119189
16,50,267,0,0.0229991
16,50,268,0,0.0211576
16,50,269,0,0.0209505
16,50,270,0,0.0231167
16,50,271,0,0.0123682
16,50,272,0,0.017232
16,50,273,0,0.0144057
16,50,274,0,0.0211642
16,50,275,0,0.02205
16,50,276,0,0.0142319
16,50,277,0,0.0116821
16,50,278,0,0.0138886
16,50,279,0,0.0144114
16,50,280,0,0.0119767
16,50,281,0,0.0193598
16,50,282,0,0.0118659
16,50,283,0,0.0163507
16,50,284,0,0.016342
16,50,285,0,0.0265296
16,50,286,0,0.0210676
16,50,287,0,0.0119391
16,50,288,0,0.0195808
16,50,289,0,0.0348596
16,50,290,0,0.0114079
16,50,291,0,0.0212303
16,50,292,0,0.0167288
16,50,293,0,0.0259469
16,50,294,0,0.0164591
16,50,295,0,0.0123389
16,50,296,0,0.0170009
16,50,297,0,0.0242679
16,50,298,0,0.011781
16,50,299,0,0.0143473
16,50,300,0,0.0196362
16,50,301,0,0.0121551
16,50,302,0,0.0124277
16,50,303,0,0.019413
16,50,304,0,0.011947
16,50,305,0,0.0139169
16,50,306,0,0.0165918
16,50,307,0,0.0119785
16,50,308,0,0.0115857
16,50,309,0,0.0120646
16,50,310,0,0.0120966
16,50,311,0,0.0116864
16,50,312,0,0.0142613
16,50,313,0,0.0112603
16,50,314,0,0.025691
16,50,315,0,0.0119284
16,50,316,0,0.0156282
16,50,317,0,0.0119753
16,50,318,0,0.0210807
16,50,319,0,0.0148865
16,50,320,0,0.0313492
16,50,321,0,0.0188098
16,50,322,0,0.016491
16,50,323,0,0.0116388
16,50,324,0,0.0116286
16,50,325,0,0.0236862
16,50,326,0,0.0140451
16,50,327,0,0.0116366
16,50,328,0,0.0116841
16,50,329,0,0.0121473
16,50,330,0,0.0117855
16,50,331,0,0.0188989
16,50,332,0,0.0183659
16,50,333,0,0.0117828
16,50,334,0,0.0165793
16,50,335,0,0.0114477
16,50,336,0,0.0212549
16,50,337,0,0.0187404
16,50,338,0,0.014748
16,50,339,0,0.0232248
16,50,340,0,0.0190718
16,50,341,0,0.0118271
16,50,342,0,0.0120472
16,50,343,0,0.0118322
16,50,344,0,0.0116963
16,50,345,0,0.0118188
16,50,346,0,0.0183952
16,50,347,1,5.48798
16,50,348,0,0.0143118
16,50,349,0,0.0122543
16,50,350,0,0.0122981
16,50,351,0,0.011885
16,50,352,0,0.011914
16,50,353,0,0.0118453
16,50,354,0,0.0337505
16,50,355,0,0.0362124
16,50,356,0,0.0215794
16,50,357,0,0.0169673
16,50,358,0,0.0118687
16,50,359,0,0.0355702
16,50,360,0,0.0122758
16,50,361,0,0.0214369
16,50,362,0,0.0366998
16,50,363,0,0.0141851
16,50,364,0,0.0171179
16,50,365,0,0.011914
16,50,366,0,0.0119218
16,50,367,0,0.0356198
16,50,368,0,0.0267783
16,50,369,0,0.0117532
16,50,370,0,0.0120746
16,50,371,0,0.0193612
16,50,372,0,0.0375172
16,50,373,0,0.012039
16,50,374,0,0.0119083
16,50,375,0,0.0143519
16,50,376,0,0.0257586
16,50,377,0,0.011895
16,50,378,0,0.0359211
16,50,379,10,0.000284998
16,50,380,4,0.000309074
16,50,381,0,0.0285617
16,50,382,0,0.0312034
16,50,383,0,0.0240398
16,50,384,1,5.94293
16,50,385,0,0.0117732
16,50,386,0,0.0142477
16,50,387,0,0.0121929
16,50,388,0,0.0117473
16,50,389,0,0.0118804
16,50,390,0,0.0140317
16,50,391,0,0.0119651
16,50,392,0,0.0119784
16,50,393,0,0.0188639
16,50,394,0,0.0364945
16,50,395,0,0.0145908
16,50,396,0,0.0119844
16,50,397,0,0.0164637
16,50,398,0,0.011885
16,50,399,0,0.0196274
16,50,400,0,0.0190843
16,51,1,0,0.0373108
16,51,2,0,0.0250711
16,51,3,0,0.0179749
16,51,4,0,0.012129
16,51,5,0,0.0171995
16,51,6,0,0.0367196
16,51,7,0,0.0222138
16,51,8,0,0.0122778
16,51,9,0,0.0215802
16,51,10,0,0.0173077
16,51,11,0,0.0168104
16,51,12,0,0.0142626
16,51,13,0,0.0119845
16,51,14,0,0.0169534
16,51,15,0,0.0118216
16,51,16,0,0.0369485
16,51,17,0,0.0169856
16,51,18,0,0.0168078
16,51,19,0,0.0287129
16,51,20,0,0.0195784
16,51,21,0,0.0147418
16,51,22,0,0.0198963
16,51,23,0,0.012306
16,51,24,0,0.0119937
16,51,25,0,0.0169251
16,51,26,0,0.0118111
16,51,27,0,0.0120946
16,51,28,0,0.0176057
16,51,29,0,0.0148361
16,51,30,0,0.0141962
16,51,31,0,0.0359728
16,51,32,0,0.0120159
16,51,33,0,0.0119994
16,51,34,0,0.0220694
16,51,35,0,0.0166688
16,51,36,0,0.0122968
16,51,37,0,0.017272
16,51,38,0,0.036987
16,51,39,0,0.0172815
16,51,40,0,0.011954
16,51,41,0,0.0148837
16,51,42,0,0.0221421
16,51,43,0,0.0375168
16,51,44,0,0.0125152
16,51,45,0,0.0120269
16,51,46,0,0.0121751
16,51,47,0,0.0123369
16,51,48,0,0.0123539
16,51,49,0,0.0120579
16,51,50,0,0.0275631
16,51,51,0,0.0122928
16,51,52,0,0.038763
16,51,53,0,0.0351922
16,51,54,0,0.0122192
16,51,55,0,0.0122352
16,51,56,0,0.0123185
16,51,57,0,0.0144778
16,51,58,0,0.0119604
16,51,59,0,0.0120531
16,51,60,0,0.038198
16,51,61,0,0.0122653
16,51,62,0,0.0144493
16,51,63,0,0.0120492
16,51,64,0,0.0118821
16,51,65,0,0.0297983
16,51,66,0,0.0118487
16,51,67,0,0.0172296
16,51,68,0,0.0118708
16,51,69,0,0.0428704
16,51,70,0,0.0145619
16,51,71,0,0.0216473
16,51,72,0,0.0370249
16,51,73,0,0.0172593
16,51,74,1,6.86698
16,51,75,0,0.0128417
16,51,76,0,0.0122955
16,51,77,0,0.0169874
16,51,78,0,0.0135852
16,51,79,0,0.0364119
16,51,80,0,0.01197
16,51,81,0,0.0191328
16,51,82,0,0.0168474
16,51,83,0,0.0273814
16,51,84,0,0.0195139
16,51,85,0,0.0116271
16,51,86,0,0.021794
16,51,87,0,0.0111515
16,51,88,0,0.0211794
16,51,89,0,0.0117212
16,51,90,0,0.0118737
16,51,91,0,0.0166364
16,51,92,0,0.0242661
16,51,93,0,0.0113748
16,51,94,0,0.0119138
16,51,95,0,0.0144351
16,51,96,1,6.72541
16,51,97,0,0.0195793
16,51,98,0,0.0145673
16,51,99,0,0.0269625
16,51,100,0,0.0315486
16,51,101,0,0.0123477
16,51,102,0,0.0148236
16,51,103,0,0.0171964
16,51,104,0,0.0118833
16,51,105,0,0.0171162
16,51,106,0,0.0124907
16,51,107,0,0.0243129
16,51,108,0,0.0147918
16,51,109,0,0.0223045
16,51,110,0,0.0315662
16,51,111,0,0.0122585
16,51,112,0,0.0269035
16,51,113,0,0.0123925
16,51,114,0,0.0122144
16,51,115,0,0.0343934
16,51,116,0,0.0146306
16,51,117,0,0.0222805
16,51,118,0,0.0200068
16,51,119,0,0.0168613
16,51,120,0,0.0141411
16,51,121,0,0.0264935
16,51,122,0,0.015153
16,51,123,0,0.014387
16,51,124,0,0.0145031
16,51,125,0,0.0227455
16,51,126,0,0.0123097
16,51,127,0,0.0119471
16,51,128,0,0.0119652
16,51,129,0,0.0268566
16,51,130,0,0.0143983
16,51,131,0,0.0270228
16,51,132,0,0.0143378
16,51,133,0,0.0366149
16,51,134,0,0.0124259
16,51,135,0,0.0120888
16,51,136,0,0.0171307
16,51,137,1,6.89114
16,51,138,0,0.026514
16,51,139,0,0.0145484
16,51,140,0,0.0121689
16,51,141,0,0.0116184
16,51,142,0,0.000545571
16,51,143,0,0.0120266
16,51,144,0,0.0119332
16,51,145,0,0.0276893
16,51,146,0,0.0374285
16,51,147,0,0.0118933
16,51,148,0,0.0114586
16,51,149,0,0.0166387
16,51,150,0,0.0224937
16,51,151,0,0.0226247
16,51,152,0,0.0142521
16,51,153,0,0.0147808
16,51,154,0,0.014237
16,51,155,0,0.0123803
16,51,156,0,0.0255864
16,51,157,0,0.0116473
16,51,158,0,0.0168446
16,51,159,0,0.0117935
16,51,160,0,0.0114498
16,51,161,0,0.0113842
16,51,162,0,0.0124918
16,51,163,0,0.0140176
16,51,164,0,0.0262377
16,51,165,0,0.0141639
16,51,166,0,0.0217209
16,51,167,0,0.0144492
16,51,168,0,0.012413
16,51,169,0,0.0121135
16,51,170,6,0.00030173
16,51,171,0,0.0370084
16,51,172,2,0.000342738
16,51,173,0,0.0122122
16,51,174,0,0.0150731
16,51,175,0,0.0191994
16,51,176,0,0.024978
16,51,177,0,0.0252619
16,51,178,0,0.0196449
16,51,179,0,0.0177653
16,51,180,0,0.0373794
16,51,181,0,0.0164766
16,51,182,0,0.0116192
16,51,183,0,0.0120987
16,51,184,0,0.0122128
16,51,185,0,0.0365558
16,51,186,0,0.0342474
16,51,187,0,0.0164774
16,51,188,0,0.0147549
16,51,189,0,0.0366992
16,51,190,0,0.0238661
16,51,191,0,0.0244754
16,51,192,0,0.021236
16,51,193,0,0.0145207
16,51,194,0,0.0119146
16,51,195,0,0.0142279
16,51,196,0,0.014884
16,51,197,0,0.0124868
16,51,198,0,0.0368633
16,51,199,0,0.0192357
16,51,200,0,0.0269068
16,51,201,0,0.0170755
16,51,202,0,0.0223257
16,51,203,0,0.0247996
16,51,204,0,0.0166795
16,51,205,0,0.0191376
16,51,206,0,0.0181308
