N,M,id,E,sweeps
16,130,87,0,2
16,130,88,0,922
16,130,89,0,49
16,130,90,0,36
16,130,91,0,1
16,130,92,0,8
16,130,93,0,2
16,130,94,0,157
16,130,95,0,3
16,130,96,0,68
16,130,97,0,2
16,130,98,0,122
16,130,99,0,3
16,130,100,0,7
16,130,101,0,4
16,130,102,0,4
16,130,103,0,61
16,130,104,0,4
16,130,105,0,8
16,130,106,0,4
16,130,107,0,34
16,130,108,0,122
16,130,109,0,305
16,130,110,0,2
16,130,111,0,140
16,130,112,0,173
16,130,113,0,112
16,130,114,0,2
16,130,115,0,651
16,130,116,0,3
16,130,117,1,16000
16,130,118,0,2
16,130,119,0,24
16,130,120,0,3
16,130,121,0,3
16,130,122,0,2
16,130,123,0,68
16,130,124,0,18
16,130,125,0,5
16,130,126,0,479
16,130,127,0,3
16,130,128,0,2
16,130,129,0,6
16,130,130,0,10
16,130,131,0,3
16,130,132,0,18
16,130,133,0,2
16,130,134,0,83
16,130,135,0,169
16,130,136,0,4
16,130,137,0,38
16,130,138,0,7
16,130,139,0,21
16,130,140,0,3
16,130,141,0,7
16,130,142,0,468
16,130,143,0,3
16,130,144,0,13
16,130,145,0,2
16,130,146,1,16000
16,130,147,0,47
16,130,148,0,3
16,130,149,0,3
16,130,150,0,166
16,130,151,0,6
16,130,152,0,2
16,130,153,0,2
16,130,154,0,32
16,130,155,0,4
16,130,156,0,761
16,130,157,0,89
16,130,158,0,2
16,130,159,0,570
16,130,160,0,3
16,130,161,0,4
16,130,162,0,31
16,130,163,0,2
16,130,164,0,1
16,130,165,0,2
16,130,166,0,444
16,130,167,0,2
16,130,168,0,25
16,130,169,0,52
16,130,170,0,2
16,130,171,0,12
16,130,172,0,3
16,130,173,0,225
16,130,174,0,4
16,130,175,0,237
16,130,176,0,2
16,130,177,0,4
16,130,178,0,1
16,130,179,0,3
16,130,180,0,2
16,130,181,1,16000
16,130,182,0,23
16,130,183,0,1
16,130,184,0,2
16,130,185,0,2
16,130,186,0,27
16,130,187,0,191
16,130,188,0,78
16,130,189,1,16000
16,130,190,0,1
16,130,191,0,5
16,130,192,0,115
16,130,193,0,57
16,130,194,0,1
16,130,195,0,3
16,130,196,0,48
16,130,197,0,3
16,130,198,0,6
16,130,199,0,5
16,130,200,0,2
16,131,1,0,117
16,131,2,0,4
16,131,3,0,747
16,131,4,0,2
16,131,5,0,51
16,131,6,0,4
16,131,7,0,2
16,131,8,0,3
16,131,9,0,13
16,131,10,0,1
16,131,11,0,625
16,131,12,0,6
16,131,13,0,1090
16,131,14,0,3
16,131,15,0,9
16,131,16,0,1083
16,131,17,0,6
16,131,18,0,10
16,131,19,0,4
16,131,20,0,1
16,131,21,0,4
16,131,22,0,5
16,131,23,0,822
16,131,24,0,5
16,131,25,0,2
16,131,26,0,30
16,131,27,0,167
16,131,28,0,3
16,131,29,0,10
16,131,30,0,2
16,131,31,0,4
16,131,32,0,119
16,131,33,0,3
16,131,34,0,4
16,131,35,0,2
16,131,36,0,6
16,131,37,0,4
16,131,38,0,3
16,131,39,0,171
16,131,40,0,66
16,131,41,0,5
16,131,42,0,4
16,131,43,0,106
16,131,44,0,2
16,131,45,0,236
16,131,46,0,3
16,131,47,0,955
16,131,48,0,31
16,131,49,0,62
16,131,50,0,5
16,131,51,0,3
16,131,52,0,7
16,131,53,0,1
16,131,54,0,7
16,131,55,0,2
16,131,56,0,2
16,131,57,0,16
16,131,58,0,3
16,131,59,0,135
16,131,60,1,16000
16,131,61,0,4
16,131,62,0,3
16,131,63,0,4
16,131,64,1,16000
16,131,65,0,6
16,131,66,0,2
16,131,67,0,24
16,131,68,0,9
16,131,69,1,16000
16,131,70,0,3
16,131,71,0,247
16,131,72,0,51
16,131,73,0,2
16,131,74,0,1
16,131,75,0,5
16,131,76,0,85
16,131,77,0,86
16,131,78,0,5
16,131,79,0,64
16,131,80,0,78
16,131,81,0,81
16,131,82,0,14
16,131,83,0,8
16,131,84,0,4
16,131,85,0,5
16,131,86,0,3
16,131,87,1,16000
16,131,88,0,8
16,131,89,0,8
16,131,90,0,5
16,131,91,0,2
16,131,92,0,5
16,131,93,0,5566
16,131,94,0,8
16,131,95,0,2
16,131,96,0,519
16,131,97,0,2
16,131,98,0,1
16,131,99,0,2
16,131,100,0,5
16,131,101,0,2
16,131,102,0,3
16,131,103,0,2
16,131,104,0,2
16,131,105,0,215
16,131,106,0,9
16,131,107,0,26
16,131,108,0,19
16,131,109,0,4
16,131,110,0,39
16,131,111,0,139
16,131,112,0,58
16,131,113,0,3
16,131,114,0,3
16,131,115,1,16000
16,131,116,0,31
16,131,117,0,194
16,131,118,0,15
16,131,119,0,20
16,131,120,0,8
16,131,121,0,431
16,131,122,0,2
16,131,123,0,2
16,131,124,0,1
16,131,125,0,39
16,131,126,0,12
16,131,127,0,3
16,131,128,0,68
16,131,129,0,433
16,131,130,0,4
16,131,131,0,4
16,131,132,0,227
16,131,133,0,6
16,131,134,0,377
16,131,135,0,2
16,131,136,0,8
16,131,137,0,1
16,131,138,0,806
16,131,139,1,16000
16,131,140,0,1
16,131,141,0,3
16,131,142,0,3
16,131,143,0,3
16,131,144,0,401
16,131,145,0,3
16,131,146,0,9
16,131,147,0,63
16,131,148,0,49
16,131,149,0,5
16,131,150,0,2
16,131,151,0,1035
16,131,152,0,108
16,131,153,0,75
16,131,154,0,3
16,131,155,0,25
16,131,156,0,116
16,131,157,0,2
16,131,158,0,14
16,131,159,0,2
16,131,160,0,1
16,131,161,0,29
16,131,162,0,389
16,131,163,0,2
16,131,164,0,2
16,131,165,0,1
16,131,166,0,279
16,131,167,0,2
16,131,168,0,20
16,131,169,0,12
16,131,170,1,16000
16,131,171,0,2
16,131,172,0,2
16,131,173,0,100
16,131,174,0,1
16,131,175,0,7
16,131,176,0,3
16,131,177,0,1
16,131,178,0,286
16,131,179,0,2
16,131,180,0,6
16,131,181,0,56
16,131,182,0,235
16,131,183,0,16
16,131,184,0,2
16,131,185,0,3
16,131,186,0,2
16,131,187,0,338
16,131,188,0,1
16,131,189,0,4
16,131,190,0,2
16,131,191,0,402
16,131,192,0,1718
16,131,193,0,3
16,131,194,0,1
16,131,195,0,2
16,131,196,0,9
16,131,197,0,14
16,131,198,0,16
16,131,199,0,3
16,131,200,0,11
16,133,1,0,3
16,133,2,0,2
16,133,3,0,2
16,133,4,0,62
16,133,5,0,9
16,133,6,0,11
16,133,7,0,5
16,133,8,0,310
16,133,9,0,13
16,133,10,0,187
16,133,11,0,151
16,133,12,0,399
16,133,13,0,5
16,133,14,0,137
16,133,15,0,2
16,133,16,0,24
16,133,17,0,1
16,133,18,0,14
16,133,19,0,2822
16,133,20,0,4
16,133,21,1,16000
16,133,22,0,1
16,133,23,0,22
16,133,24,0,67
16,133,25,0,4
16,133,26,1,16000
16,133,27,0,3
16,133,28,0,2
16,133,29,1,16000
16,133,30,0,2
16,133,31,0,265
16,133,32,0,3
16,133,33,0,3
16,133,34,0,2
16,133,35,0,369
16,133,36,0,4
16,133,37,0,2
16,133,38,0,5
16,133,39,0,3
16,133,40,0,27
16,133,41,0,3
16,133,42,0,58
16,133,43,0,4
16,133,44,0,1
16,133,45,0,11
16,133,46,0,1062
16,133,47,0,30
16,133,48,0,4
16,133,49,1,16000
16,133,50,0,3
16,133,51,0,2
16,133,52,0,5
16,133,53,1,16000
16,133,54,0,1
16,133,55,0,2183
16,133,56,0,2
16,133,57,0,205
16,133,58,0,2
16,133,59,0,1251
16,133,60,0,3
16,133,61,0,190
16,133,62,1,16000
16,133,63,0,7
16,133,64,0,147
16,133,65,0,3
16,133,66,0,20
16,133,67,0,3
16,133,68,0,274
16,133,69,0,1498
16,133,70,0,2
16,133,71,0,237
16,133,72,0,50
16,133,73,0,2
16,133,74,0,9
16,133,75,0,49
16,133,76,0,2
16,133,77,0,77
16,133,78,0,103
16,133,79,0,4
16,133,80,0,1
16,133,81,0,4
16,133,82,0,3
16,133,83,0,3
16,133,84,0,6
16,133,85,0,51
16,133,86,0,2
16,133,87,0,10
16,133,88,0,11
16,133,89,0,16
16,133,90,0,2
16,133,91,0,3
16,133,92,0,2
16,133,93,0,61
16,133,94,0,9
16,133,95,0,5
16,133,96,0,215
16,133,97,0,2
16,133,98,0,70
16,133,99,0,223
16,133,100,0,19
16,133,101,0,67
16,133,102,0,3
16,133,103,0,89
16,133,104,0,2
16,133,105,0,6
16,133,106,0,124
16,133,107,0,4
16,133,108,0,113
16,133,109,0,4
16,133,110,1,16000
16,133,111,0,1
16,133,112,0,2
16,133,113,0,94
16,133,114,1,16000
16,133,115,0,259
16,133,116,0,2274
16,133,117,0,1
16,133,118,0,3
16,133,119,0,3
16,133,120,0,5
16,133,121,0,6
16,133,122,0,2
16,133,123,0,31
16,133,124,0,8
16,133,125,0,59
16,133,126,0,92
16,133,127,0,2
16,133,128,0,1
16,133,129,0,91
16,133,130,0,3
16,133,131,0,53
16,133,132,0,3
16,133,133,0,3
16,133,134,0,1
16,133,135,0,4
16,133,136,0,4
16,133,137,0,151
16,133,138,0,208
16,133,139,0,2
16,133,140,0,64
16,133,141,0,4
16,133,142,0,3
16,133,143,0,13
16,133,144,0,5
16,133,145,0,4
16,133,146,0,49
16,133,147,1,16000
16,133,148,0,2
16,133,149,0,17
16,133,150,0,4
16,133,151,0,307
16,133,152,0,53
16,133,153,1,16000
16,133,154,0,3
16,133,155,0,2
16,133,156,0,4
16,133,157,0,1
16,133,158,0,4
16,133,159,0,93
16,133,160,0,662
16,133,161,0,13
16,133,162,0,2
16,133,163,0,985
16,133,164,0,33
16,133,165,0,105
16,133,166,0,9
16,133,167,0,10
16,133,168,1,16000
16,133,169,0,39
16,133,170,0,162
16,133,171,0,120
16,133,172,0,2
16,133,173,0,1
16,133,174,0,8
16,133,175,0,56
16,133,176,0,188
16,133,177,0,2
16,133,178,0,5
16,133,179,0,3
16,133,180,0,4
16,133,181,0,3
16,133,182,0,230
16,133,183,0,5
16,133,184,0,4
16,133,185,0,397
16,133,186,0,3
16,133,187,0,4
16,133,188,0,5
16,133,189,0,30
16,133,190,0,4
16,133,191,0,5
16,133,192,0,16
16,133,193,1,16000
16,133,194,0,4
16,133,195,0,6
16,133,196,0,61
16,133,197,0,116
16,133,198,0,3
16,133,199,0,4
16,133,200,0,101
16,134,1,0,2
16,134,2,1,16000
16,134,3,0,26
16,134,4,0,13
16,134,5,0,3
16,134,6,0,2
16,134,7,0,924
16,134,8,0,3
16,134,9,0,390
16,134,10,0,2
16,134,11,0,2
16,134,12,0,4
16,134,13,0,271
16,134,14,0,42
16,134,15,0,5
16,134,16,0,2
16,134,17,0,5
16,134,18,0,11
16,134,19,0,8
16,134,20,1,16000
16,134,21,0,11
16,134,22,0,4
16,134,23,0,31
16,134,24,0,77
16,134,25,0,22
16,134,26,0,3413
16,134,27,0,2
16,134,28,0,3
16,134,29,0,63
16,134,30,0,55
16,134,31,0,1
16,134,32,0,51
16,134,33,0,2
16,134,34,0,189
16,134,35,0,12
16,134,36,1,16000
16,134,37,0,8
16,134,38,0,3
16,134,39,0,2
16,134,40,0,2
16,134,41,0,2691
16,134,42,0,4
16,134,43,0,2
16,134,44,0,4
16,134,45,1,16000
16,134,46,0,1
16,134,47,0,3
16,134,48,0,638
16,134,49,0,4
16,134,50,0,4
16,134,51,0,5
16,134,52,0,97
16,134,53,0,32
16,134,54,0,13
16,134,55,0,5
16,134,56,0,1
16,134,57,0,38
16,134,58,0,65
16,134,59,0,388
16,134,60,0,12
16,134,61,0,40
16,134,62,0,5
16,134,63,0,6
16,134,64,0,1433
16,134,65,0,3
16,134,66,0,2
16,134,67,0,1
16,134,68,0,147
16,134,69,0,34
16,134,70,0,16
16,134,71,0,2
16,134,72,0,2
16,134,73,0,503
16,134,74,0,13
16,134,75,0,5
16,134,76,0,113
16,134,77,0,3
16,134,78,0,1
16,134,79,1,16000
16,134,80,0,3004
16,134,81,0,29
16,134,82,0,120
16,134,83,0,89
16,134,84,0,3
16,134,85,0,3
16,134,86,0,2
16,134,87,0,12
16,134,88,0,13
16,134,89,0,1
16,134,90,0,5
16,134,91,0,1864
16,134,92,0,2
16,134,93,0,6
16,134,94,0,21
16,134,95,0,756
16,134,96,0,6
16,134,97,0,2
16,134,98,0,8
16,134,99,0,3
16,134,100,0,57
16,134,101,0,2
16,134,102,0,4
16,134,103,0,2
16,134,104,0,4
16,134,105,0,1
16,134,106,0,250
16,134,107,0,174
16,134,108,0,9
16,134,109,0,3
16,134,110,0,7
16,134,111,0,20
16,134,112,0,67
16,134,113,0,3
16,134,114,0,5
16,134,115,0,1
16,134,116,1,16000
16,134,117,0,60
16,134,118,0,5
16,134,119,0,779
16,134,120,0,36
16,134,121,0,9
16,134,122,0,3
16,134,123,0,165
16,134,124,0,6
16,134,125,0,21
16,134,126,0,180
16,134,127,0,4
16,134,128,0,231
16,134,129,0,30
16,134,130,0,4
16,134,131,0,5
16,134,132,0,876
16,134,133,0,5
16,134,134,0,4
16,134,135,0,3305
16,134,136,0,3
16,134,137,0,5
16,134,138,0,5
16,134,139,0,2
16,134,140,0,15
16,134,141,0,177
16,134,142,0,2
16,134,143,0,95
16,134,144,0,23
16,134,145,0,3
16,134,146,0,2
16,134,147,1,16000
16,134,148,0,4
16,134,149,0,3
16,134,150,1,16000
16,134,151,0,455
16,134,152,0,16
16,134,153,0,3
16,134,154,0,5
16,134,155,0,1
16,134,156,0,8
16,134,157,0,2
16,134,158,0,57
16,134,159,0,3
16,134,160,0,4
16,134,161,0,5
16,134,162,0,2
16,134,163,0,2
16,134,164,0,13
16,134,165,0,3
16,134,166,0,2
16,134,167,0,2
16,134,168,0,1
16,134,169,0,19
16,134,170,0,4
16,134,171,0,3
16,134,172,0,6
16,134,173,0,3
16,134,174,0,2
16,134,175,0,2179
16,134,176,0,427
16,134,177,0,1
16,134,178,0,64
16,134,179,1,16000
16,134,180,0,5
16,134,181,0,3
16,134,182,0,457
16,134,183,0,559
16,134,184,0,2
16,134,185,0,2
16,134,186,0,2
16,134,187,0,2
16,134,188,0,2
16,134,189,0,13
16,134,190,1,16000
16,134,191,0,8
16,134,192,0,6
16,134,193,0,99
16,134,194,0,3
16,134,195,0,15
16,134,196,0,2
16,134,197,0,1
16,134,198,0,3
16,134,199,0,3
16,134,200,0,94
16,136,1,0,21
16,136,2,0,7
16,136,3,0,991
16,136,4,0,50
16,136,5,0,3
16,136,6,0,451
16,136,7,0,120
16,136,8,0,47
16,136,9,0,5
16,136,10,0,1
16,136,11,0,264
16,136,12,0,5
16,136,13,0,160
16,136,14,0,5
16,136,15,0,7
16,136,16,0,985
16,136,17,0,8
16,136,18,0,2
16,136,19,1,16000
16,136,20,0,4
16,136,21,0,3
16,136,22,0,174
16,136,23,0,17
16,136,24,0,3
16,136,25,0,6
16,136,26,0,57
16,136,27,0,1
16,136,28,0,2088
16,136,29,0,2252
16,136,30,0,3
16,136,31,0,4
16,136,32,0,101
16,136,33,0,42
16,136,34,1,16000
16,136,35,0,18
16,136,36,0,5
16,136,37,0,196
16,136,38,0,328
16,136,39,0,8
16,136,40,0,136
16,136,41,0,6
16,136,42,0,1
16,136,43,0,9
16,136,44,0,314
16,136,45,1,16000
16,136,46,0,4
16,136,47,0,41
16,136,48,1,16000
16,136,49,0,3
16,136,50,0,5
16,136,51,0,9
16,136,52,0,137
16,136,53,0,5
16,136,54,0,5798
16,136,55,0,13
16,136,56,0,1
16,136,57,0,45
16,136,58,0,2
16,136,59,0,7
16,136,60,0,42
16,136,61,0,2
16,136,62,0,936
16,136,63,0,2
16,136,64,0,5
16,136,65,0,226
16,136,66,0,5
16,136,67,0,18
16,136,68,0,10
16,136,69,1,16000
16,136,70,0,2
16,136,71,0,387
16,136,72,0,431
16,136,73,0,722
16,136,74,0,324
16,136,75,1,16000
16,136,76,0,2
16,136,77,0,226
16,136,78,0,67
16,136,79,0,2
16,136,80,0,136
16,136,81,0,279
16,136,82,0,418
16,136,83,1,16000
16,136,84,0,5
16,136,85,0,2
16,136,86,0,170
16,136,87,0,2
16,136,88,0,3
16,136,89,0,2
16,136,90,0,276
16,136,91,0,773
16,136,92,0,1017
16,136,93,0,18
16,136,94,0,2016
16,136,95,0,6
16,136,96,0,8
16,136,97,0,497
16,136,98,0,3
16,136,99,0,4
16,136,100,0,4721
16,136,101,0,53
16,136,102,0,12
16,136,103,1,16000
16,136,104,0,2
16,136,105,0,1005
16,136,106,0,233
16,136,107,1,16000
16,136,108,0,115
16,136,109,0,6
16,136,110,0,13
16,136,111,0,1272
16,136,112,0,198
16,136,113,0,2942
16,136,114,0,13
16,136,115,0,11
16,136,116,0,3
16,136,117,0,23
16,136,118,0,14
16,136,119,0,115
16,136,120,0,95
16,136,121,0,19
16,136,122,0,155
16,136,123,0,3
16,136,124,0,168
16,136,125,0,2
16,136,126,0,8
16,136,127,0,166
16,136,128,0,909
16,136,129,0,3
16,136,130,0,2
16,136,131,0,1167
16,136,132,0,7
16,136,133,0,2
16,136,134,0,307
16,136,135,0,1
16,136,136,1,16000
16,136,137,0,1
16,136,138,0,135
16,136,139,0,1
16,136,140,0,3
16,136,141,1,16000
16,136,142,1,16000
16,136,143,1,16000
16,136,144,0,50
16,136,145,0,3
16,136,146,0,7
16,136,147,0,3
16,136,148,1,16000
16,136,149,0,462
16,136,150,0,11
16,136,151,0,2
16,136,152,0,5
16,136,153,0,275
16,136,154,0,2
16,136,155,0,1
16,136,156,0,3
16,136,157,0,32
16,136,158,0,1066
16,136,159,0,124
16,136,160,0,554
16,136,161,0,498
16,136,162,1,16000
16,136,163,0,2
16,136,164,0,3
16,136,165,0,3
16,136,166,0,152
16,136,167,0,1790
16,136,168,0,2
16,136,169,0,662
16,136,170,1,16000
16,136,171,0,6
16,136,172,0,3
16,136,173,0,4
16,136,174,1,16000
16,136,175,0,5
16,136,176,1,16000
16,136,177,0,4
16,136,178,0,485
16,136,179,1,16000
16,136,180,0,63
16,136,181,0,494
16,136,182,0,3
16,136,183,0,584
16,136,184,0,10
16,136,185,0,13
16,136,186,0,5
16,136,187,0,920
16,136,188,0,3
16,136,189,0,47
16,136,190,0,9
16,136,191,0,1
16,136,192,0,906
16,136,193,0,84
16,136,194,0,5
16,136,195,0,5
16,136,196,0,2
16,136,197,0,4
16,136,198,0,5
16,136,199,0,110
16,136,200,0,2
16,138,1,0,107
16,138,2,0,14
16,138,3,0,17
16,138,4,0,66
16,138,5,0,624
16,138,6,0,3
16,138,7,1,16000
16,138,8,0,21
16,138,9,0,3
16,138,10,0,322
16,138,11,0,150
16,138,12,0,4
16,138,13,0,1
16,138,14,0,3
16,138,15,0,86
16,138,16,0,103
16,138,17,0,3
16,138,18,0,3
16,138,19,0,389
16,138,20,0,34
16,138,21,0,3
16,138,22,0,3830
16,138,23,0,6
16,138,24,0,54
16,138,25,0,3
16,138,26,0,3
16,138,27,0,2
16,138,28,0,5
16,138,29,0,3
16,138,30,0,3
16,138,31,0,4
16,138,32,1,16000
16,138,33,0,3
16,138,34,0,6
16,138,35,1,16000
16,138,36,0,4
16,138,37,0,684
16,138,38,1,16000
16,138,39,0,243
16,138,40,0,6
16,138,41,1,16000
16,138,42,0,10
16,138,43,0,300
16,138,44,0,90
16,138,45,0,4
16,138,46,0,2
16,138,47,0,3
16,138,48,0,156
16,138,49,0,3
16,138,50,0,4
16,138,51,0,3
16,138,52,0,1
16,138,53,0,449
16,138,54,0,4064
16,138,55,0,2
16,138,56,0,5
16,138,57,0,1
16,138,58,0,1
16,138,59,0,1
16,138,60,0,311
16,138,61,0,2346
16,138,62,0,3
16,138,63,0,22
16,138,64,0,5
16,138,65,0,111
16,138,66,0,4
16,138,67,0,7
16,138,68,0,1285
16,138,69,0,27
16,138,70,0,6
16,138,71,0,8
16,138,72,0,29
16,138,73,0,6
16,138,74,0,1
16,138,75,0,399
16,138,76,0,129
16,138,77,0,24
16,138,78,1,16000
16,138,79,0,13
16,138,80,0,87
16,138,81,0,1311
16,138,82,0,3
16,138,83,0,4
16,138,84,0,45
16,138,85,0,3
16,138,86,0,2
16,138,87,0,2
16,138,88,0,4
16,138,89,0,5
16,138,90,0,139
16,138,91,0,3
16,138,92,0,2
16,138,93,0,141
16,138,94,0,1800
16,138,95,0,4
16,138,96,0,10
16,138,97,0,5
16,138,98,1,16000
16,138,99,0,3
16,138,100,0,5
16,138,101,0,1
16,138,102,0,50
16,138,103,0,4
16,138,104,0,3
16,138,105,0,48
16,138,106,1,16000
16,138,107,0,722
16,138,108,0,854
16,138,109,0,3
16,138,110,0,709
16,138,111,0,1
16,138,112,0,408
16,138,113,1,16000
16,138,114,0,48
16,138,115,0,4
16,138,116,0,4
16,138,117,0,3518
16,138,118,0,2
16,138,119,0,2
16,138,120,0,1923
16,138,121,0,1
16,138,122,0,2
16,138,123,0,3
16,138,124,0,951
16,138,125,0,2
16,138,126,0,4
16,138,127,0,3
16,138,128,0,3
16,138,129,0,3
16,138,130,0,115
16,138,131,0,329
16,138,132,0,113
16,138,133,0,341
16,138,134,0,16
16,138,135,0,23
16,138,136,0,379
16,138,137,0,4
16,138,138,0,4
16,138,139,0,774
16,138,140,0,5
16,138,141,0,2
16,138,142,0,8
16,138,143,0,104
16,138,144,0,4
16,138,145,0,2
16,138,146,0,11
16,138,147,0,353
16,138,148,0,8
16,138,149,0,6
16,138,150,0,107
16,138,151,0,1
16,138,152,0,4
16,138,153,0,686
16,138,154,0,100
16,138,155,0,6
16,138,156,1,16000
16,138,157,0,5
16,138,158,0,2
16,138,159,0,383
16,138,160,0,28
16,138,161,0,4
16,138,162,0,5
16,138,163,0,1486
16,138,164,0,5
16,138,165,0,2
16,138,166,1,16000
16,138,167,0,3
16,138,168,0,232
16,138,169,0,5
16,138,170,0,6
16,138,171,0,316
16,138,172,0,136
16,138,173,0,3
16,138,174,0,2
16,138,175,1,16000
16,138,176,1,16000
16,138,177,0,172
16,138,178,0,3
16,138,179,0,417
16,138,180,0,2
16,138,181,0,1
16,138,182,0,18
16,138,183,0,73
16,138,184,0,2
16,138,185,0,447
