N,M,id,E,Time[s]
16,128,87,0,0.0121232
16,128,88,0,0.0182512
16,128,89,7,0.00295342
16,128,90,0,0.0177277
16,128,91,2,0.00200678
16,128,92,0,0.0438009
16,128,93,0,0.0342186
16,128,94,0,0.0251619
16,128,95,0,0.0124274
16,128,96,0,0.0342954
16,128,97,0,0.0242761
16,128,98,0,0.0179603
16,128,99,0,0.00225366
16,128,100,0,0.0236192
16,128,101,0,0.025818
16,128,102,4,0.00330508
16,128,103,0,0.0235035
16,128,104,0,0.0346231
16,128,105,0,0.0173758
16,128,106,0,0.0170311
16,128,107,0,0.0206154
16,128,108,0,0.0232858
16,128,109,0,0.0274283
16,128,110,0,0.017634
16,128,111,0,0.0143139
16,128,112,0,0.0111834
16,128,113,8,0.00282724
16,128,114,0,0.0229212
16,128,115,0,0.0245992
16,128,116,0,0.039434
16,128,117,0,0.0207357
16,128,118,0,0.033511
16,128,119,9,0.00226875
16,128,120,0,0.0112976
16,128,121,0,0.0421405
16,128,122,0,0.014285
16,128,123,0,0.0146667
16,128,124,0,0.0390179
16,128,125,0,0.0174843
16,128,126,0,0.0145959
16,128,127,0,0.0263895
16,128,128,0,0.000907294
16,128,129,0,0.00501794
16,128,130,0,0.0139192
16,128,131,0,0.0114999
16,128,132,0,0.0395852
16,128,133,6,0.00409928
16,128,134,0,0.0201458
16,128,135,16,0.00111726
16,128,136,0,0.0115171
16,128,137,0,0.0382984
16,128,138,0,0.0260367
16,128,139,0,0.0142647
16,128,140,0,0.0421944
16,128,141,0,0.01146
16,128,142,2,0.00261972
16,128,143,1,0.00278973
16,128,144,0,0.0142113
16,128,145,2,0.00259635
16,128,146,0,0.00447341
16,128,147,0,0.0203456
16,128,148,0,0.0175302
16,128,149,0,0.0142604
16,128,150,0,0.0227539
16,128,151,4,0.00528792
16,128,152,0,0.0339144
16,128,153,0,0.0113406
16,128,154,0,0.0113393
16,128,155,1,17.947
16,128,156,1,8.98569
16,128,157,0,0.0338948
16,128,158,6,0.00270185
16,128,159,0,0.0408888
16,128,160,2,0.00397328
16,128,161,1,0.00130682
16,128,162,0,0.0413789
16,128,163,0,0.0302488
16,128,164,0,0.0430813
16,128,165,0,0.00143805
16,128,166,0,0.0311538
16,128,167,1,0.00110918
16,128,168,0,0.0294715
16,128,169,0,0.0410705
16,128,170,0,0.0010232
16,128,171,0,0.0216575
16,128,172,0,0.0153105
16,128,173,6,0.00502184
16,128,174,0,0.021383
16,128,175,0,0.0414696
16,128,176,1,15.4912
16,128,177,0,0.0125296
16,128,178,0,0.0211138
16,128,179,6,0.00436436
16,128,180,1,0.000907866
16,128,181,0,0.0468861
16,128,182,0,0.0120546
16,128,183,0,0.0221413
16,128,184,1,6.34833
16,128,185,0,0.0296995
16,128,186,0,0.0208656
16,128,187,2,0.00163651
16,128,188,0,0.0243658
16,128,189,13,0.00132888
16,128,190,0,0.0211134
16,128,191,0,0.0432854
16,128,192,0,0.0119255
16,128,193,0,0.0251484
16,128,194,0,0.0284266
16,128,195,0,0.0423948
16,128,196,0,0.0178731
16,128,197,0,0.0209891
16,128,198,0,0.0232045
16,128,199,3,0.0008995
16,128,200,0,0.0404513
16,130,1,0,0.0414213
16,130,2,0,0.0119823
16,130,3,0,0.0234905
16,130,4,0,0.0121246
16,130,5,0,0.0360992
16,130,6,0,0.0336635
16,130,7,0,0.0295066
16,130,8,0,0.0265159
16,130,9,0,0.0187259
16,130,10,0,0.0157598
16,130,11,3,0.000927623
16,130,12,0,0.0405769
16,130,13,2,0.00242204
16,130,14,0,0.0184478
16,130,15,4,0.000881926
16,130,16,0,0.0269797
16,130,17,6,0.00275091
16,130,18,0,0.0439447
16,130,19,0,0.043548
16,130,20,7,0.00183928
16,130,21,0,0.0292588
16,130,22,1,0.00157298
16,130,23,0,0.02445
16,130,24,0,0.0256936
16,130,25,3,0.00107993
16,130,26,0,0.0122971
16,130,27,0,0.00391449
16,130,28,0,0.0244973
16,130,29,0,0.0237591
16,130,30,0,0.0416146
16,130,31,0,0.0180811
16,130,32,0,0.0116018
16,130,33,0,0.0236735
16,130,34,0,0.0237863
16,130,35,0,0.0296605
16,130,36,0,0.0301495
16,130,37,0,0.0149665
16,130,38,0,0.0254928
16,130,39,0,0.0363702
16,130,40,0,0.0121801
16,130,41,0,0.027817
16,130,42,0,0.0309566
16,130,43,0,0.0416035
16,130,44,3,0.00434041
16,130,45,0,0.0298021
16,130,46,0,0.0247626
16,130,47,0,0.00099512
16,130,48,0,0.0213941
16,130,49,0,0.0122562
16,130,50,1,0.00110891
16,130,51,0,0.0246238
16,130,52,0,0.0256779
16,130,53,0,0.0121582
16,130,54,0,0.0118945
16,130,55,0,0.0210189
16,130,56,0,0.0237388
16,130,57,0,0.0180501
16,130,58,0,0.0434073
16,130,59,0,0.0182737
16,130,60,0,0.0151366
16,130,61,0,0.0274737
16,130,62,0,0.015486
16,130,63,0,0.0119543
16,130,64,0,0.000933324
16,130,65,0,0.018047
16,130,66,0,0.0117122
16,130,67,0,0.0416456
16,130,68,0,0.0409143
16,130,69,3,0.00268385
16,130,70,0,0.0215337
16,130,71,0,0.0121006
16,130,72,0,0.0238815
16,130,73,0,0.0118327
16,130,74,0,0.0443446
16,130,75,0,0.0186812
16,130,76,0,0.00275884
16,130,77,2,0.00453086
16,130,78,0,0.0181735
16,130,79,3,0.00313232
16,130,80,0,0.0122204
16,130,81,4,0.00368233
16,130,82,0,0.0332099
16,130,83,0,0.0381197
16,130,84,0,0.02481
16,130,85,0,0.0122615
16,130,86,0,0.0126188
16,130,87,0,0.0203416
16,130,88,9,0.00302862
16,130,89,0,0.0177435
16,130,90,1,0.00189341
16,130,91,0,0.0235677
16,130,92,0,0.0393248
16,130,93,0,0.0380556
16,130,94,0,0.012125
16,130,95,0,0.0303776
16,130,96,0,0.0241652
16,130,97,0,0.0286226
16,130,98,0,0.0338248
16,130,99,10,0.0052373
16,130,100,0,0.00108855
16,130,101,0,0.0147523
16,130,102,1,0.00383355
16,130,103,0,0.0186091
16,130,104,0,0.0212534
16,130,105,0,0.0120902
16,130,106,0,0.0432855
16,130,107,0,0.00434889
16,130,108,5,0.00346581
16,130,109,12,0.000953171
16,130,110,0,0.0453188
16,130,111,0,0.0122959
16,130,112,0,0.015602
16,130,113,0,0.0402782
16,130,114,2,0.000644588
16,130,115,0,0.0263357
16,130,116,0,0.0205099
16,130,117,3,0.00482849
16,130,118,0,0.0180752
16,130,119,0,0.00297822
16,130,120,0,0.0404869
16,130,121,3,0.00105363
16,130,122,0,0.0214817
16,130,123,0,0.0120736
16,130,124,8,0.00130654
16,130,125,0,0.0410043
16,130,126,3,0.00306197
16,130,127,0,0.0214382
16,130,128,0,0.0202789
16,130,129,0,0.0208372
16,130,130,0,0.0182056
16,130,131,0,0.041174
16,130,132,0,0.00143336
16,130,133,0,0.0120963
16,130,134,0,0.0436861
16,130,135,1,0.000902135
16,130,136,0,0.0456961
16,130,137,7,0.00258396
16,130,138,0,0.0182357
16,130,139,0,0.0382447
16,130,140,0,0.0284101
16,130,141,0,0.00174716
16,130,142,0,0.062605
16,130,143,0,0.0199162
16,130,144,1,0.00212602
16,130,145,0,0.024402
16,130,146,0,0.0431043
16,130,147,0,0.021494
16,130,148,0,0.0217211
16,130,149,7,0.000914839
16,130,150,0,0.0252308
16,130,151,0,0.0454938
16,130,152,0,0.0276653
16,130,153,0,0.0237892
16,130,154,0,0.0160178
16,130,155,0,0.0216746
16,130,156,1,0.00630369
16,130,157,8,0.00598725
16,130,158,7,0.00269877
16,130,159,2,0.00507383
16,130,160,0,0.0204984
16,130,161,0,0.0213405
16,130,162,0,0.0150127
16,130,163,0,0.0179115
16,130,164,0,0.0216353
16,130,165,0,0.0118782
16,130,166,0,0.0115246
16,130,167,0,0.00101439
16,130,168,0,0.000971025
16,130,169,0,0.0292861
16,130,170,0,0.0261483
16,130,171,0,0.00149795
16,130,172,0,0.0419401
16,130,173,0,0.0441403
16,130,174,0,0.0425014
16,130,175,0,0.0210878
16,130,176,0,0.0287958
16,130,177,3,0.00487801
16,130,178,0,0.027025
16,130,179,0,0.0249822
16,130,180,0,0.0010032
16,130,181,0,0.000995841
16,130,182,0,0.00204185
16,130,183,0,0.037139
16,130,184,0,0.0296817
16,130,185,0,0.0178821
16,130,186,4,0.0037045
16,130,187,0,0.0185216
16,130,188,0,0.0287676
16,130,189,3,0.0027354
16,130,190,0,0.0360406
16,130,191,2,0.00114131
16,130,192,0,0.043914
16,130,193,0,0.0120592
16,130,194,0,0.012149
16,130,195,0,0.0125287
16,130,196,0,0.0177142
16,130,197,0,0.0334995
16,130,198,0,0.0442773
16,130,199,0,0.0155172
16,130,200,0,0.0297578
16,131,1,0,0.0265808
16,131,2,0,0.0256115
16,131,3,1,17.68
16,131,4,0,0.0433993
16,131,5,0,0.0237031
16,131,6,0,0.0188439
16,131,7,0,0.000937481
16,131,8,0,0.0403536
16,131,9,0,0.0398418
16,131,10,0,0.034853
16,131,11,2,0.001021
16,131,12,0,0.0359479
16,131,13,0,0.0480113
16,131,14,0,0.0182922
16,131,15,0,0.00106165
16,131,16,0,0.025248
16,131,17,0,0.0271684
16,131,18,0,0.0310092
16,131,19,0,0.0389163
16,131,20,0,0.018277
16,131,21,0,0.0219976
16,131,22,0,0.0125811
16,131,23,10,0.00203213
16,131,24,0,0.0293457
16,131,25,0,0.0126637
16,131,26,0,0.0322386
16,131,27,0,0.0289676
16,131,28,0,0.0418972
16,131,29,1,0.000963611
16,131,30,0,0.023268
16,131,31,0,0.0126055
16,131,32,0,0.0122753
16,131,33,0,0.00241435
16,131,34,0,0.0185268
16,131,35,0,0.0334095
16,131,36,0,0.0422229
16,131,37,0,0.0317564
16,131,38,0,0.0213223
16,131,39,4,0.00763414
16,131,40,25,0.00422066
16,131,41,0,0.0187697
16,131,42,0,0.0440991
16,131,43,0,0.0218337
16,131,44,0,0.012462
16,131,45,0,0.0122139
16,131,46,0,0.00174606
16,131,47,4,0.00091536
16,131,48,0,0.0177361
16,131,49,0,0.0397394
16,131,50,0,0.0186232
16,131,51,0,0.0427815
16,131,52,0,0.0016581
16,131,53,0,0.0441117
16,131,54,4,0.00363559
16,131,55,0,0.0451136
16,131,56,0,0.0192711
16,131,57,0,0.0213559
16,131,58,0,0.0348067
16,131,59,0,0.0220762
16,131,60,12,0.00503895
16,131,61,0,0.0442799
16,131,62,0,0.0151697
16,131,63,0,0.0370981
16,131,64,15,0.00619237
16,131,65,0,0.011828
16,131,66,0,0.017794
16,131,67,0,0.00241888
16,131,68,0,0.012301
16,131,69,1,0.00335834
16,131,70,0,0.0122595
16,131,71,5,0.00754298
16,131,72,0,0.0180595
16,131,73,0,0.0665294
16,131,74,0,0.0237455
16,131,75,0,0.0176011
16,131,76,0,0.0435603
16,131,77,0,0.00230141
16,131,78,1,0.000905781
16,131,79,0,0.0412228
16,131,80,0,0.00313755
16,131,81,0,0.018088
16,131,82,0,0.0240689
16,131,83,0,0.0119749
16,131,84,0,0.0434013
16,131,85,1,0.00737583
16,131,86,0,0.00181911
16,131,87,6,0.00356133
16,131,88,0,0.0149332
16,131,89,0,0.037795
16,131,90,0,0.0277719
16,131,91,0,0.0121222
16,131,92,0,0.0198892
16,131,93,7,0.0019464
16,131,94,3,0.00515071
16,131,95,0,0.0119676
16,131,96,0,0.000919858
16,131,97,0,0.0124057
16,131,98,0,0.0187053
16,131,99,0,0.038218
16,131,100,0,0.0423235
16,131,101,0,0.0237371
16,131,102,0,0.0242188
16,131,103,0,0.034801
16,131,104,0,0.00100942
16,131,105,0,0.000959804
16,131,106,0,0.0173083
16,131,107,0,0.0121654
16,131,108,0,0.0176484
16,131,109,0,0.0147196
16,131,110,0,0.0199968
16,131,111,0,0.00100362
16,131,112,0,0.036731
16,131,113,0,0.0410503
16,131,114,0,0.0207524
16,131,115,3,0.00490256
16,131,116,0,0.0415087
16,131,117,3,0.00477323
16,131,118,0,0.0332497
16,131,119,0,0.0388122
16,131,120,0,0.0375988
16,131,121,2,0.00312771
16,131,122,0,0.0444109
16,131,123,0,0.0282044
16,131,124,0,0.0122591
16,131,125,0,0.0181763
16,131,126,0,0.0122352
16,131,127,0,0.0401295
16,131,128,0,0.0121906
16,131,129,3,0.00427665
16,131,130,0,0.0249491
16,131,131,0,0.0233198
16,131,132,1,5.70775
16,131,133,0,0.014897
16,131,134,0,0.0217964
16,131,135,0,0.0283843
16,131,136,0,0.0382671
16,131,137,0,0.0345322
16,131,138,0,0.0148467
16,131,139,0,0.0312295
16,131,140,0,0.041306
16,131,141,0,0.0030773
16,131,142,0,0.0215879
16,131,143,0,0.0206733
16,131,144,0,0.0269137
16,131,145,0,0.0177252
16,131,146,10,0.00272209
16,131,147,0,0.0381919
16,131,148,3,0.000955595
16,131,149,0,0.0359664
16,131,150,0,0.0298922
16,131,151,3,0.00098975
16,131,152,0,0.0150646
16,131,153,0,0.0124018
16,131,154,0,0.0342311
16,131,155,0,0.0421222
16,131,156,6,0.00228923
16,131,157,0,0.0414986
16,131,158,0,0.0299009
16,131,159,0,0.0120513
16,131,160,0,0.0214326
16,131,161,0,0.0222928
16,131,162,2,0.000995902
16,131,163,0,0.0175641
16,131,164,0,0.0435343
16,131,165,0,0.0010552
16,131,166,0,0.0268725
16,131,167,0,0.0123281
16,131,168,4,0.00255481
16,131,169,0,0.0159974
16,131,170,1,7.58647
16,131,171,4,0.00269371
16,131,172,0,0.0227324
16,131,173,3,0.00385113
16,131,174,0,0.0227234
16,131,175,0,0.024332
16,131,176,0,0.00237359
16,131,177,0,0.0417104
16,131,178,0,0.0314678
16,131,179,0,0.0242074
16,131,180,0,0.0299908
16,131,181,0,0.0187054
16,131,182,0,0.0418895
16,131,183,0,0.0465543
16,131,184,0,0.0151404
16,131,185,2,0.000955235
16,131,186,0,0.0313755
16,131,187,0,0.0122703
16,131,188,0,0.0231692
16,131,189,0,0.0124805
16,131,190,0,0.0446257
16,131,191,0,0.0425334
16,131,192,5,0.00171649
16,131,193,0,0.0361185
16,131,194,0,0.0247168
16,131,195,0,0.0352145
16,131,196,0,0.0311991
16,131,197,0,0.0289407
16,131,198,10,0.0037563
16,131,199,0,0.0273609
16,131,200,0,0.0432586
16,133,1,0,0.0179825
16,133,2,0,0.0215413
16,133,3,0,0.0447039
16,133,4,0,0.0434553
16,133,5,4,0.00232028
16,133,6,0,0.0388408
16,133,7,6,0.00584296
16,133,8,4,0.0032682
16,133,9,0,0.0230944
16,133,10,3,0.00125533
16,133,11,1,0.000945376
16,133,12,5,0.00337731
16,133,13,0,0.0280147
16,133,14,2,0.00725444
16,133,15,0,0.00105613
16,133,16,1,0.00370801
16,133,17,0,0.0301539
16,133,18,5,0.00140155
16,133,19,1,0.00238279
16,133,20,0,0.0422062
16,133,21,0,0.0121092
16,133,22,3,0.00251779
16,133,23,0,0.0385935
16,133,24,3,0.0112704
16,133,25,0,0.00143169
16,133,26,1,0.00160923
16,133,27,0,0.0253644
16,133,28,0,0.0239632
16,133,29,5,0.0063009
16,133,30,0,0.0408818
16,133,31,0,0.0118204
16,133,32,0,0.0399287
16,133,33,0,0.0338154
16,133,34,0,0.0211189
16,133,35,0,0.00660701
16,133,36,0,0.0122908
16,133,37,0,0.021342
16,133,38,0,0.0441835
16,133,39,0,0.0430455
16,133,40,0,0.0419838
16,133,41,0,0.0368556
16,133,42,0,0.0125761
16,133,43,2,0.00187623
16,133,44,0,0.0430837
16,133,45,0,0.0297798
16,133,46,9,0.00255421
16,133,47,0,0.0182762
16,133,48,4,0.00359078
16,133,49,32,0.00393715
16,133,50,0,0.0485824
16,133,51,0,0.0124989
16,133,52,0,0.0182736
16,133,53,3,0.00629336
16,133,54,0,0.0314964
16,133,55,6,0.00216922
16,133,56,0,0.0240528
16,133,57,0,0.0434501
16,133,58,0,0.0246352
16,133,59,13,0.0065576
16,133,60,0,0.0213308
16,133,61,0,0.0150198
16,133,62,2,0.00196827
16,133,63,0,0.0011076
16,133,64,11,0.0018911
16,133,65,0,0.0239479
16,133,66,0,0.0410549
16,133,67,0,0.0420182
16,133,68,11,0.00054541
16,133,69,1,0.00313917
16,133,70,0,0.041918
16,133,71,1,0.00257811
16,133,72,0,0.0402017
16,133,73,0,0.0186442
16,133,74,0,0.0207858
16,133,75,0,0.0448244
16,133,76,0,0.0181448
16,133,77,0,0.0116446
16,133,78,0,0.0238906
16,133,79,0,0.0149431
16,133,80,0,0.0175276
16,133,81,0,0.0260115
16,133,82,0,0.0408578
16,133,83,0,0.0120349
16,133,84,0,0.0145483
16,133,85,0,0.0120788
16,133,86,0,0.0153356
16,133,87,1,16.6546
16,133,88,0,0.0135237
16,133,89,0,0.00139003
16,133,90,5,0.00234103
16,133,91,0,0.0159986
16,133,92,0,0.0157072
16,133,93,5,0.00676137
16,133,94,0,0.0189799
16,133,95,0,0.0123719
16,133,96,0,0.0125423
16,133,97,0,0.00106152
16,133,98,2,0.00379541
16,133,99,0,0.00102081
16,133,100,0,0.0185349
16,133,101,5,0.00415156
16,133,102,1,10.4964
16,133,103,0,0.0221582
16,133,104,0,0.0405909
16,133,105,0,0.0117177
16,133,106,0,0.0121271
16,133,107,0,0.00430164
16,133,108,0,0.0123248
16,133,109,0,0.0183483
16,133,110,10,0.0056828
16,133,111,5,0.00134086
16,133,112,0,0.0249024
16,133,113,2,0.00249127
16,133,114,6,0.00360543
16,133,115,1,0.000623147
16,133,116,1,7.01634
16,133,117,0,0.0186343
16,133,118,0,0.0120157
16,133,119,0,0.0120033
16,133,120,0,0.0238469
16,133,121,0,0.014613
16,133,122,0,0.00247902
16,133,123,0,0.012127
16,133,124,0,0.0346049
16,133,125,0,0.0448719
16,133,126,0,0.0134643
16,133,127,0,0.0131632
16,133,128,0,0.0122939
16,133,129,0,0.0196296
16,133,130,0,0.0119364
16,133,131,1,12.6934
16,133,132,0,0.0421801
16,133,133,2,0.00126414
16,133,134,5,0.00317725
16,133,135,0,0.015986
16,133,136,0,0.0249746
16,133,137,1,0.00343382
16,133,138,0,0.0254699
16,133,139,2,0.00246273
16,133,140,1,0.00223612
16,133,141,0,0.0121033
16,133,142,2,0.00112412
16,133,143,0,0.0457799
16,133,144,0,0.00103446
16,133,145,0,0.016118
16,133,146,0,0.0295697
16,133,147,11,0.00330842
16,133,148,0,0.0191938
16,133,149,0,0.0224686
16,133,150,0,0.0403612
16,133,151,0,0.0344533
16,133,152,0,0.0456694
16,133,153,8,0.00248143
16,133,154,0,0.0326122
16,133,155,0,0.0245114
16,133,156,0,0.0126524
16,133,157,0,0.0154312
16,133,158,0,0.0423029
16,133,159,12,0.000953772
16,133,160,1,0.00419195
16,133,161,0,0.00110851
16,133,162,0,0.0123333
16,133,163,19,0.00449998
16,133,164,0,0.0246107
16,133,165,0,0.0254564
16,133,166,0,0.0189039
16,133,167,0,0.00149016
16,133,168,0,0.0214517
16,133,169,0,0.0178467
16,133,170,2,0.000911031
16,133,171,0,0.0313762
16,133,172,0,0.0152511
16,133,173,0,0.0122645
16,133,174,10,0.00550331
16,133,175,0,0.0189044
16,133,176,2,0.0033047
16,133,177,0,0.0271045
16,133,178,0,0.0203898
16,133,179,0,0.0249398
16,133,180,1,0.0011413
16,133,181,0,0.0150909
16,133,182,1,0.00223811
16,133,183,10,0.00111644
16,133,184,0,0.0282438
16,133,185,0,0.00110263
16,133,186,0,0.0413885
16,133,187,1,0.00253172
16,133,188,0,0.0302965
16,133,189,0,0.0389204
16,133,190,0,0.0219854
16,133,191,0,0.0119184
16,133,192,0,0.0429149
16,133,193,0,0.0193159
16,133,194,0,0.0250953
16,133,195,0,0.0423129
16,133,196,0,0.0312175
16,133,197,0,0.0289567
16,133,198,0,0.029583
16,133,199,0,0.0362028
16,133,200,0,0.0117473
16,134,1,0,0.0130057
16,134,2,2,0.00738169
16,134,3,0,0.0191285
16,134,4,0,0.0125506
16,134,5,0,0.0214909
16,134,6,0,0.0121367
16,134,7,2,0.00173514
16,134,8,0,0.0257639
16,134,9,0,0.0154497
16,134,10,0,0.0322889
16,134,11,0,0.0156321
16,134,12,10,0.00304665
16,134,13,2,0.00202683
16,134,14,0,0.0463944
16,134,15,0,0.0321655
16,134,16,0,0.0181188
16,134,17,0,0.00132397
16,134,18,0,0.0462462
16,134,19,0,0.0438205
16,134,20,0,0.0010609
16,134,21,12,0.00140948
16,134,22,0,0.0412411
16,134,23,1,19.8545
16,134,24,1,0.00184844
16,134,25,10,0.00621533
16,134,26,3,0.00635482
16,134,27,0,0.0314045
16,134,28,2,0.00334636
16,134,29,9,0.0121364
16,134,30,0,0.0250783
16,134,31,3,0.000627285
16,134,32,0,0.0274993
16,134,33,1,6.44467
16,134,34,0,0.0119985
16,134,35,1,0.00259591
16,134,36,1,0.00134939
16,134,37,0,0.0403261
16,134,38,0,0.0214872
16,134,39,0,0.0215087
16,134,40,0,0.0424727
16,134,41,6,0.00338766
16,134,42,0,0.0217578
16,134,43,0,0.0148491
16,134,44,0,0.012192
16,134,45,2,0.0129512
16,134,46,0,0.0403232
16,134,47,0,0.0177979
16,134,48,1,0.00126691
16,134,49,10,0.00434455
16,134,50,0,0.0120956
16,134,51,0,0.0591012
16,134,52,4,0.0109572
16,134,53,0,0.0124631
16,134,54,11,0.00227329
16,134,55,1,0.000955055
16,134,56,0,0.0248287
16,134,57,4,0.00284231
16,134,58,0,0.0207953
16,134,59,0,0.020841
16,134,60,0,0.0123188
16,134,61,0,0.0424637
16,134,62,0,0.0328869
16,134,63,10,0.00194261
16,134,64,0,0.0123262
16,134,65,0,0.0374264
16,134,66,0,0.0321517
16,134,67,0,0.0241309
16,134,68,0,0.0409582
16,134,69,1,5.57679
16,134,70,11,0.00266088
16,134,71,1,6.85339
16,134,72,0,0.0438973
16,134,73,12,0.00362242
16,134,74,0,0.0420951
16,134,75,0,0.0150267
16,134,76,3,0.00105848
16,134,77,0,0.0189367
16,134,78,0,0.0422256
16,134,79,1,0.00545927
16,134,80,3,0.00109345
16,134,81,6,0.00391421
16,134,82,1,5.97556
16,134,83,2,0.000874041
16,134,84,0,0.021706
16,134,85,0,0.0218006
16,134,86,0,0.039775
16,134,87,0,0.0221363
16,134,88,0,0.0398474
16,134,89,0,0.0177754
16,134,90,1,7.2712
16,134,91,0,0.0169542
16,134,92,0,0.0186077
16,134,93,0,0.0148827
16,134,94,0,0.0199637
16,134,95,0,0.00125497
16,134,96,0,0.00117912
16,134,97,0,0.0122032
16,134,98,0,0.0255828
16,134,99,0,0.0349052
16,134,100,0,0.00105911
16,134,101,0,0.0454649
16,134,102,9,0.0120367
16,134,103,8,0.00103331
16,134,104,4,0.00107411
16,134,105,0,0.023612
16,134,106,9,0.000849105
16,134,107,2,0.00104769
16,134,108,0,0.0412266
16,134,109,2,0.00232904
16,134,110,0,0.0236931
16,134,111,0,0.0305132
16,134,112,1,9.17192
16,134,113,0,0.032035
16,134,114,0,0.00439944
16,134,115,1,13.4446
16,134,116,1,0.0060104
16,134,117,0,0.0130832
16,134,118,0,0.0260046
16,134,119,0,0.0305513
16,134,120,0,0.0456219
16,134,121,0,0.00109368
16,134,122,0,0.0289127
16,134,123,0,0.0121691
16,134,124,0,0.0121256
16,134,125,2,0.00202943
16,134,126,0,0.0217549
16,134,127,0,0.0442417
16,134,128,1,0.00158803
16,134,129,0,0.0124089
16,134,130,0,0.022001
16,134,131,0,0.0131483
16,134,132,0,0.0130463
16,134,133,2,0.00498368
16,134,134,1,19.1712
16,134,135,5,0.00248837
16,134,136,0,0.0192521
16,134,137,0,0.0464271
16,134,138,0,0.00103906
16,134,139,2,0.000590145
16,134,140,0,0.0391915
16,134,141,0,0.00109525
16,134,142,1,6.56395
16,134,143,0,0.0458938
16,134,144,1,0.00108511
16,134,145,1,0.000823537
16,134,146,0,0.045552
16,134,147,11,0.00356118
16,134,148,0,0.0127995
16,134,149,0,0.0224595
16,134,150,6,0.0039443
16,134,151,4,0.00060836
16,134,152,0,0.0430123
16,134,153,0,0.0261495
16,134,154,0,0.0309308
16,134,155,0,0.0155713
16,134,156,0,0.0466231
16,134,157,0,0.036871
16,134,158,0,0.0358971
16,134,159,0,0.0315117
16,134,160,0,0.0220928
16,134,161,0,0.0246597
16,134,162,0,0.023543
16,134,163,0,0.0444514
16,134,164,0,0.0245521
16,134,165,0,0.0198014
16,134,166,0,0.0222923
16,134,167,0,0.0126164
16,134,168,0,0.00322956
16,134,169,0,0.0123108
16,134,170,0,0.0239721
16,134,171,0,0.0424228
16,134,172,0,0.0436365
16,134,173,0,0.0308178
16,134,174,0,0.0305861
16,134,175,0,0.00416493
16,134,176,0,0.0416103
16,134,177,0,0.0310674
16,134,178,0,0.019316
16,134,179,7,0.000806144
16,134,180,0,0.0426861
16,134,181,0,0.0290518
16,134,182,0,0.0182305
16,134,183,1,0.00574096
16,134,184,0,0.0153326
16,134,185,0,0.0175708
16,134,186,0,0.0120783
16,134,187,0,0.0427486
16,134,188,0,0.0442945
16,134,189,0,0.0119392
16,134,190,3,0.00531125
16,134,191,0,0.0361037
16,134,192,0,0.0398679
16,134,193,0,0.0421894
16,134,194,0,0.0286823
16,134,195,0,0.0217484
16,134,196,0,0.0185925
16,134,197,8,0.00451023
16,134,198,0,0.0247263
16,134,199,0,0.0428212
16,134,200,0,0.0124779
16,136,1,0,0.0134445
16,136,2,2,0.00420231
16,136,3,5,0.00224184
16,136,4,0,0.0050414
