N,M,id,E,ntrials
128,212,194,0,5
128,212,195,0,5
128,212,196,0,5
128,212,197,0,5
128,212,198,0,5
128,212,199,0,5
128,212,200,0,5
128,212,201,0,5
128,212,202,0,5
128,212,203,0,5
128,212,204,0,5
128,212,205,0,5
128,212,206,0,5
128,212,207,0,5
128,212,208,0,5
128,212,209,0,5
128,212,210,0,5
128,212,211,0,5
128,212,212,0,5
128,212,213,0,5
128,212,214,0,5
128,212,215,0,5
128,212,216,0,5
128,212,217,0,5
128,212,218,0,5
128,212,219,0,5
128,212,220,0,5
128,212,221,0,5
128,212,222,0,5
128,212,223,0,5
128,212,224,0,5
128,212,225,0,5
128,212,226,0,5
128,212,227,0,5
128,212,228,0,5
128,212,229,0,5
128,212,230,0,5
128,212,231,0,5
128,212,232,0,5
128,212,233,0,5
128,212,234,0,5
128,212,235,0,5
128,212,236,0,5
128,212,237,0,5
128,212,238,0,5
128,212,239,0,5
128,212,240,0,5
128,212,241,0,5
128,212,242,0,5
128,212,243,0,5
128,212,244,0,5
128,212,245,0,5
128,212,246,0,5
128,212,247,0,5
128,212,248,0,5
128,212,249,0,5
128,212,250,0,5
128,212,251,0,5
128,212,252,0,5
128,212,253,0,5
128,212,254,0,5
128,212,255,0,5
128,212,256,0,5
128,212,257,0,5
128,212,258,0,5
128,212,259,0,5
128,212,260,0,5
128,212,261,0,5
128,212,262,0,5
128,212,263,0,5
128,212,264,0,5
128,212,265,0,5
128,212,266,0,5
128,212,267,0,5
128,212,268,0,5
128,212,269,0,5
128,212,270,0,5
128,212,271,0,5
128,212,272,0,5
128,212,273,0,5
128,212,274,0,5
128,212,275,0,5
128,212,276,0,5
128,212,277,0,5
128,212,278,0,5
128,212,279,0,5
128,212,280,0,5
128,212,281,0,5
128,212,282,0,5
128,212,283,0,5
128,212,284,0,5
128,212,285,0,5
128,212,286,0,5
128,212,287,0,5
128,212,288,0,5
128,212,289,0,5
128,212,290,0,5
128,212,291,0,5
128,212,292,0,5
128,212,293,0,5
128,212,294,0,5
128,212,295,0,5
128,212,296,0,5
128,212,297,0,5
128,212,298,0,5
128,212,299,0,5
128,212,300,0,5
128,212,301,0,5
128,212,302,0,5
128,212,303,0,5
128,212,304,0,5
128,212,305,0,5
128,212,306,0,5
128,212,307,0,5
128,212,308,0,5
128,212,309,0,5
128,212,310,0,5
128,212,311,0,5
128,212,312,0,5
128,212,313,0,5
128,212,314,0,5
128,212,315,0,5
128,212,316,0,5
128,212,317,0,5
128,212,318,0,5
128,212,319,1,5
128,212,320,0,5
128,212,321,0,5
128,212,322,0,5
128,212,323,0,5
128,212,324,0,5
128,212,325,0,5
128,212,326,0,5
128,212,327,0,5
128,212,328,0,5
128,212,329,0,5
128,212,330,0,5
128,212,331,0,5
128,212,332,0,5
128,212,333,0,5
128,212,334,0,5
128,212,335,0,5
128,212,336,0,5
128,212,337,0,5
128,212,338,0,5
128,212,339,0,5
128,212,340,0,5
128,212,341,0,5
128,212,342,0,5
128,212,343,0,5
128,212,344,0,5
128,212,345,0,5
128,212,346,0,5
128,212,347,0,5
128,212,348,0,5
128,212,349,0,5
128,212,350,0,5
128,212,351,0,5
128,212,352,0,5
128,212,353,0,5
128,212,354,0,5
128,212,355,0,5
128,212,356,0,5
128,212,357,0,5
128,212,358,0,5
128,212,359,0,5
128,212,360,0,5
128,212,361,0,5
128,212,362,0,5
128,212,363,0,5
128,212,364,0,5
128,212,365,0,5
128,212,366,0,5
128,212,367,0,5
128,212,368,0,5
128,212,369,0,5
128,212,370,0,5
128,212,371,0,5
128,212,372,0,5
128,212,373,0,5
128,212,374,0,5
128,212,375,0,5
128,212,376,0,5
128,212,377,0,5
128,212,378,0,5
128,212,379,0,5
128,212,380,0,5
128,212,381,0,5
128,212,382,0,5
128,212,383,0,5
128,212,384,0,5
128,212,385,0,5
128,212,386,0,5
128,212,387,0,5
128,212,388,0,5
128,212,389,0,5
128,212,390,0,5
128,212,391,0,5
128,212,392,0,5
128,212,393,0,5
128,212,394,0,5
128,212,395,0,5
128,212,396,0,5
128,212,397,0,5
128,212,398,0,5
128,212,399,0,5
128,212,400,0,5
128,224,1,0,5
128,224,2,0,5
128,224,3,0,5
128,224,4,0,5
128,224,5,0,5
128,224,6,0,5
128,224,7,0,5
128,224,8,0,5
128,224,9,0,5
128,224,10,0,5
128,224,11,0,5
128,224,12,0,5
128,224,13,0,5
128,224,14,0,5
128,224,15,0,5
128,224,16,0,5
128,224,17,0,5
128,224,18,0,5
128,224,19,0,5
128,224,20,0,5
128,224,21,0,5
128,224,22,0,5
128,224,23,0,5
128,224,24,0,5
128,224,25,1,5
128,224,26,0,5
128,224,27,0,5
128,224,28,0,5
128,224,29,0,5
128,224,30,0,5
128,224,31,0,5
128,224,32,0,5
128,224,33,0,5
128,224,34,0,5
128,224,35,0,5
128,224,36,0,5
128,224,37,0,5
128,224,38,0,5
128,224,39,0,5
128,224,40,0,5
128,224,41,0,5
128,224,42,0,5
128,224,43,0,5
128,224,44,0,5
128,224,45,0,5
128,224,46,0,5
128,224,47,0,5
128,224,48,0,5
128,224,49,0,5
128,224,50,0,5
128,224,51,0,5
128,224,52,0,5
128,224,53,0,5
128,224,54,0,5
128,224,55,0,5
128,224,56,0,5
128,224,57,0,5
128,224,58,0,5
128,224,59,0,5
128,224,60,0,5
128,224,61,0,5
128,224,62,0,5
128,224,63,0,5
128,224,64,0,5
128,224,65,0,5
128,224,66,0,5
128,224,67,0,5
128,224,68,0,5
128,224,69,0,5
128,224,70,0,5
128,224,71,0,5
128,224,72,0,5
128,224,73,0,5
128,224,74,0,5
128,224,75,0,5
128,224,76,0,5
128,224,77,0,5
128,224,78,0,5
128,224,79,0,5
128,224,80,1,5
128,224,81,0,5
128,224,82,0,5
128,224,83,0,5
128,224,84,0,5
128,224,85,0,5
128,224,86,0,5
128,224,87,0,5
128,224,88,0,5
128,224,89,0,5
128,224,90,0,5
128,224,91,0,5
128,224,92,0,5
128,224,93,0,5
128,224,94,0,5
128,224,95,0,5
128,224,96,0,5
128,224,97,0,5
128,224,98,0,5
128,224,99,0,5
128,224,100,0,5
128,224,101,0,5
128,224,102,0,5
128,224,103,0,5
128,224,104,0,5
128,224,105,0,5
128,224,106,0,5
128,224,107,0,5
128,224,108,0,5
128,224,109,0,5
128,224,110,0,5
128,224,111,0,5
128,224,112,0,5
128,224,113,0,5
128,224,114,0,5
128,224,115,0,5
128,224,116,0,5
128,224,117,0,5
128,224,118,0,5
128,224,119,0,5
128,224,120,0,5
128,224,121,0,5
128,224,122,0,5
128,224,123,0,5
128,224,124,0,5
128,224,125,0,5
128,224,126,0,5
128,224,127,0,5
128,224,128,0,5
128,224,129,0,5
128,224,130,0,5
128,224,131,0,5
128,224,132,0,5
128,224,133,0,5
128,224,134,0,5
128,224,135,0,5
128,224,136,0,5
128,224,137,0,5
128,224,138,0,5
128,224,139,0,5
128,224,140,0,5
128,224,141,0,5
128,224,142,0,5
128,224,143,0,5
128,224,144,0,5
128,224,145,0,5
128,224,146,0,5
128,224,147,0,5
128,224,148,0,5
128,224,149,0,5
128,224,150,0,5
128,224,151,0,5
128,224,152,0,5
128,224,153,0,5
128,224,154,0,5
128,224,155,0,5
128,224,156,0,5
128,224,157,0,5
128,224,158,0,5
128,224,159,0,5
128,224,160,0,5
128,224,161,0,5
128,224,162,0,5
128,224,163,0,5
128,224,164,0,5
128,224,165,0,5
128,224,166,0,5
128,224,167,0,5
128,224,168,0,5
128,224,169,0,5
128,224,170,0,5
128,224,171,0,5
128,224,172,0,5
128,224,173,0,5
128,224,174,0,5
128,224,175,0,5
128,224,176,0,5
128,224,177,0,5
128,224,178,0,5
128,224,179,0,5
128,224,180,0,5
128,224,181,0,5
128,224,182,0,5
128,224,183,0,5
128,224,184,0,5
128,224,185,0,5
128,224,186,0,5
128,224,187,0,5
128,224,188,0,5
128,224,189,0,5
128,224,190,0,5
128,224,191,0,5
128,224,192,0,5
128,224,193,0,5
128,224,194,0,5
128,224,195,0,5
128,224,196,0,5
128,224,197,0,5
128,224,198,0,5
128,224,199,0,5
128,224,200,0,5
128,224,201,0,5
128,224,202,0,5
128,224,203,0,5
128,224,204,0,5
128,224,205,0,5
128,224,206,0,5
128,224,207,0,5
128,224,208,0,5
128,224,209,0,5
128,224,210,0,5
128,224,211,0,5
128,224,212,0,5
128,224,213,0,5
128,224,214,0,5
128,224,215,0,5
128,224,216,0,5
128,224,217,0,5
128,224,218,0,5
128,224,219,0,5
128,224,220,0,5
128,224,221,0,5
128,224,222,0,5
128,224,223,0,5
128,224,224,0,5
128,224,225,0,5
128,224,226,0,5
128,224,227,0,5
128,224,228,0,5
128,224,229,0,5
128,224,230,0,5
128,224,231,0,5
128,224,232,0,5
128,224,233,0,5
128,224,234,0,5
128,224,235,0,5
128,224,236,0,5
128,224,237,0,5
128,224,238,0,5
128,224,239,0,5
128,224,240,0,5
128,224,241,0,5
128,224,242,0,5
128,224,243,0,5
128,224,244,0,5
128,224,245,0,5
128,224,246,0,5
128,224,247,0,5
128,224,248,0,5
128,224,249,0,5
128,224,250,0,5
128,224,251,0,5
128,224,252,0,5
128,224,253,0,5
128,224,254,0,5
128,224,255,0,5
128,224,256,0,5
128,224,257,0,5
128,224,258,0,5
128,224,259,0,5
128,224,260,0,5
128,224,261,0,5
128,224,262,0,5
128,224,263,0,5
128,224,264,0,5
128,224,265,0,5
128,224,266,0,5
128,224,267,0,5
128,224,268,0,5
128,224,269,0,5
128,224,270,0,5
128,224,271,0,5
128,224,272,0,5
128,224,273,0,5
128,224,274,0,5
128,224,275,0,5
128,224,276,0,5
128,224,277,0,5
128,224,278,0,5
128,224,279,0,5
128,224,280,0,5
128,224,281,0,5
128,224,282,0,5
128,224,283,0,5
128,224,284,0,5
128,224,285,0,5
128,224,286,0,5
128,224,287,0,5
128,224,288,0,5
128,224,289,0,5
128,224,290,0,5
128,224,291,0,5
128,224,292,0,5
128,224,293,0,5
128,224,294,0,5
128,224,295,0,5
128,224,296,0,5
128,224,297,0,5
128,224,298,0,5
128,224,299,0,5
128,224,300,0,5
128,224,301,0,5
128,224,302,0,5
128,224,303,0,5
128,224,304,0,5
128,224,305,0,5
128,224,306,0,5
128,224,307,0,5
128,224,308,0,5
128,224,309,0,5
128,224,310,0,5
128,224,311,0,5
128,224,312,0,5
128,224,313,0,5
128,224,314,0,5
128,224,315,0,5
128,224,316,0,5
128,224,317,0,5
128,224,318,0,5
128,224,319,0,5
128,224,320,0,5
128,224,321,0,5
128,224,322,0,5
128,224,323,0,5
128,224,324,0,5
128,224,325,0,5
128,224,326,0,5
128,224,327,0,5
128,224,328,0,5
128,224,329,0,5
128,224,330,0,5
128,224,331,0,5
128,224,332,0,5
128,224,333,0,5
128,224,334,0,5
128,224,335,0,5
128,224,336,0,5
128,224,337,0,5
128,224,338,0,5
128,224,339,0,5
128,224,340,0,5
128,224,341,0,5
128,224,342,0,5
128,224,343,0,5
128,224,344,0,5
128,224,345,0,5
128,224,346,0,5
128,224,347,0,5
128,224,348,0,5
128,224,349,0,5
128,224,350,0,5
128,224,351,0,5
128,224,352,0,5
128,224,353,0,5
128,224,354,0,5
128,224,355,0,5
128,224,356,0,5
128,224,357,0,5
128,224,358,0,5
128,224,359,0,5
128,224,360,0,5
128,224,361,0,5
128,224,362,0,5
128,224,363,0,5
128,224,364,0,5
128,224,365,0,5
128,224,366,0,5
128,224,367,0,5
128,224,368,0,5
128,224,369,0,5
128,224,370,0,5
128,224,371,0,5
128,224,372,0,5
128,224,373,0,5
128,224,374,0,5
128,224,375,0,5
128,224,376,0,5
128,224,377,0,5
128,224,378,0,5
128,224,379,0,5
128,224,380,0,5
128,224,381,0,5
128,224,382,0,5
128,224,383,0,5
128,224,384,0,5
128,224,385,0,5
128,224,386,0,5
128,224,387,0,5
128,224,388,0,5
128,224,389,0,5
128,224,390,0,5
128,224,391,0,5
128,224,392,0,5
128,224,393,0,5
128,224,394,0,5
128,224,395,0,5
128,224,396,0,5
128,224,397,0,5
128,224,398,0,5
128,224,399,0,5
128,224,400,0,5
128,236,1,0,5
128,236,2,0,5
128,236,3,0,5
128,236,4,0,5
128,236,5,0,5
128,236,6,0,5
128,236,7,0,5
128,236,8,0,5
128,236,9,0,5
128,236,10,0,5
128,236,11,0,5
128,236,12,0,5
128,236,13,0,5
128,236,14,0,5
128,236,15,0,5
128,236,16,0,5
128,236,17,0,5
128,236,18,0,5
128,236,19,0,5
128,236,20,0,5
128,236,21,0,5
128,236,22,0,5
128,236,23,0,5
128,236,24,1,5
128,236,25,0,5
128,236,26,0,5
128,236,27,0,5
128,236,28,0,5
128,236,29,0,5
128,236,30,0,5
128,236,31,0,5
128,236,32,0,5
128,236,33,0,5
128,236,34,0,5
128,236,35,0,5
128,236,36,0,5
128,236,37,0,5
128,236,38,0,5
128,236,39,0,5
128,236,40,0,5
128,236,41,0,5
128,236,42,0,5
128,236,43,0,5
128,236,44,0,5
128,236,45,0,5
128,236,46,0,5
128,236,47,0,5
128,236,48,0,5
128,236,49,0,5
128,236,50,0,5
128,236,51,0,5
128,236,52,0,5
128,236,53,0,5
128,236,54,0,5
128,236,55,0,5
128,236,56,0,5
128,236,57,0,5
128,236,58,0,5
128,236,59,0,5
128,236,60,0,5
128,236,61,0,5
128,236,62,0,5
128,236,63,0,5
128,236,64,0,5
128,236,65,0,5
128,236,66,0,5
128,236,67,0,5
128,236,68,0,5
128,236,69,0,5
128,236,70,0,5
128,236,71,0,5
128,236,72,0,5
128,236,73,0,5
128,236,74,0,5
128,236,75,0,5
128,236,76,0,5
128,236,77,0,5
128,236,78,0,5
128,236,79,0,5
128,236,80,0,5
128,236,81,0,5
128,236,82,0,5
128,236,83,0,5
128,236,84,0,5
128,236,85,0,5
128,236,86,0,5
128,236,87,0,5
128,236,88,0,5
128,236,89,0,5
128,236,90,0,5
128,236,91,0,5
128,236,92,0,5
128,236,93,0,5
128,236,94,0,5
128,236,95,0,5
128,236,96,0,5
128,236,97,0,5
128,236,98,0,5
128,236,99,0,5
128,236,100,0,5
128,236,101,0,5
128,236,102,0,5
128,236,103,0,5
128,236,104,0,5
128,236,105,0,5
128,236,106,0,5
128,236,107,0,5
128,236,108,0,5
128,236,109,0,5
128,236,110,0,5
128,236,111,0,5
128,236,112,0,5
128,236,113,0,5
128,236,114,0,5
128,236,115,0,5
128,236,116,0,5
128,236,117,0,5
128,236,118,0,5
128,236,119,0,5
128,236,120,0,5
128,236,121,0,5
128,236,122,0,5
128,236,123,0,5
128,236,124,0,5
128,236,125,0,5
128,236,126,0,5
128,236,127,0,5
128,236,128,0,5
128,236,129,0,5
128,236,130,0,5
128,236,131,0,5
128,236,132,0,5
128,236,133,0,5
128,236,134,0,5
128,236,135,0,5
128,236,136,0,5
128,236,137,0,5
128,236,138,0,5
128,236,139,0,5
128,236,140,0,5
128,236,141,0,5
128,236,142,0,5
128,236,143,0,5
128,236,144,0,5
128,236,145,0,5
128,236,146,0,5
128,236,147,0,5
128,236,148,0,5
128,236,149,0,5
128,236,150,0,5
128,236,151,0,5
128,236,152,0,5
128,236,153,0,5
128,236,154,0,5
128,236,155,0,5
128,236,156,0,5
128,236,157,0,5
128,236,158,0,5
128,236,159,0,5
128,236,160,0,5
128,236,161,0,5
128,236,162,0,5
128,236,163,0,5
128,236,164,0,5
128,236,165,0,5
128,236,166,0,5
128,236,167,0,5
128,236,168,0,5
128,236,169,0,5
128,236,170,0,5
128,236,171,0,5
128,236,172,0,5
128,236,173,0,5
128,236,174,0,5
128,236,175,0,5
128,236,176,0,5
128,236,177,0,5
128,236,178,0,5
128,236,179,0,5
128,236,180,0,5
128,236,181,0,5
128,236,182,0,5
128,236,183,0,5
128,236,184,0,5
128,236,185,0,5
128,236,186,0,5
128,236,187,0,5
128,236,188,0,5
128,236,189,0,5
128,236,190,0,5
128,236,191,0,5
128,236,192,0,5
128,236,193,0,5
128,236,194,0,5
128,236,195,0,5
128,236,196,0,5
128,236,197,0,5
128,236,198,0,5
128,236,199,0,5
128,236,200,0,5
128,236,201,0,5
128,236,202,0,5
128,236,203,0,5
128,236,204,0,5
128,236,205,0,5
128,236,206,0,5
128,236,207,0,5
128,236,208,0,5
128,236,209,0,5
128,236,210,0,5
128,236,211,0,5
128,236,212,0,5
128,236,213,0,5
128,236,214,0,5
128,236,215,0,5
128,236,216,0,5
128,236,217,0,5
128,236,218,0,5
128,236,219,0,5
128,236,220,0,5
128,236,221,0,5
128,236,222,0,5
128,236,223,0,5
128,236,224,1,5
128,236,225,0,5
128,236,226,0,5
128,236,227,0,5
128,236,228,0,5
128,236,229,0,5
128,236,230,0,5
128,236,231,0,5
128,236,232,0,5
128,236,233,0,5
128,236,234,0,5
128,236,235,0,5
128,236,236,0,5
128,236,237,0,5
128,236,238,0,5
128,236,239,0,5
128,236,240,0,5
128,236,241,0,5
128,236,242,0,5
128,236,243,0,5
128,236,244,0,5
128,236,245,0,5
128,236,246,0,5
128,236,247,0,5
128,236,248,0,5
128,236,249,0,5
128,236,250,0,5
128,236,251,0,5
128,236,252,0,5
128,236,253,0,5
128,236,254,0,5
128,236,255,0,5
128,236,256,0,5
128,236,257,0,5
128,236,258,0,5
128,236,259,0,5
128,236,260,0,5
128,236,261,0,5
128,236,262,0,5
128,236,263,0,5
128,236,264,0,5
128,236,265,0,5
128,236,266,0,5
128,236,267,0,5
128,236,268,0,5
128,236,269,0,5
128,236,270,0,5
128,236,271,0,5
128,236,272,0,5
128,236,273,0,5
128,236,274,0,5
128,236,275,0,5
128,236,276,0,5
128,236,277,0,5
128,236,278,0,5
128,236,279,0,5
128,236,280,0,5
128,236,281,0,5
128,236,282,0,5
128,236,283,0,5
128,236,284,0,5
128,236,285,0,5
128,236,286,0,5
128,236,287,0,5
128,236,288,0,5
128,236,289,0,5
128,236,290,0,5
128,236,291,0,5
128,236,292,0,5
128,236,293,0,5
128,236,294,0,5
128,236,295,0,5
128,236,296,0,5
128,236,297,0,5
128,236,298,0,5
128,236,299,0,5
128,236,300,0,5
128,236,301,0,5
128,236,302,0,5
128,236,303,0,5
128,236,304,0,5
128,236,305,0,5
128,236,306,0,5
128,236,307,0,5
128,236,308,0,5
128,236,309,0,5
128,236,310,0,5
128,236,311,0,5
128,236,312,0,5
128,236,313,0,5
128,236,314,0,5
128,236,315,0,5
128,236,316,0,5
128,236,317,0,5
128,236,318,0,5
128,236,319,0,5
128,236,320,0,5
128,236,321,0,5
128,236,322,0,5
128,236,323,0,5
128,236,324,0,5
128,236,325,0,5
128,236,326,0,5
128,236,327,0,5
128,236,328,0,5
128,236,329,0,5
128,236,330,0,5
128,236,331,0,5
128,236,332,0,5
128,236,333,0,5
128,236,334,0,5
128,236,335,0,5
128,236,336,0,5
128,236,337,0,5
128,236,338,0,5
128,236,339,0,5
128,236,340,0,5
128,236,341,0,5
128,236,342,0,5
128,236,343,0,5
128,236,344,0,5
128,236,345,0,5
128,236,346,0,5
128,236,347,0,5
128,236,348,0,5
128,236,349,0,5
128,236,350,0,5
128,236,351,0,5
128,236,352,0,5
128,236,353,0,5
128,236,354,0,5
128,236,355,0,5
128,236,356,0,5
128,236,357,0,5
128,236,358,0,5
128,236,359,0,5
128,236,360,0,5
128,236,361,0,5
128,236,362,0,5
128,236,363,0,5
128,236,364,0,5
128,236,365,0,5
128,236,366,0,5
128,236,367,0,5
128,236,368,0,5
128,236,369,0,5
128,236,370,0,5
128,236,371,0,5
128,236,372,0,5
128,236,373,0,5
128,236,374,0,5
128,236,375,0,5
128,236,376,0,5
128,236,377,0,5
128,236,378,0,5
128,236,379,0,5
128,236,380,0,5
128,236,381,0,5
128,236,382,0,5
128,236,383,0,5
128,236,384,0,5
128,236,385,0,5
128,236,386,0,5
128,236,387,0,5
128,236,388,0,5
128,236,389,0,5
128,236,390,0,5
128,236,391,0,5
128,236,392,0,5
128,236,393,0,5
128,236,394,0,5
128,236,395,0,5
128,236,396,0,5
128,236,397,0,5
128,236,398,0,5
128,236,399,0,5
128,236,400,0,5
128,247,1,0,5
128,247,2,0,5
128,247,3,0,5
128,247,4,0,5
128,247,5,0,5
128,247,6,0,5
128,247,7,0,5
128,247,8,0,5
128,247,9,0,5
128,247,10,0,5
128,247,11,0,5
128,247,12,0,5
128,247,13,0,5
128,247,14,0,5
128,247,15,0,5
128,247,16,0,5
128,247,17,0,5
128,247,18,0,5
128,247,19,0,5
128,247,20,0,5
128,247,21,0,5
128,247,22,0,5
128,247,23,1,5
128,247,24,0,5
128,247,25,0,5
128,247,26,0,5
128,247,27,0,5
128,247,28,0,5
128,247,29,0,5
128,247,30,0,5
128,247,31,0,5
128,247,32,0,5
128,247,33,0,5
128,247,34,0,5
128,247,35,0,5
128,247,36,0,5
128,247,37,0,5
128,247,38,0,5
128,247,39,0,5
128,247,40,0,5
128,247,41,0,5
128,247,42,0,5
128,247,43,0,5
128,247,44,0,5
128,247,45,0,5
128,247,46,0,5
128,247,47,0,5
128,247,48,0,5
128,247,49,0,5
128,247,50,0,5
128,247,51,0,5
128,247,52,0,5
128,247,53,0,5
128,247,54,0,5
128,247,55,0,5
128,247,56,0,5
128,247,57,0,5
128,247,58,0,5
128,247,59,0,5
128,247,60,0,5
128,247,61,0,5
128,247,62,0,5
128,247,63,0,5
128,247,64,0,5
128,247,65,0,5
128,247,66,0,5
128,247,67,0,5
128,247,68,0,5
128,247,69,0,5
128,247,70,0,5
128,247,71,0,5
128,247,72,0,5
128,247,73,0,5
128,247,74,0,5
128,247,75,0,5
128,247,76,0,5
128,247,77,0,5
128,247,78,0,5
128,247,79,0,5
128,247,80,0,5
128,247,81,0,5
128,247,82,0,5
128,247,83,0,5
128,247,84,0,5
128,247,85,0,5
128,247,86,0,5
128,247,87,0,5
128,247,88,0,5
128,247,89,0,5
128,247,90,0,5
128,247,91,0,5
128,247,92,0,5
128,247,93,0,5
128,247,94,0,5
128,247,95,0,5
128,247,96,0,5
128,247,97,0,5
128,247,98,0,5
128,247,99,0,5
128,247,100,0,5
128,247,101,0,5
128,247,102,0,5
128,247,103,0,5
128,247,104,0,5
128,247,105,0,5
128,247,106,0,5
128,247,107,0,5
128,247,108,0,5
128,247,109,0,5
128,247,110,0,5
128,247,111,0,5
128,247,112,0,5
128,247,113,0,5
128,247,114,0,5
128,247,115,0,5
128,247,116,0,5
128,247,117,0,5
128,247,118,0,5
128,247,119,0,5
128,247,120,0,5
128,247,121,0,5
128,247,122,0,5
128,247,123,0,5
128,247,124,0,5
128,247,125,0,5
128,247,126,0,5
128,247,127,0,5
128,247,128,0,5
128,247,129,0,5
128,247,130,0,5
128,247,131,0,5
128,247,132,0,5
128,247,133,0,5
128,247,134,0,5
128,247,135,0,5
128,247,136,0,5
128,247,137,0,5
128,247,138,0,5
128,247,139,0,5
128,247,140,0,5
128,247,141,0,5
128,247,142,0,5
128,247,143,0,5
128,247,144,0,5
128,247,145,0,5
128,247,146,0,5
128,247,147,0,5
128,247,148,0,5
128,247,149,0,5
128,247,150,0,5
128,247,151,0,5
128,247,152,0,5
128,247,153,0,5
128,247,154,0,5
128,247,155,0,5
128,247,156,0,5
128,247,157,0,5
128,247,158,0,5
128,247,159,0,5
128,247,160,0,5
128,247,161,0,5
128,247,162,0,5
128,247,163,0,5
128,247,164,0,5
128,247,165,0,5
128,247,166,0,5
128,247,167,0,5
128,247,168,0,5
128,247,169,0,5
128,247,170,0,5
128,247,171,0,5
128,247,172,0,5
128,247,173,0,5
128,247,174,0,5
128,247,175,0,5
128,247,176,0,5
128,247,177,0,5
128,247,178,0,5
128,247,179,0,5
128,247,180,0,5
128,247,181,0,5
128,247,182,0,5
128,247,183,0,5
128,247,184,0,5
128,247,185,0,5
128,247,186,0,5
128,247,187,0,5
128,247,188,0,5
128,247,189,0,5
128,247,190,0,5
128,247,191,0,5
128,247,192,0,5
128,247,193,0,5
128,247,194,0,5
128,247,195,0,5
128,247,196,0,5
128,247,197,0,5
