N,M,id,E,ntrials
16,27,189,0,5
16,27,190,0,5
16,27,191,0,5
16,27,192,1,5
16,27,193,0,5
16,27,194,0,5
16,27,195,0,5
16,27,196,0,5
16,27,197,0,5
16,27,198,1,5
16,27,199,0,5
16,27,200,1,5
16,27,201,0,5
16,27,202,0,5
16,27,203,0,5
16,27,204,0,5
16,27,205,1,5
16,27,206,1,5
16,27,207,1,5
16,27,208,0,5
16,27,209,0,5
16,27,210,1,5
16,27,211,1,5
16,27,212,1,5
16,27,213,0,5
16,27,214,0,5
16,27,215,0,5
16,27,216,0,5
16,27,217,0,5
16,27,218,0,5
16,27,219,0,5
16,27,220,0,5
16,27,221,1,5
16,27,222,0,5
16,27,223,0,5
16,27,224,0,5
16,27,225,0,5
16,27,226,0,5
16,27,227,0,5
16,27,228,0,5
16,27,229,0,5
16,27,230,0,5
16,27,231,1,5
16,27,232,0,5
16,27,233,0,5
16,27,234,1,5
16,27,235,1,5
16,27,236,0,5
16,27,237,0,5
16,27,238,0,5
16,27,239,0,5
16,27,240,0,5
16,27,241,0,5
16,27,242,0,5
16,27,243,1,5
16,27,244,0,5
16,27,245,1,5
16,27,246,0,5
16,27,247,1,5
16,27,248,0,5
16,27,249,0,5
16,27,250,0,5
16,27,251,0,5
16,27,252,0,5
16,27,253,0,5
16,27,254,0,5
16,27,255,0,5
16,27,256,0,5
16,27,257,0,5
16,27,258,1,5
16,27,259,0,5
16,27,260,0,5
16,27,261,0,5
16,27,262,1,5
16,27,263,0,5
16,27,264,0,5
16,27,265,0,5
16,27,266,0,5
16,27,267,0,5
16,27,268,0,5
16,27,269,0,5
16,27,270,0,5
16,27,271,0,5
16,27,272,0,5
16,27,273,0,5
16,27,274,0,5
16,27,275,0,5
16,27,276,1,5
16,27,277,0,5
16,27,278,1,5
16,27,279,0,5
16,27,280,0,5
16,27,281,0,5
16,27,282,1,5
16,27,283,0,5
16,27,284,0,5
16,27,285,0,5
16,27,286,0,5
16,27,287,0,5
16,27,288,0,5
16,27,289,0,5
16,27,290,0,5
16,27,291,0,5
16,27,292,0,5
16,27,293,0,5
16,27,294,0,5
16,27,295,0,5
16,27,296,0,5
16,27,297,0,5
16,27,298,0,5
16,27,299,0,5
16,27,300,1,5
16,27,301,0,5
16,27,302,0,5
16,27,303,1,5
16,27,304,1,5
16,27,305,0,5
16,27,306,0,5
16,27,307,0,5
16,27,308,0,5
16,27,309,1,5
16,27,310,0,5
16,27,311,0,5
16,27,312,0,5
16,27,313,0,5
16,27,314,0,5
16,27,315,0,5
16,27,316,0,5
16,27,317,0,5
16,27,318,0,5
16,27,319,0,5
16,27,320,0,5
16,27,321,0,5
16,27,322,0,5
16,27,323,1,5
16,27,324,1,5
16,27,325,0,5
16,27,326,0,5
16,27,327,0,5
16,27,328,0,5
16,27,329,0,5
16,27,330,1,5
16,27,331,0,5
16,27,332,0,5
16,27,333,0,5
16,27,334,1,5
16,27,335,0,5
16,27,336,0,5
16,27,337,0,5
16,27,338,0,5
16,27,339,0,5
16,27,340,0,5
16,27,341,0,5
16,27,342,0,5
16,27,343,0,5
16,27,344,0,5
16,27,345,1,5
16,27,346,1,5
16,27,347,0,5
16,27,348,0,5
16,27,349,0,5
16,27,350,0,5
16,27,351,0,5
16,27,352,0,5
16,27,353,0,5
16,27,354,0,5
16,27,355,0,5
16,27,356,0,5
16,27,357,0,5
16,27,358,0,5
16,27,359,1,5
16,27,360,0,5
16,27,361,0,5
16,27,362,0,5
16,27,363,1,5
16,27,364,0,5
16,27,365,0,5
16,27,366,0,5
16,27,367,0,5
16,27,368,0,5
16,27,369,0,5
16,27,370,0,5
16,27,371,0,5
16,27,372,1,5
16,27,373,0,5
16,27,374,0,5
16,27,375,0,5
16,27,376,0,5
16,27,377,0,5
16,27,378,0,5
16,27,379,0,5
16,27,380,1,5
16,27,381,0,5
16,27,382,0,5
16,27,383,1,5
16,27,384,0,5
16,27,385,0,5
16,27,386,0,5
16,27,387,0,5
16,27,388,0,5
16,27,389,0,5
16,27,390,0,5
16,27,391,1,5
16,27,392,0,5
16,27,393,0,5
16,27,394,0,5
16,27,395,0,5
16,27,396,0,5
16,27,397,0,5
16,27,398,0,5
16,27,399,0,5
16,27,400,1,5
16,28,1,1,5
16,28,2,0,5
16,28,3,0,5
16,28,4,0,5
16,28,5,1,5
16,28,6,1,5
16,28,7,1,5
16,28,8,0,5
16,28,9,0,5
16,28,10,0,5
16,28,11,0,5
16,28,12,1,5
16,28,13,0,5
16,28,14,0,5
16,28,15,0,5
16,28,16,1,5
16,28,17,0,5
16,28,18,0,5
16,28,19,0,5
16,28,20,0,5
16,28,21,1,5
16,28,22,0,5
16,28,23,0,5
16,28,24,0,5
16,28,25,0,5
16,28,26,0,5
16,28,27,2,5
16,28,28,0,5
16,28,29,0,5
16,28,30,0,5
16,28,31,0,5
16,28,32,0,5
16,28,33,0,5
16,28,34,0,5
16,28,35,0,5
16,28,36,0,5
16,28,37,0,5
16,28,38,0,5
16,28,39,0,5
16,28,40,0,5
16,28,41,0,5
16,28,42,0,5
16,28,43,0,5
16,28,44,1,5
16,28,45,0,5
16,28,46,0,5
16,28,47,0,5
16,28,48,0,5
16,28,49,0,5
16,28,50,0,5
16,28,51,0,5
16,28,52,0,5
16,28,53,0,5
16,28,54,0,5
16,28,55,0,5
16,28,56,0,5
16,28,57,0,5
16,28,58,0,5
16,28,59,0,5
16,28,60,0,5
16,28,61,0,5
16,28,62,1,5
16,28,63,1,5
16,28,64,0,5
16,28,65,0,5
16,28,66,0,5
16,28,67,1,5
16,28,68,0,5
16,28,69,1,5
16,28,70,0,5
16,28,71,0,5
16,28,72,0,5
16,28,73,0,5
16,28,74,0,5
16,28,75,0,5
16,28,76,0,5
16,28,77,0,5
16,28,78,0,5
16,28,79,0,5
16,28,80,0,5
16,28,81,1,5
16,28,82,0,5
16,28,83,0,5
16,28,84,0,5
16,28,85,1,5
16,28,86,0,5
16,28,87,0,5
16,28,88,0,5
16,28,89,0,5
16,28,90,0,5
16,28,91,0,5
16,28,92,0,5
16,28,93,0,5
16,28,94,0,5
16,28,95,1,5
16,28,96,0,5
16,28,97,0,5
16,28,98,0,5
16,28,99,0,5
16,28,100,0,5
16,28,101,1,5
16,28,102,0,5
16,28,103,0,5
16,28,104,0,5
16,28,105,0,5
16,28,106,0,5
16,28,107,0,5
16,28,108,0,5
16,28,109,0,5
16,28,110,0,5
16,28,111,0,5
16,28,112,0,5
16,28,113,0,5
16,28,114,0,5
16,28,115,0,5
16,28,116,0,5
16,28,117,0,5
16,28,118,0,5
16,28,119,0,5
16,28,120,1,5
16,28,121,0,5
16,28,122,0,5
16,28,123,0,5
16,28,124,0,5
16,28,125,1,5
16,28,126,0,5
16,28,127,0,5
16,28,128,1,5
16,28,129,0,5
16,28,130,0,5
16,28,131,0,5
16,28,132,0,5
16,28,133,1,5
16,28,134,0,5
16,28,135,1,5
16,28,136,0,5
16,28,137,1,5
16,28,138,0,5
16,28,139,0,5
16,28,140,0,5
16,28,141,0,5
16,28,142,1,5
16,28,143,0,5
16,28,144,0,5
16,28,145,1,5
16,28,146,1,5
16,28,147,0,5
16,28,148,0,5
16,28,149,0,5
16,28,150,1,5
16,28,151,1,5
16,28,152,0,5
16,28,153,0,5
16,28,154,0,5
16,28,155,0,5
16,28,156,1,5
16,28,157,0,5
16,28,158,0,5
16,28,159,1,5
16,28,160,0,5
16,28,161,0,5
16,28,162,0,5
16,28,163,0,5
16,28,164,0,5
16,28,165,1,5
16,28,166,0,5
16,28,167,0,5
16,28,168,0,5
16,28,169,1,5
16,28,170,0,5
16,28,171,1,5
16,28,172,0,5
16,28,173,0,5
16,28,174,0,5
16,28,175,1,5
16,28,176,0,5
16,28,177,0,5
16,28,178,0,5
16,28,179,0,5
16,28,180,0,5
16,28,181,0,5
16,28,182,0,5
16,28,183,0,5
16,28,184,0,5
16,28,185,0,5
16,28,186,0,5
16,28,187,0,5
16,28,188,0,5
16,28,189,0,5
16,28,190,1,5
16,28,191,0,5
16,28,192,1,5
16,28,193,0,5
16,28,194,0,5
16,28,195,0,5
16,28,196,0,5
16,28,197,1,5
16,28,198,0,5
16,28,199,0,5
16,28,200,0,5
16,28,201,0,5
16,28,202,1,5
16,28,203,1,5
16,28,204,0,5
16,28,205,0,5
16,28,206,1,5
16,28,207,0,5
16,28,208,0,5
16,28,209,0,5
16,28,210,0,5
16,28,211,0,5
16,28,212,0,5
16,28,213,0,5
16,28,214,0,5
16,28,215,0,5
16,28,216,0,5
16,28,217,0,5
16,28,218,0,5
16,28,219,0,5
16,28,220,0,5
16,28,221,0,5
16,28,222,1,5
16,28,223,0,5
16,28,224,0,5
16,28,225,1,5
16,28,226,0,5
16,28,227,1,5
16,28,228,0,5
16,28,229,0,5
16,28,230,0,5
16,28,231,0,5
16,28,232,0,5
16,28,233,0,5
16,28,234,0,5
16,28,235,1,5
16,28,236,0,5
16,28,237,1,5
16,28,238,0,5
16,28,239,0,5
16,28,240,0,5
16,28,241,0,5
16,28,242,1,5
16,28,243,0,5
16,28,244,0,5
16,28,245,0,5
16,28,246,0,5
16,28,247,0,5
16,28,248,0,5
16,28,249,0,5
16,28,250,0,5
16,28,251,0,5
16,28,252,0,5
16,28,253,0,5
16,28,254,0,5
16,28,255,0,5
16,28,256,0,5
16,28,257,1,5
16,28,258,0,5
16,28,259,0,5
16,28,260,0,5
16,28,261,0,5
16,28,262,0,5
16,28,263,0,5
16,28,264,0,5
16,28,265,1,5
16,28,266,0,5
16,28,267,1,5
16,28,268,0,5
16,28,269,0,5
16,28,270,0,5
16,28,271,0,5
16,28,272,1,5
16,28,273,1,5
16,28,274,1,5
16,28,275,0,5
16,28,276,1,5
16,28,277,1,5
16,28,278,0,5
16,28,279,0,5
16,28,280,0,5
16,28,281,0,5
16,28,282,0,5
16,28,283,0,5
16,28,284,0,5
16,28,285,0,5
16,28,286,0,5
16,28,287,0,5
16,28,288,0,5
16,28,289,0,5
16,28,290,0,5
16,28,291,1,5
16,28,292,1,5
16,28,293,1,5
16,28,294,0,5
16,28,295,0,5
16,28,296,0,5
16,28,297,0,5
16,28,298,0,5
16,28,299,0,5
16,28,300,1,5
16,28,301,0,5
16,28,302,0,5
16,28,303,0,5
16,28,304,1,5
16,28,305,0,5
16,28,306,0,5
16,28,307,0,5
16,28,308,0,5
16,28,309,0,5
16,28,310,1,5
16,28,311,0,5
16,28,312,0,5
16,28,313,0,5
16,28,314,0,5
16,28,315,0,5
16,28,316,0,5
16,28,317,0,5
16,28,318,0,5
16,28,319,0,5
16,28,320,1,5
16,28,321,1,5
16,28,322,0,5
16,28,323,0,5
16,28,324,0,5
16,28,325,0,5
16,28,326,0,5
16,28,327,0,5
16,28,328,0,5
16,28,329,0,5
16,28,330,0,5
16,28,331,1,5
16,28,332,1,5
16,28,333,0,5
16,28,334,1,5
16,28,335,0,5
16,28,336,0,5
16,28,337,1,5
16,28,338,0,5
16,28,339,0,5
16,28,340,0,5
16,28,341,0,5
16,28,342,0,5
16,28,343,0,5
16,28,344,1,5
16,28,345,1,5
16,28,346,0,5
16,28,347,0,5
16,28,348,1,5
16,28,349,0,5
16,28,350,0,5
16,28,351,0,5
16,28,352,1,5
16,28,353,0,5
16,28,354,0,5
16,28,355,0,5
16,28,356,1,5
16,28,357,0,5
16,28,358,1,5
16,28,359,0,5
16,28,360,0,5
16,28,361,0,5
16,28,362,0,5
16,28,363,0,5
16,28,364,0,5
16,28,365,0,5
16,28,366,0,5
16,28,367,0,5
16,28,368,0,5
16,28,369,0,5
16,28,370,0,5
16,28,371,0,5
16,28,372,1,5
16,28,373,0,5
16,28,374,1,5
16,28,375,0,5
16,28,376,0,5
16,28,377,1,5
16,28,378,0,5
16,28,379,0,5
16,28,380,0,5
16,28,381,0,5
16,28,382,1,5
16,28,383,0,5
16,28,384,0,5
16,28,385,0,5
16,28,386,0,5
16,28,387,0,5
16,28,388,0,5
16,28,389,0,5
16,28,390,1,5
16,28,391,0,5
16,28,392,0,5
16,28,393,1,5
16,28,394,0,5
16,28,395,0,5
16,28,396,0,5
16,28,397,1,5
16,28,398,0,5
16,28,399,1,5
16,28,400,1,5
16,29,1,1,5
16,29,2,0,5
16,29,3,1,5
16,29,4,0,5
16,29,5,1,5
16,29,6,0,5
16,29,7,0,5
16,29,8,1,5
16,29,9,1,5
16,29,10,0,5
16,29,11,0,5
16,29,12,0,5
16,29,13,0,5
16,29,14,0,5
16,29,15,0,5
16,29,16,0,5
16,29,17,0,5
16,29,18,0,5
16,29,19,0,5
16,29,20,1,5
16,29,21,0,5
16,29,22,1,5
16,29,23,0,5
16,29,24,0,5
16,29,25,0,5
16,29,26,0,5
16,29,27,0,5
16,29,28,1,5
16,29,29,0,5
16,29,30,0,5
16,29,31,0,5
16,29,32,0,5
16,29,33,0,5
16,29,34,1,5
16,29,35,0,5
16,29,36,0,5
16,29,37,0,5
16,29,38,0,5
16,29,39,0,5
16,29,40,0,5
16,29,41,1,5
16,29,42,0,5
16,29,43,0,5
16,29,44,1,5
16,29,45,0,5
16,29,46,0,5
16,29,47,0,5
16,29,48,0,5
16,29,49,0,5
16,29,50,0,5
16,29,51,0,5
16,29,52,0,5
16,29,53,0,5
16,29,54,1,5
16,29,55,1,5
16,29,56,0,5
16,29,57,0,5
16,29,58,0,5
16,29,59,0,5
16,29,60,1,5
16,29,61,1,5
16,29,62,0,5
16,29,63,0,5
16,29,64,0,5
16,29,65,1,5
16,29,66,1,5
16,29,67,1,5
16,29,68,0,5
16,29,69,0,5
16,29,70,1,5
16,29,71,0,5
16,29,72,0,5
16,29,73,0,5
16,29,74,0,5
16,29,75,1,5
16,29,76,0,5
16,29,77,0,5
16,29,78,0,5
16,29,79,2,5
16,29,80,0,5
16,29,81,0,5
16,29,82,1,5
16,29,83,0,5
16,29,84,0,5
16,29,85,0,5
16,29,86,0,5
16,29,87,0,5
16,29,88,0,5
16,29,89,0,5
16,29,90,1,5
16,29,91,0,5
16,29,92,0,5
16,29,93,0,5
16,29,94,0,5
16,29,95,1,5
16,29,96,0,5
16,29,97,1,5
16,29,98,0,5
16,29,99,1,5
16,29,100,0,5
16,29,101,0,5
16,29,102,0,5
16,29,103,0,5
16,29,104,0,5
16,29,105,0,5
16,29,106,0,5
16,29,107,0,5
16,29,108,0,5
16,29,109,0,5
16,29,110,0,5
16,29,111,0,5
16,29,112,1,5
16,29,113,1,5
16,29,114,1,5
16,29,115,0,5
16,29,116,1,5
16,29,117,0,5
16,29,118,0,5
16,29,119,0,5
16,29,120,1,5
16,29,121,1,5
16,29,122,0,5
16,29,123,0,5
16,29,124,1,5
16,29,125,0,5
16,29,126,1,5
16,29,127,1,5
16,29,128,0,5
16,29,129,1,5
16,29,130,0,5
16,29,131,1,5
16,29,132,0,5
16,29,133,0,5
16,29,134,0,5
16,29,135,0,5
16,29,136,1,5
16,29,137,0,5
16,29,138,0,5
16,29,139,1,5
16,29,140,0,5
16,29,141,0,5
16,29,142,1,5
16,29,143,0,5
16,29,144,1,5
16,29,145,0,5
16,29,146,0,5
16,29,147,1,5
16,29,148,0,5
16,29,149,0,5
16,29,150,1,5
16,29,151,0,5
16,29,152,0,5
16,29,153,1,5
16,29,154,0,5
16,29,155,0,5
16,29,156,1,5
16,29,157,0,5
16,29,158,0,5
16,29,159,0,5
16,29,160,0,5
16,29,161,0,5
16,29,162,1,5
16,29,163,0,5
16,29,164,0,5
16,29,165,0,5
16,29,166,1,5
16,29,167,0,5
16,29,168,1,5
16,29,169,0,5
16,29,170,0,5
16,29,171,1,5
16,29,172,0,5
16,29,173,0,5
16,29,174,0,5
16,29,175,0,5
16,29,176,0,5
16,29,177,1,5
16,29,178,0,5
16,29,179,0,5
16,29,180,0,5
16,29,181,0,5
16,29,182,1,5
16,29,183,1,5
16,29,184,0,5
16,29,185,1,5
16,29,186,0,5
16,29,187,0,5
16,29,188,1,5
16,29,189,2,5
16,29,190,1,5
16,29,191,1,5
16,29,192,0,5
16,29,193,0,5
16,29,194,1,5
16,29,195,1,5
16,29,196,1,5
16,29,197,0,5
16,29,198,1,5
16,29,199,0,5
16,29,200,0,5
16,29,201,0,5
16,29,202,1,5
16,29,203,0,5
16,29,204,0,5
16,29,205,1,5
16,29,206,0,5
16,29,207,0,5
16,29,208,0,5
16,29,209,0,5
16,29,210,0,5
16,29,211,0,5
16,29,212,0,5
16,29,213,1,5
16,29,214,0,5
16,29,215,0,5
16,29,216,0,5
16,29,217,1,5
16,29,218,1,5
16,29,219,0,5
16,29,220,1,5
16,29,221,0,5
16,29,222,0,5
16,29,223,0,5
16,29,224,0,5
16,29,225,0,5
16,29,226,1,5
16,29,227,0,5
16,29,228,1,5
16,29,229,0,5
16,29,230,0,5
16,29,231,0,5
16,29,232,0,5
16,29,233,0,5
16,29,234,0,5
16,29,235,0,5
16,29,236,0,5
16,29,237,0,5
16,29,238,1,5
16,29,239,0,5
16,29,240,1,5
16,29,241,0,5
16,29,242,0,5
16,29,243,0,5
16,29,244,0,5
16,29,245,0,5
16,29,246,0,5
16,29,247,1,5
16,29,248,0,5
16,29,249,0,5
16,29,250,0,5
16,29,251,0,5
16,29,252,0,5
16,29,253,1,5
16,29,254,1,5
16,29,255,1,5
16,29,256,1,5
16,29,257,0,5
16,29,258,1,5
16,29,259,0,5
16,29,260,1,5
16,29,261,0,5
16,29,262,0,5
16,29,263,0,5
16,29,264,0,5
16,29,265,0,5
16,29,266,1,5
16,29,267,1,5
16,29,268,0,5
16,29,269,0,5
16,29,270,0,5
16,29,271,0,5
16,29,272,0,5
16,29,273,0,5
16,29,274,0,5
16,29,275,0,5
16,29,276,0,5
16,29,277,0,5
16,29,278,0,5
16,29,279,0,5
16,29,280,0,5
16,29,281,0,5
16,29,282,1,5
16,29,283,0,5
16,29,284,1,5
16,29,285,1,5
16,29,286,0,5
16,29,287,1,5
16,29,288,0,5
16,29,289,0,5
16,29,290,0,5
16,29,291,1,5
16,29,292,0,5
16,29,293,1,5
16,29,294,1,5
16,29,295,1,5
16,29,296,0,5
16,29,297,1,5
16,29,298,1,5
16,29,299,0,5
16,29,300,0,5
16,29,301,1,5
16,29,302,0,5
16,29,303,0,5
16,29,304,0,5
16,29,305,0,5
16,29,306,0,5
16,29,307,0,5
16,29,308,1,5
16,29,309,1,5
16,29,310,1,5
16,29,311,0,5
16,29,312,0,5
16,29,313,0,5
16,29,314,0,5
16,29,315,1,5
16,29,316,1,5
16,29,317,0,5
16,29,318,1,5
16,29,319,1,5
16,29,320,0,5
16,29,321,0,5
16,29,322,0,5
16,29,323,0,5
16,29,324,1,5
16,29,325,0,5
16,29,326,1,5
16,29,327,0,5
16,29,328,0,5
16,29,329,1,5
16,29,330,0,5
16,29,331,0,5
16,29,332,1,5
16,29,333,0,5
16,29,334,0,5
16,29,335,1,5
16,29,336,1,5
16,29,337,0,5
16,29,338,0,5
16,29,339,0,5
16,29,340,0,5
16,29,341,1,5
16,29,342,0,5
16,29,343,1,5
16,29,344,0,5
16,29,345,1,5
16,29,346,0,5
16,29,347,0,5
16,29,348,0,5
16,29,349,1,5
16,29,350,1,5
16,29,351,0,5
16,29,352,0,5
16,29,353,1,5
16,29,354,0,5
16,29,355,0,5
16,29,356,0,5
16,29,357,1,5
16,29,358,1,5
16,29,359,0,5
16,29,360,1,5
16,29,361,0,5
16,29,362,0,5
16,29,363,1,5
16,29,364,0,5
16,29,365,0,5
16,29,366,0,5
16,29,367,1,5
16,29,368,0,5
16,29,369,0,5
16,29,370,0,5
16,29,371,0,5
16,29,372,1,5
16,29,373,0,5
16,29,374,1,5
16,29,375,0,5
16,29,376,0,5
16,29,377,0,5
16,29,378,1,5
16,29,379,0,5
16,29,380,0,5
16,29,381,0,5
16,29,382,0,5
16,29,383,0,5
16,29,384,0,5
16,29,385,1,5
16,29,386,1,5
16,29,387,1,5
16,29,388,0,5
16,29,389,0,5
16,29,390,0,5
16,29,391,1,5
16,29,392,1,5
16,29,393,0,5
16,29,394,0,5
16,29,395,1,5
16,29,396,1,5
16,29,397,0,5
16,29,398,0,5
16,29,399,1,5
16,29,400,1,5
16,31,1,1,5
16,31,2,0,5
16,31,3,1,5
16,31,4,2,5
16,31,5,1,5
16,31,6,0,5
16,31,7,0,5
16,31,8,1,5
16,31,9,0,5
16,31,10,1,5
16,31,11,1,5
16,31,12,1,5
16,31,13,0,5
16,31,14,0,5
16,31,15,0,5
16,31,16,0,5
16,31,17,0,5
16,31,18,0,5
16,31,19,0,5
16,31,20,0,5
16,31,21,1,5
16,31,22,1,5
16,31,23,0,5
16,31,24,1,5
16,31,25,0,5
16,31,26,1,5
16,31,27,1,5
16,31,28,0,5
16,31,29,1,5
16,31,30,0,5
16,31,31,1,5
16,31,32,0,5
16,31,33,0,5
16,31,34,0,5
16,31,35,1,5
16,31,36,0,5
16,31,37,0,5
16,31,38,1,5
16,31,39,1,5
16,31,40,1,5
16,31,41,1,5
16,31,42,1,5
16,31,43,0,5
16,31,44,0,5
16,31,45,1,5
16,31,46,0,5
16,31,47,0,5
16,31,48,0,5
16,31,49,0,5
16,31,50,0,5
16,31,51,1,5
16,31,52,1,5
16,31,53,1,5
16,31,54,0,5
16,31,55,1,5
16,31,56,0,5
16,31,57,0,5
16,31,58,0,5
16,31,59,1,5
16,31,60,0,5
16,31,61,2,5
16,31,62,1,5
16,31,63,1,5
16,31,64,1,5
16,31,65,1,5
16,31,66,1,5
16,31,67,1,5
16,31,68,1,5
16,31,69,1,5
16,31,70,0,5
16,31,71,0,5
16,31,72,0,5
16,31,73,2,5
16,31,74,0,5
16,31,75,1,5
16,31,76,1,5
16,31,77,1,5
16,31,78,0,5
16,31,79,0,5
16,31,80,0,5
16,31,81,0,5
16,31,82,0,5
16,31,83,1,5
16,31,84,0,5
16,31,85,0,5
16,31,86,1,5
16,31,87,2,5
16,31,88,0,5
16,31,89,1,5
16,31,90,0,5
16,31,91,0,5
16,31,92,1,5
16,31,93,0,5
16,31,94,0,5
16,31,95,1,5
16,31,96,1,5
16,31,97,0,5
16,31,98,1,5
16,31,99,0,5
16,31,100,1,5
16,31,101,1,5
16,31,102,0,5
16,31,103,1,5
16,31,104,0,5
16,31,105,0,5
16,31,106,0,5
16,31,107,1,5
16,31,108,0,5
16,31,109,0,5
16,31,110,1,5
16,31,111,1,5
16,31,112,1,5
16,31,113,1,5
16,31,114,0,5
16,31,115,0,5
16,31,116,0,5
16,31,117,0,5
16,31,118,1,5
16,31,119,0,5
16,31,120,1,5
16,31,121,1,5
16,31,122,1,5
16,31,123,0,5
16,31,124,1,5
16,31,125,1,5
16,31,126,1,5
16,31,127,0,5
16,31,128,1,5
16,31,129,1,5
16,31,130,0,5
16,31,131,1,5
16,31,132,0,5
16,31,133,1,5
16,31,134,1,5
16,31,135,1,5
16,31,136,1,5
16,31,137,0,5
16,31,138,0,5
16,31,139,0,5
16,31,140,1,5
16,31,141,1,5
16,31,142,0,5
16,31,143,1,5
16,31,144,1,5
16,31,145,1,5
16,31,146,0,5
16,31,147,1,5
16,31,148,1,5
16,31,149,0,5
16,31,150,1,5
16,31,151,0,5
16,31,152,1,5
16,31,153,1,5
16,31,154,1,5
16,31,155,1,5
16,31,156,0,5
16,31,157,0,5
16,31,158,1,5
16,31,159,0,5
16,31,160,0,5
16,31,161,0,5
16,31,162,1,5
16,31,163,0,5
16,31,164,1,5
16,31,165,1,5
16,31,166,1,5
16,31,167,1,5
16,31,168,0,5
16,31,169,1,5
16,31,170,1,5
16,31,171,0,5
16,31,172,0,5
16,31,173,1,5
16,31,174,0,5
16,31,175,1,5
16,31,176,1,5
16,31,177,1,5
16,31,178,0,5
16,31,179,1,5
16,31,180,1,5
16,31,181,1,5
16,31,182,0,5
16,31,183,1,5
16,31,184,0,5
16,31,185,1,5
16,31,186,0,5
16,31,187,2,5
16,31,188,0,5
16,31,189,0,5
16,31,190,0,5
16,31,191,0,5
16,31,192,0,5
16,31,193,1,5
16,31,194,2,5
16,31,195,0,5
16,31,196,0,5
16,31,197,2,5
