N,M,id,E,solved
16,79,182,2,0
16,79,183,3,0
16,79,184,2,0
16,79,185,3,0
16,79,186,2,0
16,79,187,3,0
16,79,188,3,0
16,79,189,2,0
16,79,190,3,0
16,79,191,3,0
16,79,192,2,0
16,79,193,2,0
16,79,194,2,0
16,79,195,1,0
16,79,196,3,0
16,79,197,2,0
16,79,198,1,0
16,79,199,2,0
16,79,200,2,0
16,79,201,3,0
16,79,202,2,0
16,79,203,3,0
16,79,204,2,0
16,79,205,2,0
16,79,206,2,0
16,79,207,3,0
16,79,208,2,0
16,79,209,3,0
16,79,210,3,0
16,79,211,1,0
16,79,212,2,0
16,79,213,2,0
16,79,214,2,0
16,79,215,2,0
16,79,216,2,0
16,79,217,3,0
16,79,218,3,0
16,79,219,1,0
16,79,220,2,0
16,79,221,2,0
16,79,222,1,0
16,79,223,3,0
16,79,224,1,0
16,79,225,1,0
16,79,226,3,0
16,79,227,3,0
16,79,228,2,0
16,79,229,2,0
16,79,230,2,0
16,79,231,2,0
16,79,232,3,0
16,79,233,3,0
16,79,234,2,0
16,79,235,3,0
16,79,236,2,0
16,79,237,2,0
16,79,238,1,0
16,79,239,3,0
16,79,240,2,0
16,79,241,2,0
16,79,242,0,1
16,79,243,2,0
16,79,244,2,0
16,79,245,2,0
16,79,246,2,0
16,79,247,2,0
16,79,248,2,0
16,79,249,4,0
16,79,250,3,0
16,79,251,1,0
16,79,252,2,0
16,79,253,3,0
16,79,254,2,0
16,79,255,2,0
16,79,256,1,0
16,79,257,1,0
16,79,258,1,0
16,79,259,3,0
16,79,260,3,0
16,79,261,1,0
16,79,262,3,0
16,79,263,3,0
16,79,264,1,0
16,79,265,3,0
16,79,266,3,0
16,79,267,4,0
16,79,268,3,0
16,79,269,2,0
16,79,270,2,0
16,79,271,3,0
16,79,272,1,0
16,79,273,3,0
16,79,274,3,0
16,79,275,2,0
16,79,276,2,0
16,79,277,3,0
16,79,278,3,0
16,79,279,2,0
16,79,280,3,0
16,79,281,2,0
16,79,282,3,0
16,79,283,2,0
16,79,284,2,0
16,79,285,2,0
16,79,286,2,0
16,79,287,2,0
16,79,288,2,0
16,79,289,2,0
16,79,290,3,0
16,79,291,1,0
16,79,292,2,0
16,79,293,2,0
16,79,294,2,0
16,79,295,2,0
16,79,296,3,0
16,79,297,3,0
16,79,298,2,0
16,79,299,2,0
16,79,300,2,0
16,79,301,2,0
16,79,302,2,0
16,79,303,1,0
16,79,304,2,0
16,79,305,2,0
16,79,306,1,0
16,79,307,4,0
16,79,308,3,0
16,79,309,2,0
16,79,310,4,0
16,79,311,2,0
16,79,312,2,0
16,79,313,2,0
16,79,314,2,0
16,79,315,1,0
16,79,316,1,0
16,79,317,2,0
16,79,318,3,0
16,79,319,2,0
16,79,320,2,0
16,79,321,3,0
16,79,322,3,0
16,79,323,1,0
16,79,324,3,0
16,79,325,3,0
16,79,326,2,0
16,79,327,2,0
16,79,328,1,0
16,79,329,3,0
16,79,330,2,0
16,79,331,2,0
16,79,332,2,0
16,79,333,2,0
16,79,334,2,0
16,79,335,2,0
16,79,336,2,0
16,79,337,3,0
16,79,338,2,0
16,79,339,2,0
16,79,340,3,0
16,79,341,2,0
16,79,342,2,0
16,79,343,2,0
16,79,344,2,0
16,79,345,2,0
16,79,346,3,0
16,79,347,2,0
16,79,348,3,0
16,79,349,3,0
16,79,350,3,0
16,79,351,1,0
16,79,352,2,0
16,79,353,1,0
16,79,354,3,0
16,79,355,3,0
16,79,356,3,0
16,79,357,2,0
16,79,358,2,0
16,79,359,3,0
16,79,360,2,0
16,79,361,1,0
16,79,362,2,0
16,79,363,2,0
16,79,364,2,0
16,79,365,2,0
16,79,366,2,0
16,79,367,3,0
16,79,368,1,0
16,79,369,3,0
16,79,370,2,0
16,79,371,1,0
16,79,372,3,0
16,79,373,1,0
16,79,374,3,0
16,79,375,3,0
16,79,376,4,0
16,79,377,2,0
16,79,378,2,0
16,79,379,3,0
16,79,380,1,0
16,79,381,3,0
16,79,382,2,0
16,79,383,2,0
16,79,384,2,0
16,79,385,3,0
16,79,386,3,0
16,79,387,1,0
16,79,388,2,0
16,79,389,2,0
16,79,390,2,0
16,79,391,3,0
16,79,392,2,0
16,79,393,2,0
16,79,394,2,0
16,79,395,2,0
16,79,396,3,0
16,79,397,3,0
16,79,398,3,0
16,79,399,2,0
16,79,400,3,0
16,82,1,3,0
16,82,2,3,0
16,82,3,3,0
16,82,4,4,0
16,82,5,3,0
16,82,6,2,0
16,82,7,3,0
16,82,8,2,0
16,82,9,3,0
16,82,10,2,0
16,82,11,3,0
16,82,12,3,0
16,82,13,3,0
16,82,14,2,0
16,82,15,2,0
16,82,16,4,0
16,82,17,3,0
16,82,18,2,0
16,82,19,3,0
16,82,20,3,0
16,82,21,1,0
16,82,22,3,0
16,82,23,2,0
16,82,24,2,0
16,82,25,2,0
16,82,26,3,0
16,82,27,3,0
16,82,28,2,0
16,82,29,3,0
16,82,30,2,0
16,82,31,2,0
16,82,32,2,0
16,82,33,2,0
16,82,34,2,0
16,82,35,3,0
16,82,36,2,0
16,82,37,3,0
16,82,38,3,0
16,82,39,2,0
16,82,40,2,0
16,82,41,2,0
16,82,42,3,0
16,82,43,2,0
16,82,44,2,0
16,82,45,3,0
16,82,46,3,0
16,82,47,4,0
16,82,48,4,0
16,82,49,3,0
16,82,50,3,0
16,82,51,4,0
16,82,52,2,0
16,82,53,2,0
16,82,54,3,0
16,82,55,3,0
16,82,56,2,0
16,82,57,3,0
16,82,58,2,0
16,82,59,3,0
16,82,60,3,0
16,82,61,4,0
16,82,62,2,0
16,82,63,3,0
16,82,64,3,0
16,82,65,3,0
16,82,66,3,0
16,82,67,4,0
16,82,68,4,0
16,82,69,3,0
16,82,70,2,0
16,82,71,2,0
16,82,72,2,0
16,82,73,3,0
16,82,74,1,0
16,82,75,3,0
16,82,76,3,0
16,82,77,3,0
16,82,78,2,0
16,82,79,4,0
16,82,80,3,0
16,82,81,3,0
16,82,82,4,0
16,82,83,3,0
16,82,84,2,0
16,82,85,2,0
16,82,86,3,0
16,82,87,3,0
16,82,88,3,0
16,82,89,2,0
16,82,90,2,0
16,82,91,3,0
16,82,92,3,0
16,82,93,3,0
16,82,94,3,0
16,82,95,3,0
16,82,96,2,0
16,82,97,3,0
16,82,98,3,0
16,82,99,3,0
16,82,100,3,0
16,82,101,2,0
16,82,102,3,0
16,82,103,2,0
16,82,104,2,0
16,82,105,3,0
16,82,106,2,0
16,82,107,3,0
16,82,108,2,0
16,82,109,2,0
16,82,110,2,0
16,82,111,2,0
16,82,112,2,0
16,82,113,3,0
16,82,114,1,0
16,82,115,3,0
16,82,116,3,0
16,82,117,2,0
16,82,118,2,0
16,82,119,2,0
16,82,120,3,0
16,82,121,2,0
16,82,122,3,0
16,82,123,3,0
16,82,124,2,0
16,82,125,2,0
16,82,126,3,0
16,82,127,2,0
16,82,128,2,0
16,82,129,4,0
16,82,130,3,0
16,82,131,3,0
16,82,132,3,0
16,82,133,4,0
16,82,134,3,0
16,82,135,3,0
16,82,136,4,0
16,82,137,3,0
16,82,138,1,0
16,82,139,3,0
16,82,140,2,0
16,82,141,3,0
16,82,142,2,0
16,82,143,3,0
16,82,144,3,0
16,82,145,3,0
16,82,146,2,0
16,82,147,1,0
16,82,148,3,0
16,82,149,3,0
16,82,150,3,0
16,82,151,3,0
16,82,152,4,0
16,82,153,3,0
16,82,154,2,0
16,82,155,3,0
16,82,156,3,0
16,82,157,3,0
16,82,158,4,0
16,82,159,3,0
16,82,160,3,0
16,82,161,3,0
16,82,162,3,0
16,82,163,3,0
16,82,164,2,0
16,82,165,1,0
16,82,166,3,0
16,82,167,2,0
16,82,168,1,0
16,82,169,3,0
16,82,170,3,0
16,82,171,3,0
16,82,172,3,0
16,82,173,4,0
16,82,174,3,0
16,82,175,3,0
16,82,176,3,0
16,82,177,2,0
16,82,178,3,0
16,82,179,2,0
16,82,180,2,0
16,82,181,4,0
16,82,182,3,0
16,82,183,3,0
16,82,184,2,0
16,82,185,4,0
16,82,186,2,0
16,82,187,4,0
16,82,188,3,0
16,82,189,3,0
16,82,190,3,0
16,82,191,2,0
16,82,192,2,0
16,82,193,1,0
16,82,194,2,0
16,82,195,2,0
16,82,196,2,0
16,82,197,2,0
16,82,198,1,0
16,82,199,3,0
16,82,200,3,0
16,82,201,2,0
16,82,202,2,0
16,82,203,2,0
16,82,204,3,0
16,82,205,2,0
16,82,206,3,0
16,82,207,4,0
16,82,208,2,0
16,82,209,4,0
16,82,210,3,0
16,82,211,1,0
16,82,212,4,0
16,82,213,3,0
16,82,214,3,0
16,82,215,1,0
16,82,216,2,0
16,82,217,3,0
16,82,218,4,0
16,82,219,2,0
16,82,220,2,0
16,82,221,3,0
16,82,222,3,0
16,82,223,2,0
16,82,224,3,0
16,82,225,4,0
16,82,226,3,0
16,82,227,2,0
16,82,228,3,0
16,82,229,2,0
16,82,230,2,0
16,82,231,2,0
16,82,232,2,0
16,82,233,4,0
16,82,234,3,0
16,82,235,2,0
16,82,236,3,0
16,82,237,3,0
16,82,238,2,0
16,82,239,2,0
16,82,240,3,0
16,82,241,3,0
16,82,242,3,0
16,82,243,2,0
16,82,244,4,0
16,82,245,4,0
16,82,246,1,0
16,82,247,2,0
16,82,248,2,0
16,82,249,3,0
16,82,250,4,0
16,82,251,3,0
16,82,252,2,0
16,82,253,2,0
16,82,254,3,0
16,82,255,2,0
16,82,256,3,0
16,82,257,3,0
16,82,258,2,0
16,82,259,3,0
16,82,260,2,0
16,82,261,1,0
16,82,262,3,0
16,82,263,3,0
16,82,264,4,0
16,82,265,2,0
16,82,266,3,0
16,82,267,3,0
16,82,268,2,0
16,82,269,1,0
16,82,270,2,0
16,82,271,2,0
16,82,272,2,0
16,82,273,3,0
16,82,274,2,0
16,82,275,2,0
16,82,276,2,0
16,82,277,3,0
16,82,278,3,0
16,82,279,2,0
16,82,280,3,0
16,82,281,3,0
16,82,282,3,0
16,82,283,2,0
16,82,284,3,0
16,82,285,4,0
16,82,286,1,0
16,82,287,3,0
16,82,288,4,0
16,82,289,2,0
16,82,290,3,0
16,82,291,3,0
16,82,292,3,0
16,82,293,2,0
16,82,294,3,0
16,82,295,3,0
16,82,296,3,0
16,82,297,3,0
16,82,298,4,0
16,82,299,2,0
16,82,300,3,0
16,82,301,3,0
16,82,302,3,0
16,82,303,2,0
16,82,304,3,0
16,82,305,3,0
16,82,306,2,0
16,82,307,2,0
16,82,308,3,0
16,82,309,3,0
16,82,310,2,0
16,82,311,4,0
16,82,312,3,0
16,82,313,3,0
16,82,314,3,0
16,82,315,3,0
16,82,316,4,0
16,82,317,2,0
16,82,318,3,0
16,82,319,4,0
16,82,320,2,0
16,82,321,1,0
16,82,322,2,0
16,82,323,3,0
16,82,324,4,0
16,82,325,2,0
16,82,326,4,0
16,82,327,2,0
16,82,328,4,0
16,82,329,2,0
16,82,330,3,0
16,82,331,3,0
16,82,332,2,0
16,82,333,2,0
16,82,334,3,0
16,82,335,3,0
16,82,336,3,0
16,82,337,1,0
16,82,338,3,0
16,82,339,4,0
16,82,340,3,0
16,82,341,2,0
16,82,342,2,0
16,82,343,2,0
16,82,344,2,0
16,82,345,3,0
16,82,346,3,0
16,82,347,1,0
16,82,348,2,0
16,82,349,2,0
16,82,350,3,0
16,82,351,2,0
16,82,352,3,0
16,82,353,3,0
16,82,354,3,0
16,82,355,2,0
16,82,356,3,0
16,82,357,3,0
16,82,358,2,0
16,82,359,3,0
16,82,360,3,0
16,82,361,3,0
16,82,362,2,0
16,82,363,3,0
16,82,364,3,0
16,82,365,2,0
16,82,366,5,0
16,82,367,3,0
16,82,368,3,0
16,82,369,3,0
16,82,370,2,0
16,82,371,3,0
16,82,372,3,0
16,82,373,2,0
16,82,374,2,0
16,82,375,2,0
16,82,376,2,0
16,82,377,2,0
16,82,378,3,0
16,82,379,3,0
16,82,380,2,0
16,82,381,4,0
16,82,382,3,0
16,82,383,2,0
16,82,384,2,0
16,82,385,2,0
16,82,386,3,0
16,82,387,2,0
16,82,388,3,0
16,82,389,2,0
16,82,390,3,0
16,82,391,3,0
16,82,392,3,0
16,82,393,4,0
16,82,394,2,0
16,82,395,2,0
16,82,396,4,0
16,82,397,2,0
16,82,398,2,0
16,82,399,2,0
16,82,400,3,0
16,86,1,3,0
16,86,2,3,0
16,86,3,4,0
16,86,4,3,0
16,86,5,3,0
16,86,6,4,0
16,86,7,4,0
16,86,8,4,0
16,86,9,4,0
16,86,10,4,0
16,86,11,4,0
16,86,12,3,0
16,86,13,3,0
16,86,14,4,0
16,86,15,3,0
16,86,16,4,0
16,86,17,2,0
16,86,18,3,0
16,86,19,3,0
16,86,20,3,0
16,86,21,3,0
16,86,22,2,0
16,86,23,3,0
16,86,24,2,0
16,86,25,3,0
16,86,26,4,0
16,86,27,4,0
16,86,28,2,0
16,86,29,4,0
16,86,30,4,0
16,86,31,4,0
16,86,32,3,0
16,86,33,4,0
16,86,34,3,0
16,86,35,2,0
16,86,36,2,0
16,86,37,4,0
16,86,38,3,0
16,86,39,3,0
16,86,40,4,0
16,86,41,4,0
16,86,42,3,0
16,86,43,3,0
16,86,44,4,0
16,86,45,4,0
16,86,46,3,0
16,86,47,4,0
16,86,48,3,0
16,86,49,3,0
16,86,50,3,0
16,86,51,4,0
16,86,52,3,0
16,86,53,4,0
16,86,54,3,0
16,86,55,4,0
16,86,56,4,0
16,86,57,4,0
16,86,58,4,0
16,86,59,4,0
16,86,60,5,0
16,86,61,5,0
16,86,62,4,0
16,86,63,4,0
16,86,64,2,0
16,86,65,3,0
16,86,66,4,0
16,86,67,3,0
16,86,68,3,0
16,86,69,2,0
16,86,70,4,0
16,86,71,3,0
16,86,72,4,0
16,86,73,3,0
16,86,74,4,0
16,86,75,4,0
16,86,76,5,0
16,86,77,4,0
16,86,78,3,0
16,86,79,4,0
16,86,80,3,0
16,86,81,3,0
16,86,82,3,0
16,86,83,6,0
16,86,84,4,0
16,86,85,4,0
16,86,86,3,0
16,86,87,4,0
16,86,88,4,0
16,86,89,4,0
16,86,90,4,0
16,86,91,2,0
16,86,92,3,0
16,86,93,3,0
16,86,94,4,0
16,86,95,4,0
16,86,96,3,0
16,86,97,4,0
16,86,98,3,0
16,86,99,2,0
16,86,100,4,0
16,86,101,3,0
16,86,102,3,0
16,86,103,4,0
16,86,104,4,0
16,86,105,2,0
16,86,106,4,0
16,86,107,5,0
16,86,108,3,0
16,86,109,3,0
16,86,110,2,0
16,86,111,3,0
16,86,112,3,0
16,86,113,4,0
16,86,114,3,0
16,86,115,4,0
16,86,116,3,0
16,86,117,4,0
16,86,118,3,0
16,86,119,3,0
16,86,120,3,0
16,86,121,3,0
16,86,122,2,0
16,86,123,3,0
16,86,124,4,0
16,86,125,4,0
16,86,126,2,0
16,86,127,4,0
16,86,128,2,0
16,86,129,4,0
16,86,130,4,0
16,86,131,4,0
16,86,132,3,0
16,86,133,3,0
16,86,134,2,0
16,86,135,4,0
16,86,136,3,0
16,86,137,4,0
16,86,138,4,0
16,86,139,4,0
16,86,140,3,0
16,86,141,4,0
16,86,142,4,0
16,86,143,4,0
16,86,144,5,0
16,86,145,4,0
16,86,146,4,0
16,86,147,3,0
16,86,148,4,0
16,86,149,3,0
16,86,150,4,0
16,86,151,4,0
16,86,152,3,0
16,86,153,4,0
16,86,154,4,0
16,86,155,4,0
16,86,156,3,0
16,86,157,4,0
16,86,158,4,0
16,86,159,4,0
16,86,160,4,0
16,86,161,4,0
16,86,162,2,0
16,86,163,4,0
16,86,164,3,0
16,86,165,4,0
16,86,166,3,0
16,86,167,4,0
16,86,168,3,0
16,86,169,5,0
16,86,170,2,0
16,86,171,5,0
16,86,172,4,0
16,86,173,4,0
16,86,174,3,0
16,86,175,2,0
16,86,176,4,0
16,86,177,3,0
16,86,178,4,0
16,86,179,3,0
16,86,180,2,0
16,86,181,3,0
16,86,182,3,0
16,86,183,4,0
16,86,184,2,0
16,86,185,3,0
16,86,186,3,0
16,86,187,3,0
16,86,188,4,0
16,86,189,3,0
16,86,190,4,0
16,86,191,3,0
16,86,192,3,0
16,86,193,3,0
16,86,194,4,0
16,86,195,3,0
16,86,196,2,0
16,86,197,2,0
16,86,198,4,0
16,86,199,5,0
16,86,200,3,0
16,86,201,3,0
16,86,202,3,0
16,86,203,4,0
16,86,204,4,0
16,86,205,2,0
16,86,206,3,0
16,86,207,4,0
16,86,208,4,0
16,86,209,4,0
16,86,210,3,0
16,86,211,2,0
16,86,212,3,0
16,86,213,5,0
16,86,214,4,0
16,86,215,3,0
16,86,216,4,0
16,86,217,3,0
16,86,218,3,0
16,86,219,3,0
16,86,220,3,0
16,86,221,3,0
16,86,222,3,0
16,86,223,3,0
16,86,224,4,0
16,86,225,2,0
16,86,226,3,0
16,86,227,2,0
16,86,228,4,0
16,86,229,3,0
16,86,230,3,0
16,86,231,2,0
16,86,232,3,0
16,86,233,3,0
16,86,234,4,0
16,86,235,4,0
16,86,236,3,0
16,86,237,3,0
16,86,238,4,0
16,86,239,4,0
16,86,240,3,0
16,86,241,4,0
16,86,242,4,0
16,86,243,4,0
16,86,244,2,0
16,86,245,3,0
16,86,246,4,0
16,86,247,3,0
16,86,248,4,0
16,86,249,3,0
16,86,250,4,0
16,86,251,3,0
16,86,252,4,0
16,86,253,3,0
16,86,254,4,0
16,86,255,2,0
16,86,256,3,0
16,86,257,2,0
16,86,258,2,0
16,86,259,3,0
16,86,260,4,0
16,86,261,3,0
16,86,262,3,0
16,86,263,4,0
16,86,264,2,0
16,86,265,4,0
16,86,266,5,0
16,86,267,4,0
16,86,268,4,0
16,86,269,2,0
16,86,270,3,0
16,86,271,4,0
16,86,272,4,0
16,86,273,3,0
16,86,274,3,0
16,86,275,3,0
16,86,276,5,0
16,86,277,3,0
16,86,278,4,0
16,86,279,2,0
16,86,280,3,0
16,86,281,3,0
16,86,282,4,0
16,86,283,4,0
16,86,284,4,0
16,86,285,3,0
16,86,286,4,0
16,86,287,3,0
16,86,288,4,0
16,86,289,2,0
16,86,290,4,0
16,86,291,4,0
16,86,292,3,0
16,86,293,3,0
16,86,294,2,0
16,86,295,3,0
16,86,296,4,0
16,86,297,2,0
16,86,298,3,0
16,86,299,3,0
16,86,300,3,0
16,86,301,3,0
16,86,302,3,0
16,86,303,4,0
16,86,304,2,0
16,86,305,4,0
16,86,306,3,0
16,86,307,3,0
16,86,308,4,0
16,86,309,3,0
16,86,310,3,0
16,86,311,4,0
16,86,312,3,0
16,86,313,3,0
16,86,314,4,0
16,86,315,4,0
16,86,316,3,0
16,86,317,2,0
16,86,318,3,0
16,86,319,3,0
16,86,320,4,0
16,86,321,4,0
16,86,322,4,0
16,86,323,3,0
16,86,324,3,0
16,86,325,3,0
16,86,326,3,0
16,86,327,3,0
16,86,328,4,0
16,86,329,4,0
16,86,330,3,0
16,86,331,3,0
16,86,332,5,0
16,86,333,3,0
16,86,334,3,0
16,86,335,4,0
16,86,336,4,0
16,86,337,4,0
16,86,338,4,0
16,86,339,4,0
16,86,340,4,0
16,86,341,3,0
16,86,342,3,0
16,86,343,2,0
16,86,344,3,0
16,86,345,4,0
16,86,346,3,0
16,86,347,3,0
16,86,348,4,0
16,86,349,3,0
16,86,350,3,0
16,86,351,4,0
16,86,352,3,0
16,86,353,3,0
16,86,354,2,0
16,86,355,2,0
16,86,356,1,0
16,86,357,4,0
16,86,358,3,0
16,86,359,5,0
16,86,360,3,0
16,86,361,4,0
16,86,362,4,0
16,86,363,2,0
16,86,364,3,0
16,86,365,4,0
16,86,366,4,0
16,86,367,3,0
16,86,368,4,0
16,86,369,4,0
16,86,370,4,0
16,86,371,4,0
16,86,372,2,0
16,86,373,3,0
16,86,374,4,0
16,86,375,4,0
16,86,376,4,0
16,86,377,4,0
16,86,378,3,0
16,86,379,4,0
16,86,380,3,0
16,86,381,3,0
16,86,382,2,0
16,86,383,4,0
16,86,384,4,0
16,86,385,4,0
16,86,386,4,0
16,86,387,3,0
16,86,388,3,0
16,86,389,3,0
16,86,390,3,0
16,86,391,3,0
16,86,392,2,0
16,86,393,4,0
16,86,394,4,0
16,86,395,5,0
16,86,396,4,0
16,86,397,3,0
16,86,398,3,0
16,86,399,3,0
16,86,400,3,0
16,89,1,4,0
16,89,2,5,0
16,89,3,4,0
16,89,4,5,0
16,89,5,4,0
16,89,6,5,0
16,89,7,4,0
16,89,8,4,0
16,89,9,4,0
16,89,10,4,0
16,89,11,4,0
16,89,12,4,0
16,89,13,3,0
16,89,14,4,0
16,89,15,4,0
16,89,16,3,0
16,89,17,4,0
16,89,18,3,0
16,89,19,4,0
16,89,20,3,0
16,89,21,3,0
16,89,22,4,0
16,89,23,4,0
16,89,24,3,0
16,89,25,4,0
16,89,26,5,0
16,89,27,4,0
16,89,28,4,0
16,89,29,3,0
16,89,30,4,0
16,89,31,3,0
16,89,32,4,0
16,89,33,4,0
16,89,34,5,0
16,89,35,3,0
16,89,36,4,0
16,89,37,5,0
16,89,38,5,0
16,89,39,4,0
16,89,40,5,0
16,89,41,5,0
16,89,42,4,0
16,89,43,4,0
16,89,44,3,0
16,89,45,4,0
16,89,46,4,0
16,89,47,3,0
16,89,48,5,0
16,89,49,4,0
16,89,50,4,0
16,89,51,3,0
16,89,52,5,0
16,89,53,4,0
16,89,54,4,0
16,89,55,5,0
16,89,56,5,0
16,89,57,4,0
16,89,58,3,0
16,89,59,5,0
16,89,60,3,0
16,89,61,4,0
16,89,62,5,0
16,89,63,4,0
16,89,64,4,0
16,89,65,4,0
16,89,66,3,0
16,89,67,4,0
16,89,68,4,0
16,89,69,4,0
16,89,70,3,0
16,89,71,4,0
16,89,72,4,0
16,89,73,5,0
16,89,74,4,0
16,89,75,3,0
16,89,76,3,0
16,89,77,6,0
16,89,78,4,0
16,89,79,4,0
16,89,80,5,0
16,89,81,3,0
16,89,82,5,0
16,89,83,4,0
16,89,84,5,0
16,89,85,3,0
16,89,86,4,0
16,89,87,4,0
16,89,88,4,0
16,89,89,3,0
16,89,90,3,0
16,89,91,4,0
16,89,92,3,0
16,89,93,4,0
16,89,94,3,0
16,89,95,4,0
16,89,96,5,0
16,89,97,5,0
16,89,98,4,0
16,89,99,3,0
16,89,100,3,0
16,89,101,3,0
16,89,102,4,0
16,89,103,3,0
16,89,104,3,0
16,89,105,5,0
16,89,106,4,0
16,89,107,4,0
16,89,108,4,0
16,89,109,4,0
16,89,110,5,0
16,89,111,3,0
16,89,112,5,0
16,89,113,3,0
16,89,114,5,0
16,89,115,4,0
16,89,116,5,0
16,89,117,3,0
16,89,118,4,0
16,89,119,6,0
16,89,120,5,0
16,89,121,4,0
16,89,122,3,0
16,89,123,4,0
16,89,124,3,0
16,89,125,4,0
16,89,126,5,0
16,89,127,3,0
16,89,128,5,0
16,89,129,4,0
16,89,130,3,0
16,89,131,3,0
16,89,132,4,0
16,89,133,4,0
16,89,134,3,0
16,89,135,3,0
16,89,136,4,0
16,89,137,4,0
16,89,138,3,0
16,89,139,4,0
16,89,140,4,0
16,89,141,4,0
16,89,142,3,0
16,89,143,5,0
16,89,144,3,0
16,89,145,4,0
16,89,146,4,0
16,89,147,5,0
16,89,148,5,0
16,89,149,4,0
16,89,150,4,0
16,89,151,4,0
16,89,152,3,0
16,89,153,4,0
16,89,154,4,0
16,89,155,5,0
16,89,156,3,0
16,89,157,2,0
16,89,158,5,0
16,89,159,3,0
16,89,160,4,0
16,89,161,4,0
16,89,162,3,0
16,89,163,3,0
16,89,164,4,0
16,89,165,5,0
16,89,166,3,0
16,89,167,4,0
16,89,168,4,0
16,89,169,5,0
16,89,170,3,0
16,89,171,4,0
16,89,172,4,0
16,89,173,4,0
16,89,174,5,0
16,89,175,4,0
16,89,176,5,0
16,89,177,3,0
16,89,178,3,0
16,89,179,5,0
16,89,180,3,0
16,89,181,4,0
16,89,182,3,0
16,89,183,5,0
16,89,184,4,0
16,89,185,4,0
16,89,186,4,0
16,89,187,5,0
16,89,188,4,0
16,89,189,5,0
16,89,190,4,0
16,89,191,4,0
16,89,192,5,0
16,89,193,4,0
16,89,194,4,0
16,89,195,4,0
16,89,196,3,0
16,89,197,5,0
