algo,N,M,count,E_mean,E_err,ProbSolv,ProbSolv_err
FMScol_eta=0.25_nsteps=625N^2,8192,52019,400,0.0,0.0,1.0,0.0
FMScol_eta=0.25_nsteps=625N^2,8192,53658,400,0.02,0.007008766440504623,0.98,0.007008766440504623
FMScol_eta=0.25_nsteps=625N^2,8192,55296,400,55.3475,0.3657030299851929,0.0,0.0
FMScol_eta=0.25_nsteps=625N^2,16384,81101,400,0.0,0.0,1.0,0.0
FMScol_eta=0.25_nsteps=625N^2,16384,84378,400,0.0,0.0,1.0,0.0
FMScol_eta=0.25_nsteps=625N^2,16384,87654,400,0.0,0.0,1.0,0.0
FMScol_eta=0.25_nsteps=625N^2,16384,90931,400,0.0,0.0,1.0,0.0
FMScol_eta=0.25_nsteps=625N^2,16384,94208,400,0.0,0.0,1.0,0.0
FMScol_eta=0.25_nsteps=625N^2,16384,97485,400,0.0,0.0,1.0,0.0
FMScol_eta=0.25_nsteps=625N^2,16384,100762,400,0.0,0.0,1.0,0.0
FMScol_eta=0.25_nsteps=625N^2,16384,104038,400,0.0,0.0,1.0,0.0
FMScol_eta=0.25_nsteps=625N^2,16384,107315,400,0.875,0.060477941876638665,0.5575,0.02486523828938645
FMScol_eta=0.25_nsteps=625N^2,16384,110592,400,149.45,0.6255173297555883,0.0,0.0
BeliefPropagation_frac-decimated=1overN,16,79,400,6.8675,0.11064794074893554,0.005,0.003531100632833622
BeliefPropagation_frac-decimated=1overN,16,82,400,8.01,0.10596140594042805,0.0,0.0
BeliefPropagation_frac-decimated=1overN,16,86,400,9.285,0.10624338398979963,0.0,0.0
BeliefPropagation_frac-decimated=1overN,16,89,400,10.3325,0.10182475178063519,0.0,0.0
BeliefPropagation_frac-decimated=1overN,16,92,400,11.05,0.09730066056490014,0.0,0.0
BeliefPropagation_frac-decimated=1overN,16,95,400,11.6125,0.09138784777969394,0.0,0.0
BeliefPropagation_frac-decimated=1overN,16,98,400,12.4175,0.0863952819130889,0.0,0.0
BeliefPropagation_frac-decimated=1overN,16,102,400,13.265,0.07946839349017806,0.0,0.0
BeliefPropagation_frac-decimated=1overN,16,105,400,13.61,0.07832680077277665,0.0,0.0
BeliefPropagation_frac-decimated=1overN,16,108,400,14.23,0.06858943999039131,0.0,0.0
BeliefPropagation_frac-decimated=1overN,32,158,400,3.6625,0.16595281019926292,0.3025,0.02299579072303111
BeliefPropagation_frac-decimated=1overN,32,165,400,5.69,0.18811090953401474,0.145,0.01762708954179009
BeliefPropagation_frac-decimated=1overN,32,171,400,7.3525,0.19019343635647026,0.045,0.01037818707276436
BeliefPropagation_frac-decimated=1overN,32,178,400,8.8,0.19223653975778152,0.015,0.006085234193354429
BeliefPropagation_frac-decimated=1overN,32,184,400,10.9825,0.20376895947891033,0.005,0.003531100632833621
BeliefPropagation_frac-decimated=1overN,32,190,400,12.5275,0.1986750836091879,0.0,0.0
BeliefPropagation_frac-decimated=1overN,32,197,400,14.92,0.1945278971173344,0.0,0.0
BeliefPropagation_frac-decimated=1overN,32,203,400,15.8725,0.20131923146434244,0.0,0.0
BeliefPropagation_frac-decimated=1overN,32,210,400,17.7,0.1857046459807808,0.0,0.0
BeliefPropagation_frac-decimated=1overN,32,216,400,19.3,0.17889944810235808,0.0,0.0
BeliefPropagation_frac-decimated=1overN,64,317,400,0.9975,0.10745977565330503,0.7725,0.020987151457875112
BeliefPropagation_frac-decimated=1overN,64,330,400,2.2825,0.17470127565156962,0.5975,0.02455078874639622
BeliefPropagation_frac-decimated=1overN,64,342,400,4.335,0.2331691599308475,0.3675,0.024136399679191678
BeliefPropagation_frac-decimated=1overN,64,355,400,7.025,0.28407778506938,0.1875,0.0195400591036577
BeliefPropagation_frac-decimated=1overN,64,368,400,10.3625,0.3056120599763817,0.055,0.011413288653790233
BeliefPropagation_frac-decimated=1overN,64,381,400,13.435,0.35074491084148746,0.0275,0.008186998372779229
BeliefPropagation_frac-decimated=1overN,64,394,400,17.2575,0.3360957978588037,0.0075,0.0043192609365022136
BeliefPropagation_frac-decimated=1overN,64,406,400,20.0825,0.3544054774988713,0.0,0.0
BeliefPropagation_frac-decimated=1overN,64,419,400,24.59,0.32767847496805996,0.0,0.0
BeliefPropagation_frac-decimated=1overN,64,432,400,27.495,0.31006497419178347,0.0,0.0
BeliefPropagation_frac-decimated=1overN,128,634,400,0.235,0.05261995485671578,0.9375,0.012118230223898145
BeliefPropagation_frac-decimated=1overN,128,659,400,0.575,0.1027732618845777,0.8825,0.016120920730933224
BeliefPropagation_frac-decimated=1overN,128,685,400,1.2375,0.1549605313966328,0.7925,0.02030122469977555
BeliefPropagation_frac-decimated=1overN,128,710,400,3.4,0.28155493772511514,0.59,0.024622462593339462
BeliefPropagation_frac-decimated=1overN,128,736,400,7.97,0.41865670134844357,0.3025,0.02299579072303111
BeliefPropagation_frac-decimated=1overN,128,762,400,15.265,0.5750662487715572,0.1325,0.01697290705609493
BeliefPropagation_frac-decimated=1overN,128,787,400,24.4475,0.5664983763445421,0.02,0.007008766440504623
BeliefPropagation_frac-decimated=1overN,128,813,400,33.33,0.5529621758491258,0.01,0.004981167541368988
BeliefPropagation_frac-decimated=1overN,128,838,400,41.105,0.5328411928915643,0.0,0.0
BeliefPropagation_frac-decimated=1overN,128,864,400,46.9025,0.4954504640029129,0.0,0.0
BeliefPropagation_frac-decimated=1overN,256,1267,400,0.05,0.018223067812562548,0.98,0.007008766440504623
BeliefPropagation_frac-decimated=1overN,256,1318,400,0.0975,0.03158287621758725,0.9725,0.008186998372779229
BeliefPropagation_frac-decimated=1overN,256,1370,400,0.2075,0.052373340469937094,0.9475,0.011165619222935151
BeliefPropagation_frac-decimated=1overN,256,1421,400,1.1575,0.18800291784383158,0.845,0.018117895721176024
BeliefPropagation_frac-decimated=1overN,256,1472,400,5.385,0.47570492475756077,0.615,0.02436023506930052
BeliefPropagation_frac-decimated=1overN,256,1523,400,16.0975,0.9083544207848601,0.385,0.02436023506930052
BeliefPropagation_frac-decimated=1overN,256,1574,400,39.3,1.0371181394073288,0.1125,0.015818816719527888
BeliefPropagation_frac-decimated=1overN,256,1626,400,59.63,0.7965827705114449,0.005,0.0035311006328336203
BeliefPropagation_frac-decimated=1overN,256,1677,400,75.255,0.744478379567943,0.0,0.0
BeliefPropagation_frac-decimated=1overN,256,1728,400,90.74,0.7114044142409461,0.0,0.0
BeliefPropagation_frac-decimated=1overN,512,2534,400,0.01,0.007062201265667244,0.995,0.003531100632833622
BeliefPropagation_frac-decimated=1overN,512,2637,400,0.06,0.02485042976789582,0.98,0.007008766440504623
BeliefPropagation_frac-decimated=1overN,512,2739,400,0.115,0.037355402088090385,0.965,0.009200495791370025
BeliefPropagation_frac-decimated=1overN,512,2842,400,0.265,0.07475565879117954,0.9425,0.011654352613384097
BeliefPropagation_frac-decimated=1overN,512,2944,400,1.2025,0.2938231858385939,0.9,0.015018785229652765
BeliefPropagation_frac-decimated=1overN,512,3046,400,11.405,1.0182433334991878,0.6625,0.023672459490848532
BeliefPropagation_frac-decimated=1overN,512,3149,400,58.3775,1.8862781070451393,0.205,0.020210359883399934
BeliefPropagation_frac-decimated=1overN,512,3251,400,109.6575,1.3813020933371685,0.02,0.007008766440504623
BeliefPropagation_frac-decimated=1overN,512,3354,400,144.445,1.005320401800187,0.0,0.0
BeliefPropagation_frac-decimated=1overN,512,3456,400,173.8425,0.9861099159275941,0.0,0.0
BeliefPropagation_frac-decimated=1overN,1024,5069,400,0.025,0.01318606008067337,0.99,0.004981167541368988
BeliefPropagation_frac-decimated=1overN,1024,5274,400,0.0125,0.006593030040336685,0.99,0.004981167541368988
BeliefPropagation_frac-decimated=1overN,1024,5478,400,0.0625,0.02666010649257592,0.9825,0.006564457728034957
BeliefPropagation_frac-decimated=1overN,1024,5683,400,0.075,0.02806968592931574,0.98,0.007008766440504623
BeliefPropagation_frac-decimated=1overN,1024,5888,400,0.1925,0.05871309431131204,0.955,0.01037818707276436
BeliefPropagation_frac-decimated=1overN,1024,6093,400,2.6775,0.6098984954990708,0.885,0.01597107347581636
BeliefPropagation_frac-decimated=1overN,1024,6298,400,58.155,3.4022644585797983,0.5025,0.025030995822773395
BeliefPropagation_frac-decimated=1overN,1024,6502,400,205.55,2.4646485512549265,0.025,0.007816023641463079
BeliefPropagation_frac-decimated=1overN,1024,6707,400,284.5125,1.5301029858290938,0.0,0.0
BeliefPropagation_frac-decimated=1overN,1024,6912,400,343.1875,1.5140712959097218,0.0,0.0
SimulatedAnnealing_nsteps=1000N^2,16,79,400,2.2275,0.03471125975652154,0.005,0.003531100632833622
SimulatedAnnealing_nsteps=1000N^2,16,82,400,2.655,0.03665099915893659,0.0,0.0
SimulatedAnnealing_nsteps=1000N^2,16,86,400,3.3775,0.0377962400829901,0.0,0.0
SimulatedAnnealing_nsteps=1000N^2,16,89,400,3.97,0.03692775579248858,0.0,0.0
SimulatedAnnealing_nsteps=1000N^2,16,92,400,4.6125,0.0361819320312471,0.0,0.0
SimulatedAnnealing_nsteps=1000N^2,16,95,400,5.3575,0.036777927005025274,0.0,0.0
SimulatedAnnealing_nsteps=1000N^2,16,98,400,6.11,0.03903279258832383,0.0,0.0
SimulatedAnnealing_nsteps=1000N^2,16,102,400,7.35,0.035311006328336204,0.0,0.0
SimulatedAnnealing_nsteps=1000N^2,16,105,400,8.22,0.03667236228263011,0.0,0.0
SimulatedAnnealing_nsteps=1000N^2,16,108,400,9.3375,0.03517210638658386,0.0,0.0
SimulatedAnnealing_nsteps=1000N^2,32,158,400,0.2,0.02064134595677492,0.805,0.019834844406538182
SimulatedAnnealing_nsteps=1000N^2,32,165,400,0.6,0.028975834716082543,0.4475,0.024892941194307634
SimulatedAnnealing_nsteps=1000N^2,32,171,400,0.975,0.032226291046077056,0.22,0.020738254217024264
SimulatedAnnealing_nsteps=1000N^2,32,178,400,1.4975,0.038126348121117384,0.0825,0.013773476199440044
SimulatedAnnealing_nsteps=1000N^2,32,184,400,2.0425,0.04038330600023692,0.01,0.004981167541368988
SimulatedAnnealing_nsteps=1000N^2,32,190,400,2.6725,0.041892682740162626,0.0025,0.0025
SimulatedAnnealing_nsteps=1000N^2,32,197,400,3.3825,0.045915738179096374,0.0,0.0
SimulatedAnnealing_nsteps=1000N^2,32,203,400,4.025,0.0482624144819659,0.0,0.0
SimulatedAnnealing_nsteps=1000N^2,32,210,400,4.8425,0.04847792950532032,0.0,0.0
SimulatedAnnealing_nsteps=1000N^2,32,216,400,5.5575,0.050104996274114945,0.0,0.0
SimulatedAnnealing_nsteps=1000N^2,64,317,400,0.0,0.0,1.0,0.0
SimulatedAnnealing_nsteps=1000N^2,64,330,400,0.005,0.0035311006328336203,0.995,0.0035311006328336203
SimulatedAnnealing_nsteps=1000N^2,64,342,400,0.04,0.009810229431759455,0.96,0.009810229431759455
SimulatedAnnealing_nsteps=1000N^2,64,355,400,0.2075,0.022075499863776334,0.8075,0.01973786547054502
SimulatedAnnealing_nsteps=1000N^2,64,368,400,0.6825,0.034382987793733985,0.4375,0.02483498169496957
SimulatedAnnealing_nsteps=1000N^2,64,381,400,1.1775,0.04100839665838239,0.1925,0.01973786547054502
SimulatedAnnealing_nsteps=1000N^2,64,394,400,1.97,0.04125536343957387,0.0175,0.006564457728034959
SimulatedAnnealing_nsteps=1000N^2,64,406,400,2.615,0.04593159892109812,0.01,0.004981167541368988
SimulatedAnnealing_nsteps=1000N^2,64,419,400,3.605,0.05115152682708361,0.0025,0.0025
SimulatedAnnealing_nsteps=1000N^2,64,432,400,4.5725,0.050554413722910176,0.0,0.0
SimulatedAnnealing_nsteps=1000N^2,128,634,400,0.0,0.0,1.0,0.0
SimulatedAnnealing_nsteps=1000N^2,128,659,400,0.0,0.0,1.0,0.0
SimulatedAnnealing_nsteps=1000N^2,128,685,400,0.0,0.0,1.0,0.0
SimulatedAnnealing_nsteps=1000N^2,128,710,400,0.005,0.003531100632833622,0.995,0.003531100632833622
SimulatedAnnealing_nsteps=1000N^2,128,736,400,0.0925,0.014930394055974096,0.91,0.014327007988227577
SimulatedAnnealing_nsteps=1000N^2,128,762,400,0.4425,0.03212186030998884,0.635,0.02410165397458807
SimulatedAnnealing_nsteps=1000N^2,128,787,400,1.09,0.04179254169529993,0.245,0.021531290979132443
SimulatedAnnealing_nsteps=1000N^2,128,813,400,2.065,0.04816884984342158,0.0325,0.008877296377695385
SimulatedAnnealing_nsteps=1000N^2,128,838,400,3.1,0.053099424405359155,0.0025,0.0025
SimulatedAnnealing_nsteps=1000N^2,128,864,400,4.47,0.05727959829601096,0.0,0.0
SimulatedAnnealing_nsteps=1000N^2,256,1267,400,0.0,0.0,1.0,0.0
SimulatedAnnealing_nsteps=1000N^2,256,1318,400,0.0,0.0,1.0,0.0
SimulatedAnnealing_nsteps=1000N^2,256,1370,400,0.0,0.0,1.0,0.0
SimulatedAnnealing_nsteps=1000N^2,256,1421,400,0.0,0.0,1.0,0.0
SimulatedAnnealing_nsteps=1000N^2,256,1472,400,0.0125,0.005562078459710898,0.9875,0.005562078459710898
SimulatedAnnealing_nsteps=1000N^2,256,1523,400,0.1525,0.02028887555233027,0.865,0.0171075764774655
SimulatedAnnealing_nsteps=1000N^2,256,1574,400,0.6275,0.03640291617115875,0.505,0.02503005711936144
SimulatedAnnealing_nsteps=1000N^2,256,1626,400,1.895,0.05041121627988202,0.07,0.012773327473170101
SimulatedAnnealing_nsteps=1000N^2,256,1677,400,3.4275,0.05794612807943682,0.0,0.0
SimulatedAnnealing_nsteps=1000N^2,256,1728,400,5.3475,0.07002942006175307,0.0,0.0
SimulatedAnnealing_nsteps=1000N^2,512,2534,400,0.0,0.0,1.0,0.0
SimulatedAnnealing_nsteps=1000N^2,512,2637,400,0.0,0.0,1.0,0.0
SimulatedAnnealing_nsteps=1000N^2,512,2739,400,0.0,0.0,1.0,0.0
SimulatedAnnealing_nsteps=1000N^2,512,2842,400,0.0,0.0,1.0,0.0
SimulatedAnnealing_nsteps=1000N^2,512,2944,400,0.0025,0.0025,0.9975,0.0025
SimulatedAnnealing_nsteps=1000N^2,512,3046,400,0.0525,0.013221057670049963,0.9575,0.01009897759037653
SimulatedAnnealing_nsteps=1000N^2,512,3149,400,0.545,0.03515005427861348,0.5625,0.02483498169496957
SimulatedAnnealing_nsteps=1000N^2,512,3251,400,1.7475,0.05283311195924621,0.12,0.016268425066223786
SimulatedAnnealing_nsteps=1000N^2,512,3354,400,4.2925,0.07677627149491993,0.0,0.0
SimulatedAnnealing_nsteps=1000N^2,512,3456,400,7.5075,0.08785873472894101,0.0,0.0
SimulatedAnnealing_nsteps=1000N^2,1024,5069,400,0.0,0.0,1.0,0.0
SimulatedAnnealing_nsteps=1000N^2,1024,5274,400,0.0,0.0,1.0,0.0
SimulatedAnnealing_nsteps=1000N^2,1024,5478,400,0.0,0.0,1.0,0.0
SimulatedAnnealing_nsteps=1000N^2,1024,5683,400,0.0,0.0,1.0,0.0
SimulatedAnnealing_nsteps=1000N^2,1024,5888,400,0.0,0.0,1.0,0.0
SimulatedAnnealing_nsteps=1000N^2,1024,6093,400,0.035,0.009858014563177494,0.9675,0.008877296377695385
SimulatedAnnealing_nsteps=1000N^2,1024,6298,400,0.3375,0.02869744297115523,0.71,0.022716516023603323
SimulatedAnnealing_nsteps=1000N^2,1024,6502,400,1.995,0.06565603007884566,0.1225,0.016413649647072464
SimulatedAnnealing_nsteps=1000N^2,1024,6707,400,5.69,0.08960928836567952,0.0,0.0
SimulatedAnnealing_nsteps=1000N^2,1024,6912,400,11.655,0.11273513439170499,0.0,0.0
rPI-GNN_ntrials=5,16,79,400,2.2525,0.03553189643349199,0.005,0.003531100632833622
rPI-GNN_ntrials=5,16,82,400,2.685,0.03815201752335985,0.0,0.0
rPI-GNN_ntrials=5,16,86,400,3.4075,0.03850084626222219,0.0,0.0
rPI-GNN_ntrials=5,16,89,400,4.0,0.03763030826674991,0.0,0.0
rPI-GNN_ntrials=5,16,92,400,4.6525,0.03701736197677109,0.0,0.0
rPI-GNN_ntrials=5,16,95,400,5.4075,0.03914639799765077,0.0,0.0
rPI-GNN_ntrials=5,16,98,400,6.1475,0.04038485751853014,0.0,0.0
rPI-GNN_ntrials=5,16,102,400,7.395,0.03675342890589737,0.0,0.0
rPI-GNN_ntrials=5,16,105,400,8.2475,0.03716938637115254,0.0,0.0
rPI-GNN_ntrials=5,16,108,400,9.36,0.03594063610049592,0.0,0.0
rPI-GNN_ntrials=5,32,158,400,0.3525,0.025685769833310907,0.665,0.023629078131263043
rPI-GNN_ntrials=5,32,165,400,0.755,0.030859654822103056,0.3375,0.02367245949084853
rPI-GNN_ntrials=5,32,171,400,1.135,0.03598854593612378,0.1625,0.018468543329993016
rPI-GNN_ntrials=5,32,178,400,1.6675,0.044127400145590065,0.0625,0.012118230223898145
rPI-GNN_ntrials=5,32,184,400,2.2475,0.04591710275936992,0.0075,0.0043192609365022136
rPI-GNN_ntrials=5,32,190,400,2.8325,0.04462159894862385,0.0025,0.0025
rPI-GNN_ntrials=5,32,197,400,3.57,0.0499398133997917,0.0,0.0
rPI-GNN_ntrials=5,32,203,400,4.27,0.052912657969842944,0.0,0.0
rPI-GNN_ntrials=5,32,210,400,5.08,0.053886541905156994,0.0,0.0
rPI-GNN_ntrials=5,32,216,400,5.82,0.05569339625094623,0.0,0.0
rPI-GNN_ntrials=5,64,317,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,64,330,400,0.0025,0.0025,0.9975,0.0025
rPI-GNN_ntrials=5,64,342,400,0.0525,0.011713342006121948,0.95,0.010910894511799621
rPI-GNN_ntrials=5,64,355,400,0.2875,0.024001031201739378,0.7225,0.022416302137144732
rPI-GNN_ntrials=5,64,368,400,0.81,0.03657998411830216,0.3325,0.02358495283014151
rPI-GNN_ntrials=5,64,381,400,1.5025,0.05380261311446556,0.1225,0.016413649647072464
rPI-GNN_ntrials=5,64,394,400,2.435,0.06153375909833504,0.02,0.007008766440504623
rPI-GNN_ntrials=5,64,406,400,3.26,0.06406059161837517,0.01,0.004981167541368988
rPI-GNN_ntrials=5,64,419,400,4.295,0.06869669270767284,0.0025,0.0025
rPI-GNN_ntrials=5,64,432,400,5.355,0.06506166344419204,0.0,0.0
rPI-GNN_ntrials=5,128,634,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,128,659,400,0.0,0.0,1.0,0.0
