algo,N,M,count,E_mean,E_err,ProbSolv,ProbSolv_err
SimulatedAnnealing_nsteps=1000N^2,16,37,400,1.3575,0.034492153406485676,0.085,0.013961547623027874
SimulatedAnnealing_nsteps=1000N^2,16,38,400,1.52,0.03466994393608574,0.055,0.011413288653790234
SimulatedAnnealing_nsteps=1000N^2,16,40,400,1.8475,0.03465706501405552,0.0275,0.008186998372779229
SimulatedAnnealing_nsteps=1000N^2,32,53,400,0.07,0.013254781139560325,0.9325,0.012560006345479935
SimulatedAnnealing_nsteps=1000N^2,32,56,400,0.08,0.01358164764975905,0.92,0.01358164764975905
SimulatedAnnealing_nsteps=1000N^2,32,59,400,0.155,0.018460484112942717,0.8475,0.017997754663633205
SimulatedAnnealing_nsteps=1000N^2,32,62,400,0.2625,0.023406281422410153,0.75,0.021677749238103
SimulatedAnnealing_nsteps=1000N^2,32,65,400,0.4425,0.028394541729001365,0.595,0.02457534065727376
SimulatedAnnealing_nsteps=1000N^2,32,68,400,0.645,0.032015621187164243,0.4425,0.02486523828938645
SimulatedAnnealing_nsteps=1000N^2,32,70,400,0.8425,0.03349685766880545,0.31,0.023153622298981852
SimulatedAnnealing_nsteps=1000N^2,32,73,400,1.0975,0.03705965353048378,0.205,0.020210359883399934
SimulatedAnnealing_nsteps=1000N^2,32,76,400,1.4975,0.037295600001188096,0.08,0.01358164764975905
SimulatedAnnealing_nsteps=1000N^2,32,79,400,1.8775,0.039498540628477005,0.0425,0.01009897759037653
SimulatedAnnealing_nsteps=1000N^2,64,106,400,0.0225,0.0074244313217328535,0.9775,0.007424431321732853
SimulatedAnnealing_nsteps=1000N^2,64,112,400,0.02,0.007008766440504623,0.98,0.007008766440504623
SimulatedAnnealing_nsteps=1000N^2,64,118,400,0.0425,0.01009897759037653,0.9575,0.01009897759037653
SimulatedAnnealing_nsteps=1000N^2,64,124,400,0.1375,0.01897061109224035,0.875,0.016556654463313048
SimulatedAnnealing_nsteps=1000N^2,64,129,400,0.2625,0.025457899296514604,0.7675,0.021147752684600375
SimulatedAnnealing_nsteps=1000N^2,64,135,400,0.5025,0.030451644152310515,0.5575,0.02486523828938645
SimulatedAnnealing_nsteps=1000N^2,64,141,400,0.885,0.038673979517620416,0.3375,0.02367245949084853
SimulatedAnnealing_nsteps=1000N^2,64,147,400,1.3075,0.04197336994406278,0.1675,0.018694466633385587
SimulatedAnnealing_nsteps=1000N^2,64,152,400,1.7775,0.0451395427624384,0.075,0.013186060080673374
SimulatedAnnealing_nsteps=1000N^2,64,158,400,2.3475,0.04468614442709729,0.015,0.00608523419335443
SimulatedAnnealing_nsteps=1000N^2,128,212,400,0.0025,0.0025,0.9975,0.0024999999999999996
SimulatedAnnealing_nsteps=1000N^2,128,224,400,0.005,0.003531100632833621,0.995,0.003531100632833621
SimulatedAnnealing_nsteps=1000N^2,128,236,400,0.005,0.003531100632833622,0.995,0.003531100632833622
SimulatedAnnealing_nsteps=1000N^2,128,247,400,0.0575,0.011654352613384097,0.9425,0.011654352613384097
SimulatedAnnealing_nsteps=1000N^2,128,259,400,0.17,0.020708019102218457,0.845,0.018117895721176024
SimulatedAnnealing_nsteps=1000N^2,128,270,400,0.3925,0.0312016543324662,0.6725,0.02349445356612763
SimulatedAnnealing_nsteps=1000N^2,128,282,400,0.8375,0.0386518990250882,0.3725,0.02420380000820311
SimulatedAnnealing_nsteps=1000N^2,128,293,400,1.425,0.04391193625158664,0.13,0.0168362301782953
SimulatedAnnealing_nsteps=1000N^2,128,305,400,2.365,0.053141297441202315,0.0225,0.007424431321732853
SimulatedAnnealing_nsteps=1000N^2,128,316,400,3.23,0.051472064594146216,0.005,0.003531100632833621
SimulatedAnnealing_nsteps=1000N^2,256,425,400,0.0,0.0,1.0,0.0
SimulatedAnnealing_nsteps=1000N^2,256,448,400,0.0,0.0,1.0,0.0
SimulatedAnnealing_nsteps=1000N^2,256,471,400,0.01,0.006110921239550546,0.9925,0.0043192609365022136
SimulatedAnnealing_nsteps=1000N^2,256,494,400,0.0225,0.007424431321732853,0.9775,0.007424431321732853
SimulatedAnnealing_nsteps=1000N^2,256,517,400,0.135,0.01817314386381005,0.8725,0.016697496548208766
SimulatedAnnealing_nsteps=1000N^2,256,540,400,0.3975,0.03164233664999599,0.675,0.023448070924389233
SimulatedAnnealing_nsteps=1000N^2,256,563,400,1.0025,0.04414301631882795,0.32,0.023353017118164905
SimulatedAnnealing_nsteps=1000N^2,256,586,400,1.9675,0.051089477505445756,0.0625,0.012118230223898145
SimulatedAnnealing_nsteps=1000N^2,256,609,400,3.31,0.06098399477770884,0.0075,0.004319260936502214
SimulatedAnnealing_nsteps=1000N^2,256,632,400,4.82,0.06386859944438635,0.0,0.0
SimulatedAnnealing_nsteps=1000N^2,512,850,400,0.0,0.0,1.0,0.0
SimulatedAnnealing_nsteps=1000N^2,512,896,400,0.0,0.0,1.0,0.0
SimulatedAnnealing_nsteps=1000N^2,512,942,400,0.0025,0.0025,0.9975,0.0025
SimulatedAnnealing_nsteps=1000N^2,512,988,400,0.015,0.006085234193354429,0.985,0.006085234193354429
SimulatedAnnealing_nsteps=1000N^2,512,1034,400,0.1025,0.015591411265923233,0.9,0.015018785229652765
SimulatedAnnealing_nsteps=1000N^2,512,1080,400,0.3825,0.028372466709257405,0.6575,0.023757006617175516
SimulatedAnnealing_nsteps=1000N^2,512,1126,400,1.33,0.04946075125578834,0.205,0.020210359883399934
SimulatedAnnealing_nsteps=1000N^2,512,1172,400,2.7725,0.06324047572104087,0.0225,0.007424431321732853
SimulatedAnnealing_nsteps=1000N^2,512,1219,400,5.1075,0.07239102517795828,0.0,0.0
SimulatedAnnealing_nsteps=1000N^2,512,1265,400,8.03,0.0811740294530468,0.0,0.0
SimulatedAnnealing_nsteps=1000N^2,1024,1700,400,0.0,0.0,1.0,0.0
SimulatedAnnealing_nsteps=1000N^2,1024,1792,400,0.0,0.0,1.0,0.0
SimulatedAnnealing_nsteps=1000N^2,1024,1884,400,0.0025,0.0025,0.9975,0.0025
SimulatedAnnealing_nsteps=1000N^2,1024,1976,400,0.0125,0.005562078459710898,0.9875,0.005562078459710897
SimulatedAnnealing_nsteps=1000N^2,1024,2068,400,0.0925,0.016140342364060083,0.9175,0.013773476199440044
SimulatedAnnealing_nsteps=1000N^2,1024,2161,400,0.4575,0.032759232183204215,0.625,0.02423646044779629
SimulatedAnnealing_nsteps=1000N^2,1024,2253,400,1.775,0.058046196277238005,0.145,0.01762708954179009
SimulatedAnnealing_nsteps=1000N^2,1024,2345,400,4.36,0.08241955141918908,0.005,0.003531100632833622
SimulatedAnnealing_nsteps=1000N^2,1024,2437,400,8.3425,0.0941948302196052,0.0,0.0
SimulatedAnnealing_nsteps=1000N^2,1024,2529,400,13.7,0.10435384185920968,0.0,0.0
BeliefPropagation_frac-decimated=1overN,16,27,400,0.71,0.062445966618086456,0.72,0.022478059477960655
BeliefPropagation_frac-decimated=1overN,16,28,400,0.885,0.06830887758477834,0.66,0.02371510099151159
BeliefPropagation_frac-decimated=1overN,16,29,400,1.1075,0.0749426472440082,0.595,0.02457534065727376
BeliefPropagation_frac-decimated=1overN,16,31,400,1.73,0.09117858210449681,0.45,0.024905837706844944
BeliefPropagation_frac-decimated=1overN,16,32,400,2.09,0.09806268774012387,0.3725,0.02420380000820311
BeliefPropagation_frac-decimated=1overN,16,34,400,2.8975,0.10377575774108731,0.1975,0.019930565561694993
BeliefPropagation_frac-decimated=1overN,16,35,400,3.395,0.10700964985882007,0.15,0.017875929966870284
BeliefPropagation_frac-decimated=1overN,16,37,400,4.11,0.11085111602871678,0.0825,0.013773476199440044
BeliefPropagation_frac-decimated=1overN,16,38,400,4.62,0.11634147302602224,0.055,0.011413288653790234
BeliefPropagation_frac-decimated=1overN,16,40,400,5.5225,0.10938989783966997,0.0275,0.008186998372779229
BeliefPropagation_frac-decimated=1overN,32,53,400,0.41,0.05278936248885707,0.8475,0.017997754663633205
BeliefPropagation_frac-decimated=1overN,32,56,400,0.625,0.066214790615395,0.7775,0.020822302844290503
BeliefPropagation_frac-decimated=1overN,32,59,400,1.01,0.08685395225639644,0.685,0.02325488064222671
BeliefPropagation_frac-decimated=1overN,32,62,400,1.39,0.10281623385857971,0.6075,0.024445927747963395
BeliefPropagation_frac-decimated=1overN,32,65,400,2.125,0.12948108308626777,0.47,0.02498621173652292
BeliefPropagation_frac-decimated=1overN,32,68,400,2.84,0.1396325288311052,0.3425,0.023757006617175516
BeliefPropagation_frac-decimated=1overN,32,70,400,3.295,0.1403805693842692,0.2525,0.02174952826959414
BeliefPropagation_frac-decimated=1overN,32,73,400,4.2175,0.16109893401681272,0.18,0.01923342954415762
BeliefPropagation_frac-decimated=1overN,32,76,400,5.745,0.16991797372404785,0.0725,0.012981937519276001
BeliefPropagation_frac-decimated=1overN,32,79,400,7.1125,0.18404289947487187,0.0425,0.01009897759037653
BeliefPropagation_frac-decimated=1overN,64,106,400,0.365,0.052069333958166944,0.8725,0.016697496548208766
BeliefPropagation_frac-decimated=1overN,64,112,400,0.3975,0.057506537712674444,0.8625,0.017240285485136918
BeliefPropagation_frac-decimated=1overN,64,118,400,0.8725,0.0955297031580422,0.7675,0.021147752684600375
BeliefPropagation_frac-decimated=1overN,64,124,400,1.34,0.11453731703022034,0.65,0.023878346647045964
BeliefPropagation_frac-decimated=1overN,64,129,400,1.8825,0.1419404879881911,0.5775,0.024728792083212166
BeliefPropagation_frac-decimated=1overN,64,135,400,3.0925,0.18817780578877707,0.4525,0.02491809892699157
BeliefPropagation_frac-decimated=1overN,64,141,400,4.405,0.2077506638879035,0.29,0.022716516023603323
BeliefPropagation_frac-decimated=1overN,64,147,400,6.145,0.23494240215599027,0.15,0.017875929966870284
BeliefPropagation_frac-decimated=1overN,64,152,400,7.9925,0.2575060830972352,0.0675,0.012560006345479935
BeliefPropagation_frac-decimated=1overN,64,158,400,10.6025,0.2706369251194213,0.0225,0.007424431321732853
BeliefPropagation_frac-decimated=1overN,128,212,400,0.08,0.023137379840091263,0.9675,0.008877296377695385
BeliefPropagation_frac-decimated=1overN,128,224,400,0.2925,0.05207339504178641,0.9075,0.014504666088740709
BeliefPropagation_frac-decimated=1overN,128,236,400,0.5175,0.06981345982639973,0.8425,0.018236386414903702
BeliefPropagation_frac-decimated=1overN,128,247,400,0.7075,0.09158782779660872,0.82,0.019233429544157618
BeliefPropagation_frac-decimated=1overN,128,259,400,1.7025,0.1563524851867093,0.665,0.023629078131263043
BeliefPropagation_frac-decimated=1overN,128,270,400,2.9825,0.20869083361539315,0.515,0.025020042091604567
BeliefPropagation_frac-decimated=1overN,128,282,400,4.6125,0.27678490581173865,0.3625,0.024066207238097728
BeliefPropagation_frac-decimated=1overN,128,293,400,8.36,0.349580486141213,0.1525,0.017997754663633205
BeliefPropagation_frac-decimated=1overN,128,305,400,12.635,0.36928358128749955,0.025,0.007816023641463079
BeliefPropagation_frac-decimated=1overN,128,316,400,17.585,0.4365155232119616,0.0075,0.0043192609365022136
BeliefPropagation_frac-decimated=1overN,256,425,400,0.1275,0.03131390708522901,0.95,0.010910894511799621
BeliefPropagation_frac-decimated=1overN,256,448,400,0.16,0.03761032226466732,0.945,0.011413288653790234
BeliefPropagation_frac-decimated=1overN,256,471,400,0.355,0.07209668737762553,0.9025,0.014850444918779853
BeliefPropagation_frac-decimated=1overN,256,494,400,0.6775,0.0985927771912614,0.8375,0.018468543329993016
BeliefPropagation_frac-decimated=1overN,256,517,400,1.4325,0.1579984752155098,0.725,0.022353673451850818
BeliefPropagation_frac-decimated=1overN,256,540,400,2.785,0.2335772534587504,0.6025,0.02449969310840475
BeliefPropagation_frac-decimated=1overN,256,563,400,6.8775,0.4157533662266874,0.395,0.024473145222727952
BeliefPropagation_frac-decimated=1overN,256,586,400,17.24,0.5953504054446909,0.125,0.016556654463313048
BeliefPropagation_frac-decimated=1overN,256,609,400,28.475,0.5628413751083289,0.0075,0.004319260936502214
BeliefPropagation_frac-decimated=1overN,256,632,400,39.0625,0.5773038052741034,0.0,0.0
BeliefPropagation_frac-decimated=1overN,512,850,400,0.08,0.024961122653243698,0.97,0.008540042788362812
BeliefPropagation_frac-decimated=1overN,512,896,400,0.1075,0.02605872248487749,0.955,0.01037818707276436
BeliefPropagation_frac-decimated=1overN,512,942,400,0.2725,0.05445661743954901,0.9225,0.013385900448870358
BeliefPropagation_frac-decimated=1overN,512,988,400,0.4125,0.06579652217881328,0.865,0.0171075764774655
BeliefPropagation_frac-decimated=1overN,512,1034,400,0.855,0.12169412949227339,0.8175,0.019336989758810205
BeliefPropagation_frac-decimated=1overN,512,1080,400,4.0125,0.43021048572771353,0.6725,0.02349445356612763
BeliefPropagation_frac-decimated=1overN,512,1126,400,17.77,0.9143277520097692,0.3625,0.024066207238097728
BeliefPropagation_frac-decimated=1overN,512,1172,400,43.6125,0.9902182536439247,0.075,0.01318606008067337
BeliefPropagation_frac-decimated=1overN,512,1219,400,64.9375,0.7986887652486016,0.0,0.0
BeliefPropagation_frac-decimated=1overN,512,1265,400,82.9575,0.8339607068239582,0.0,0.0
BeliefPropagation_frac-decimated=1overN,1024,1700,400,0.07,0.02094867818728633,0.97,0.008540042788362812
BeliefPropagation_frac-decimated=1overN,1024,1792,400,0.1125,0.02982168182324594,0.9575,0.01009897759037653
BeliefPropagation_frac-decimated=1overN,1024,1884,400,0.2,0.04392976851069794,0.935,0.012341729851983813
BeliefPropagation_frac-decimated=1overN,1024,1976,400,0.265,0.04801250359284686,0.9075,0.014504666088740709
BeliefPropagation_frac-decimated=1overN,1024,2068,400,0.5975,0.09918835718218773,0.8675,0.01697290705609493
BeliefPropagation_frac-decimated=1overN,1024,2161,400,4.815,0.5995210598912541,0.7225,0.02241630213714473
BeliefPropagation_frac-decimated=1overN,1024,2253,400,37.3625,1.6474679392638436,0.3175,0.023304336619246597
BeliefPropagation_frac-decimated=1overN,1024,2345,400,95.6275,1.1815718935910378,0.015,0.00608523419335443
BeliefPropagation_frac-decimated=1overN,1024,2437,400,134.2375,1.1415057260836252,0.0,0.0
BeliefPropagation_frac-decimated=1overN,1024,2529,400,168.54,1.1570243139873486,0.0,0.0
FMScol_eta=0.37_nsteps=625N^2,16,27,400,0.2,0.02002504697287036,0.8,0.02002504697287036
FMScol_eta=0.37_nsteps=625N^2,16,28,400,0.205,0.020518040231399866,0.7975,0.02011830610666573
FMScol_eta=0.37_nsteps=625N^2,16,29,400,0.32,0.023883594058744743,0.685,0.02325488064222671
FMScol_eta=0.37_nsteps=625N^2,16,31,400,0.5125,0.0276409012797864,0.515,0.02502004209160456
FMScol_eta=0.37_nsteps=625N^2,16,32,400,0.635,0.030318898215014857,0.4325,0.024802162065186362
FMScol_eta=0.37_nsteps=625N^2,16,34,400,0.91,0.030324064242453562,0.23,0.021067976863543565
FMScol_eta=0.37_nsteps=625N^2,16,35,400,1.07,0.03166633689315164,0.1625,0.018468543329993016
FMScol_eta=0.37_nsteps=625N^2,16,37,400,1.3525,0.034257017282342414,0.085,0.013961547623027874
FMScol_eta=0.37_nsteps=625N^2,16,38,400,1.5125,0.03431549588954476,0.055,0.011413288653790234
FMScol_eta=0.37_nsteps=625N^2,16,40,400,1.8475,0.03465706501405552,0.0275,0.008186998372779229
FMScol_eta=0.37_nsteps=625N^2,32,53,400,0.07,0.013254781139560325,0.9325,0.012560006345479935
FMScol_eta=0.37_nsteps=625N^2,32,56,400,0.08,0.01358164764975905,0.92,0.01358164764975905
FMScol_eta=0.37_nsteps=625N^2,32,59,400,0.15,0.018223067812562544,0.8525,0.017752386969299917
FMScol_eta=0.37_nsteps=625N^2,32,62,400,0.2525,0.02231825792017555,0.7525,0.021605006729678973
FMScol_eta=0.37_nsteps=625N^2,32,65,400,0.43,0.0281020339259802,0.605,0.02447314522272795
FMScol_eta=0.37_nsteps=625N^2,32,68,400,0.6275,0.03080961629329958,0.4425,0.02486523828938645
FMScol_eta=0.37_nsteps=625N^2,32,70,400,0.8125,0.03214720800405753,0.3125,0.023204644228784484
FMScol_eta=0.37_nsteps=625N^2,32,73,400,1.06,0.03562545343333649,0.2075,0.02030122469977555
FMScol_eta=0.37_nsteps=625N^2,32,76,400,1.435,0.035427040350132624,0.08,0.01358164764975905
FMScol_eta=0.37_nsteps=625N^2,32,79,400,1.82,0.03821191405752726,0.0425,0.01009897759037653
FMScol_eta=0.37_nsteps=625N^2,64,106,400,0.0225,0.0074244313217328535,0.9775,0.007424431321732853
FMScol_eta=0.37_nsteps=625N^2,64,112,400,0.02,0.007008766440504623,0.98,0.007008766440504623
FMScol_eta=0.37_nsteps=625N^2,64,118,400,0.03,0.008540042788362812,0.97,0.008540042788362812
FMScol_eta=0.37_nsteps=625N^2,64,124,400,0.0975,0.015266533418118086,0.905,0.014679107277903192
FMScol_eta=0.37_nsteps=625N^2,64,129,400,0.1775,0.020396677084521038,0.8325,0.018694466633385583
FMScol_eta=0.37_nsteps=625N^2,64,135,400,0.3525,0.025685769833310907,0.665,0.023629078131263043
FMScol_eta=0.37_nsteps=625N^2,64,141,400,0.6925,0.032557785528138136,0.4075,0.024599231297972052
FMScol_eta=0.37_nsteps=625N^2,64,147,400,1.1175,0.036055295531164336,0.185,0.01943919251187622
FMScol_eta=0.37_nsteps=625N^2,64,152,400,1.565,0.04007433568947065,0.0775,0.013385900448870358
FMScol_eta=0.37_nsteps=625N^2,64,158,400,2.125,0.0417167618656024,0.0225,0.007424431321732853
FMScol_eta=0.37_nsteps=625N^2,128,212,400,0.0025,0.0025,0.9975,0.0024999999999999996
FMScol_eta=0.37_nsteps=625N^2,128,224,400,0.005,0.003531100632833621,0.995,0.003531100632833621
FMScol_eta=0.37_nsteps=625N^2,128,236,400,0.005,0.003531100632833622,0.995,0.003531100632833622
FMScol_eta=0.37_nsteps=625N^2,128,247,400,0.0125,0.005562078459710898,0.9875,0.005562078459710897
FMScol_eta=0.37_nsteps=625N^2,128,259,400,0.03,0.008540042788362812,0.97,0.008540042788362812
FMScol_eta=0.37_nsteps=625N^2,128,270,400,0.0775,0.013385900448870358,0.9225,0.013385900448870358
FMScol_eta=0.37_nsteps=625N^2,128,282,400,0.3175,0.0258535372525923,0.7075,0.022774020616430336
FMScol_eta=0.37_nsteps=625N^2,128,293,400,0.8075,0.033412578109745586,0.3325,0.02358495283014151
FMScol_eta=0.37_nsteps=625N^2,128,305,400,1.6875,0.040201365018783054,0.0375,0.009511073878158529
FMScol_eta=0.37_nsteps=625N^2,128,316,400,2.5475,0.04314525649355601,0.0075,0.0043192609365022136
FMScol_eta=0.37_nsteps=625N^2,256,425,400,0.0,0.0,1.0,0.0
FMScol_eta=0.37_nsteps=625N^2,256,448,400,0.0,0.0,1.0,0.0
FMScol_eta=0.37_nsteps=625N^2,256,471,400,0.005,0.003531100632833622,0.995,0.003531100632833622
FMScol_eta=0.37_nsteps=625N^2,256,494,400,0.0025,0.0025,0.9975,0.0024999999999999996
FMScol_eta=0.37_nsteps=625N^2,256,517,400,0.005,0.00353110063283362,0.995,0.0035311006328336203
