N,M,id,E,ntrials
16,82,272,2,5
16,82,273,3,5
16,82,274,2,5
16,82,275,2,5
16,82,276,2,5
16,82,277,3,5
16,82,278,3,5
16,82,279,2,5
16,82,280,3,5
16,82,281,3,5
16,82,282,3,5
16,82,283,2,5
16,82,284,3,5
16,82,285,4,5
16,82,286,1,5
16,82,287,3,5
16,82,288,4,5
16,82,289,2,5
16,82,290,3,5
16,82,291,3,5
16,82,292,3,5
16,82,293,2,5
16,82,294,3,5
16,82,295,3,5
16,82,296,3,5
16,82,297,4,5
16,82,298,4,5
16,82,299,2,5
16,82,300,3,5
16,82,301,3,5
16,82,302,3,5
16,82,303,2,5
16,82,304,3,5
16,82,305,3,5
16,82,306,2,5
16,82,307,2,5
16,82,308,3,5
16,82,309,3,5
16,82,310,2,5
16,82,311,4,5
16,82,312,3,5
16,82,313,3,5
16,82,314,3,5
16,82,315,3,5
16,82,316,4,5
16,82,317,2,5
16,82,318,3,5
16,82,319,4,5
16,82,320,2,5
16,82,321,1,5
16,82,322,2,5
16,82,323,3,5
16,82,324,4,5
16,82,325,2,5
16,82,326,4,5
16,82,327,2,5
16,82,328,4,5
16,82,329,2,5
16,82,330,3,5
16,82,331,3,5
16,82,332,2,5
16,82,333,2,5
16,82,334,3,5
16,82,335,3,5
16,82,336,3,5
16,82,337,1,5
16,82,338,3,5
16,82,339,4,5
16,82,340,3,5
16,82,341,2,5
16,82,342,2,5
16,82,343,2,5
16,82,344,2,5
16,82,345,3,5
16,82,346,3,5
16,82,347,1,5
16,82,348,2,5
16,82,349,2,5
16,82,350,3,5
16,82,351,2,5
16,82,352,3,5
16,82,353,3,5
16,82,354,3,5
16,82,355,2,5
16,82,356,3,5
16,82,357,3,5
16,82,358,2,5
16,82,359,3,5
16,82,360,3,5
16,82,361,3,5
16,82,362,2,5
16,82,363,3,5
16,82,364,3,5
16,82,365,2,5
16,82,366,5,5
16,82,367,3,5
16,82,368,3,5
16,82,369,3,5
16,82,370,2,5
16,82,371,3,5
16,82,372,3,5
16,82,373,2,5
16,82,374,2,5
16,82,375,2,5
16,82,376,2,5
16,82,377,2,5
16,82,378,3,5
16,82,379,3,5
16,82,380,2,5
16,82,381,4,5
16,82,382,3,5
16,82,383,2,5
16,82,384,2,5
16,82,385,2,5
16,82,386,3,5
16,82,387,2,5
16,82,388,3,5
16,82,389,2,5
16,82,390,3,5
16,82,391,3,5
16,82,392,3,5
16,82,393,4,5
16,82,394,2,5
16,82,395,2,5
16,82,396,4,5
16,82,397,2,5
16,82,398,2,5
16,82,399,2,5
16,82,400,3,5
16,86,1,3,5
16,86,2,3,5
16,86,3,4,5
16,86,4,3,5
16,86,5,3,5
16,86,6,4,5
16,86,7,4,5
16,86,8,4,5
16,86,9,4,5
16,86,10,4,5
16,86,11,4,5
16,86,12,3,5
16,86,13,3,5
16,86,14,4,5
16,86,15,3,5
16,86,16,4,5
16,86,17,2,5
16,86,18,3,5
16,86,19,3,5
16,86,20,3,5
16,86,21,3,5
16,86,22,2,5
16,86,23,3,5
16,86,24,2,5
16,86,25,3,5
16,86,26,4,5
16,86,27,4,5
16,86,28,2,5
16,86,29,4,5
16,86,30,4,5
16,86,31,4,5
16,86,32,3,5
16,86,33,4,5
16,86,34,3,5
16,86,35,2,5
16,86,36,2,5
16,86,37,4,5
16,86,38,3,5
16,86,39,3,5
16,86,40,4,5
16,86,41,4,5
16,86,42,3,5
16,86,43,3,5
16,86,44,4,5
16,86,45,4,5
16,86,46,3,5
16,86,47,4,5
16,86,48,3,5
16,86,49,3,5
16,86,50,3,5
16,86,51,4,5
16,86,52,3,5
16,86,53,4,5
16,86,54,3,5
16,86,55,4,5
16,86,56,4,5
16,86,57,4,5
16,86,58,4,5
16,86,59,4,5
16,86,60,5,5
16,86,61,5,5
16,86,62,4,5
16,86,63,4,5
16,86,64,2,5
16,86,65,3,5
16,86,66,5,5
16,86,67,3,5
16,86,68,3,5
16,86,69,2,5
16,86,70,4,5
16,86,71,3,5
16,86,72,4,5
16,86,73,4,5
16,86,74,4,5
16,86,75,4,5
16,86,76,5,5
16,86,77,4,5
16,86,78,4,5
16,86,79,4,5
16,86,80,3,5
16,86,81,3,5
16,86,82,3,5
16,86,83,6,5
16,86,84,4,5
16,86,85,4,5
16,86,86,3,5
16,86,87,4,5
16,86,88,4,5
16,86,89,4,5
16,86,90,4,5
16,86,91,3,5
16,86,92,3,5
16,86,93,3,5
16,86,94,4,5
16,86,95,4,5
16,86,96,3,5
16,86,97,4,5
16,86,98,3,5
16,86,99,2,5
16,86,100,5,5
16,86,101,3,5
16,86,102,4,5
16,86,103,4,5
16,86,104,4,5
16,86,105,2,5
16,86,106,4,5
16,86,107,5,5
16,86,108,3,5
16,86,109,3,5
16,86,110,2,5
16,86,111,3,5
16,86,112,3,5
16,86,113,4,5
16,86,114,3,5
16,86,115,4,5
16,86,116,3,5
16,86,117,4,5
16,86,118,3,5
16,86,119,3,5
16,86,120,3,5
16,86,121,3,5
16,86,122,2,5
16,86,123,3,5
16,86,124,4,5
16,86,125,4,5
16,86,126,2,5
16,86,127,4,5
16,86,128,2,5
16,86,129,4,5
16,86,130,4,5
16,86,131,4,5
16,86,132,3,5
16,86,133,3,5
16,86,134,2,5
16,86,135,4,5
16,86,136,3,5
16,86,137,4,5
16,86,138,4,5
16,86,139,4,5
16,86,140,3,5
16,86,141,4,5
16,86,142,4,5
16,86,143,4,5
16,86,144,5,5
16,86,145,4,5
16,86,146,4,5
16,86,147,3,5
16,86,148,4,5
16,86,149,3,5
16,86,150,4,5
16,86,151,4,5
16,86,152,3,5
16,86,153,4,5
16,86,154,4,5
16,86,155,4,5
16,86,156,3,5
16,86,157,4,5
16,86,158,4,5
16,86,159,4,5
16,86,160,4,5
16,86,161,4,5
16,86,162,2,5
16,86,163,4,5
16,86,164,3,5
16,86,165,4,5
16,86,166,3,5
16,86,167,4,5
16,86,168,3,5
16,86,169,5,5
16,86,170,2,5
16,86,171,5,5
16,86,172,4,5
16,86,173,4,5
16,86,174,4,5
16,86,175,2,5
16,86,176,4,5
16,86,177,3,5
16,86,178,4,5
16,86,179,3,5
16,86,180,2,5
16,86,181,3,5
16,86,182,3,5
16,86,183,4,5
16,86,184,2,5
16,86,185,3,5
16,86,186,3,5
16,86,187,3,5
16,86,188,4,5
16,86,189,3,5
16,86,190,4,5
16,86,191,3,5
16,86,192,3,5
16,86,193,3,5
16,86,194,4,5
16,86,195,3,5
16,86,196,2,5
16,86,197,2,5
16,86,198,4,5
16,86,199,5,5
16,86,200,3,5
16,86,201,3,5
16,86,202,3,5
16,86,203,4,5
16,86,204,4,5
16,86,205,2,5
16,86,206,3,5
16,86,207,4,5
16,86,208,4,5
16,86,209,4,5
16,86,210,3,5
16,86,211,2,5
16,86,212,3,5
16,86,213,5,5
16,86,214,4,5
16,86,215,3,5
16,86,216,4,5
16,86,217,3,5
16,86,218,3,5
16,86,219,3,5
16,86,220,3,5
16,86,221,3,5
16,86,222,3,5
16,86,223,4,5
16,86,224,4,5
16,86,225,2,5
16,86,226,3,5
16,86,227,2,5
16,86,228,4,5
16,86,229,3,5
16,86,230,3,5
16,86,231,2,5
16,86,232,3,5
16,86,233,3,5
16,86,234,4,5
16,86,235,4,5
16,86,236,3,5
16,86,237,3,5
16,86,238,4,5
16,86,239,4,5
16,86,240,3,5
16,86,241,4,5
16,86,242,4,5
16,86,243,4,5
16,86,244,2,5
16,86,245,3,5
16,86,246,4,5
16,86,247,3,5
16,86,248,4,5
16,86,249,3,5
16,86,250,4,5
16,86,251,3,5
16,86,252,4,5
16,86,253,3,5
16,86,254,4,5
16,86,255,2,5
16,86,256,3,5
16,86,257,2,5
16,86,258,2,5
16,86,259,3,5
16,86,260,4,5
16,86,261,3,5
16,86,262,3,5
16,86,263,4,5
16,86,264,2,5
16,86,265,4,5
16,86,266,5,5
16,86,267,4,5
16,86,268,4,5
16,86,269,2,5
16,86,270,3,5
16,86,271,4,5
16,86,272,4,5
16,86,273,3,5
16,86,274,3,5
16,86,275,3,5
16,86,276,5,5
16,86,277,3,5
16,86,278,4,5
16,86,279,2,5
16,86,280,3,5
16,86,281,3,5
16,86,282,4,5
16,86,283,4,5
16,86,284,4,5
16,86,285,3,5
16,86,286,4,5
16,86,287,3,5
16,86,288,4,5
16,86,289,2,5
16,86,290,4,5
16,86,291,4,5
16,86,292,3,5
16,86,293,3,5
16,86,294,2,5
16,86,295,3,5
16,86,296,4,5
16,86,297,2,5
16,86,298,3,5
16,86,299,3,5
16,86,300,3,5
16,86,301,3,5
16,86,302,3,5
16,86,303,4,5
16,86,304,2,5
16,86,305,4,5
16,86,306,3,5
16,86,307,3,5
16,86,308,4,5
16,86,309,3,5
16,86,310,3,5
16,86,311,4,5
16,86,312,3,5
16,86,313,4,5
16,86,314,4,5
16,86,315,4,5
16,86,316,3,5
16,86,317,2,5
16,86,318,3,5
16,86,319,3,5
16,86,320,4,5
16,86,321,4,5
16,86,322,4,5
16,86,323,3,5
16,86,324,4,5
16,86,325,3,5
16,86,326,3,5
16,86,327,3,5
16,86,328,4,5
16,86,329,4,5
16,86,330,3,5
16,86,331,3,5
16,86,332,5,5
16,86,333,3,5
16,86,334,3,5
16,86,335,4,5
16,86,336,4,5
16,86,337,4,5
16,86,338,4,5
16,86,339,4,5
16,86,340,4,5
16,86,341,3,5
16,86,342,3,5
16,86,343,2,5
16,86,344,3,5
16,86,345,4,5
16,86,346,3,5
16,86,347,3,5
16,86,348,4,5
16,86,349,3,5
16,86,350,3,5
16,86,351,4,5
16,86,352,3,5
16,86,353,3,5
16,86,354,2,5
16,86,355,2,5
16,86,356,1,5
16,86,357,4,5
16,86,358,3,5
16,86,359,5,5
16,86,360,3,5
16,86,361,4,5
16,86,362,4,5
16,86,363,2,5
16,86,364,3,5
16,86,365,5,5
16,86,366,4,5
16,86,367,3,5
16,86,368,4,5
16,86,369,5,5
16,86,370,4,5
16,86,371,4,5
16,86,372,2,5
16,86,373,3,5
16,86,374,4,5
16,86,375,4,5
16,86,376,4,5
16,86,377,4,5
16,86,378,3,5
16,86,379,4,5
16,86,380,3,5
16,86,381,3,5
16,86,382,2,5
16,86,383,4,5
16,86,384,4,5
16,86,385,4,5
16,86,386,4,5
16,86,387,3,5
16,86,388,3,5
16,86,389,3,5
16,86,390,3,5
16,86,391,3,5
16,86,392,2,5
16,86,393,4,5
16,86,394,4,5
16,86,395,5,5
16,86,396,4,5
16,86,397,3,5
16,86,398,3,5
16,86,399,3,5
16,86,400,3,5
16,89,1,4,5
16,89,2,5,5
16,89,3,4,5
16,89,4,5,5
16,89,5,4,5
16,89,6,5,5
16,89,7,4,5
16,89,8,4,5
16,89,9,4,5
16,89,10,4,5
16,89,11,4,5
16,89,12,4,5
16,89,13,3,5
16,89,14,4,5
16,89,15,4,5
16,89,16,3,5
16,89,17,4,5
16,89,18,3,5
16,89,19,4,5
16,89,20,3,5
16,89,21,3,5
16,89,22,4,5
16,89,23,4,5
16,89,24,3,5
16,89,25,4,5
16,89,26,5,5
16,89,27,4,5
16,89,28,4,5
16,89,29,3,5
16,89,30,4,5
16,89,31,3,5
16,89,32,4,5
16,89,33,4,5
16,89,34,5,5
16,89,35,3,5
16,89,36,4,5
16,89,37,5,5
16,89,38,5,5
16,89,39,5,5
16,89,40,5,5
16,89,41,5,5
16,89,42,4,5
16,89,43,4,5
16,89,44,3,5
16,89,45,4,5
16,89,46,4,5
16,89,47,3,5
16,89,48,5,5
16,89,49,4,5
16,89,50,4,5
16,89,51,3,5
16,89,52,5,5
16,89,53,4,5
16,89,54,4,5
16,89,55,5,5
16,89,56,5,5
16,89,57,4,5
16,89,58,3,5
16,89,59,5,5
16,89,60,3,5
16,89,61,4,5
16,89,62,6,5
16,89,63,4,5
16,89,64,4,5
16,89,65,4,5
16,89,66,3,5
16,89,67,4,5
16,89,68,4,5
16,89,69,4,5
16,89,70,3,5
16,89,71,4,5
16,89,72,4,5
16,89,73,5,5
16,89,74,4,5
16,89,75,4,5
16,89,76,3,5
16,89,77,6,5
16,89,78,4,5
16,89,79,4,5
16,89,80,5,5
16,89,81,3,5
16,89,82,5,5
16,89,83,4,5
16,89,84,5,5
16,89,85,3,5
16,89,86,4,5
16,89,87,4,5
16,89,88,4,5
16,89,89,3,5
16,89,90,3,5
16,89,91,4,5
16,89,92,3,5
16,89,93,4,5
16,89,94,3,5
16,89,95,4,5
16,89,96,5,5
16,89,97,5,5
16,89,98,4,5
16,89,99,3,5
16,89,100,3,5
16,89,101,3,5
16,89,102,4,5
16,89,103,3,5
16,89,104,3,5
16,89,105,5,5
16,89,106,4,5
16,89,107,4,5
16,89,108,4,5
16,89,109,4,5
16,89,110,5,5
16,89,111,3,5
16,89,112,5,5
16,89,113,3,5
16,89,114,5,5
16,89,115,4,5
16,89,116,5,5
16,89,117,3,5
16,89,118,4,5
16,89,119,6,5
16,89,120,5,5
16,89,121,4,5
16,89,122,3,5
16,89,123,4,5
16,89,124,3,5
16,89,125,4,5
16,89,126,5,5
16,89,127,3,5
16,89,128,5,5
16,89,129,4,5
16,89,130,3,5
16,89,131,3,5
16,89,132,4,5
16,89,133,4,5
16,89,134,3,5
16,89,135,3,5
16,89,136,4,5
16,89,137,5,5
16,89,138,3,5
16,89,139,5,5
16,89,140,4,5
16,89,141,4,5
16,89,142,3,5
16,89,143,5,5
16,89,144,3,5
16,89,145,5,5
16,89,146,4,5
16,89,147,5,5
16,89,148,5,5
16,89,149,4,5
16,89,150,4,5
16,89,151,4,5
16,89,152,3,5
16,89,153,4,5
16,89,154,4,5
16,89,155,5,5
16,89,156,3,5
16,89,157,3,5
16,89,158,5,5
16,89,159,3,5
16,89,160,4,5
16,89,161,4,5
16,89,162,3,5
16,89,163,3,5
16,89,164,4,5
16,89,165,5,5
16,89,166,3,5
16,89,167,4,5
16,89,168,4,5
16,89,169,5,5
16,89,170,3,5
16,89,171,4,5
16,89,172,4,5
16,89,173,4,5
16,89,174,5,5
16,89,175,4,5
16,89,176,5,5
16,89,177,3,5
16,89,178,3,5
16,89,179,5,5
16,89,180,3,5
16,89,181,4,5
16,89,182,3,5
16,89,183,5,5
16,89,184,5,5
16,89,185,4,5
16,89,186,4,5
16,89,187,5,5
16,89,188,4,5
16,89,189,5,5
16,89,190,4,5
16,89,191,4,5
16,89,192,5,5
16,89,193,4,5
16,89,194,4,5
16,89,195,4,5
16,89,196,3,5
16,89,197,5,5
