N,M,id,E,max_iters
16,82,142,11,10000
16,82,143,10,10000
16,82,144,12,10000
16,82,145,8,10000
16,82,146,7,10000
16,82,147,3,10000
16,82,148,6,10000
16,82,149,10,10000
16,82,150,7,10000
16,82,151,10,10000
16,82,152,9,10000
16,82,153,8,10000
16,82,154,9,10000
16,82,155,12,10000
16,82,156,11,10000
16,82,157,7,10000
16,82,158,8,10000
16,82,159,8,10000
16,82,160,9,10000
16,82,161,8,10000
16,82,162,7,10000
16,82,163,8,10000
16,82,164,10,10000
16,82,165,6,10000
16,82,166,7,10000
16,82,167,10,10000
16,82,168,5,10000
16,82,169,10,10000
16,82,170,7,10000
16,82,171,8,10000
16,82,172,7,10000
16,82,173,10,10000
16,82,174,10,10000
16,82,175,9,10000
16,82,176,10,10000
16,82,177,4,10000
16,82,178,8,10000
16,82,179,3,10000
16,82,180,6,10000
16,82,181,9,10000
16,82,182,8,10000
16,82,183,7,10000
16,82,184,7,10000
16,82,185,5,10000
16,82,186,8,10000
16,82,187,10,10000
16,82,188,12,10000
16,82,189,6,10000
16,82,190,8,10000
16,82,191,6,10000
16,82,192,9,10000
16,82,193,6,10000
16,82,194,7,10000
16,82,195,8,10000
16,82,196,7,10000
16,82,197,4,10000
16,82,198,7,10000
16,82,199,7,10000
16,82,200,8,10000
16,82,201,3,10000
16,82,202,3,10000
16,82,203,8,10000
16,82,204,6,10000
16,82,205,7,10000
16,82,206,8,10000
16,82,207,11,10000
16,82,208,4,10000
16,82,209,10,10000
16,82,210,7,10000
16,82,211,9,10000
16,82,212,7,10000
16,82,213,6,10000
16,82,214,9,10000
16,82,215,5,10000
16,82,216,8,10000
16,82,217,6,10000
16,82,218,11,10000
16,82,219,10,10000
16,82,220,4,10000
16,82,221,10,10000
16,82,222,8,10000
16,82,223,9,10000
16,82,224,9,10000
16,82,225,8,10000
16,82,226,11,10000
16,82,227,13,10000
16,82,228,8,10000
16,82,229,7,10000
16,82,230,5,10000
16,82,231,9,10000
16,82,232,8,10000
16,82,233,8,10000
16,82,234,9,10000
16,82,235,8,10000
16,82,236,8,10000
16,82,237,9,10000
16,82,238,8,10000
16,82,239,6,10000
16,82,240,9,10000
16,82,241,5,10000
16,82,242,6,10000
16,82,243,5,10000
16,82,244,7,10000
16,82,245,7,10000
16,82,246,5,10000
16,82,247,12,10000
16,82,248,11,10000
16,82,249,12,10000
16,82,250,6,10000
16,82,251,7,10000
16,82,252,5,10000
16,82,253,6,10000
16,82,254,7,10000
16,82,255,8,10000
16,82,256,5,10000
16,82,257,13,10000
16,82,258,8,10000
16,82,259,11,10000
16,82,260,8,10000
16,82,261,9,10000
16,82,262,9,10000
16,82,263,7,10000
16,82,264,7,10000
16,82,265,7,10000
16,82,266,7,10000
16,82,267,10,10000
16,82,268,5,10000
16,82,269,5,10000
16,82,270,8,10000
16,82,271,8,10000
16,82,272,6,10000
16,82,273,10,10000
16,82,274,10,10000
16,82,275,7,10000
16,82,276,8,10000
16,82,277,7,10000
16,82,278,11,10000
16,82,279,11,10000
16,82,280,11,10000
16,82,281,8,10000
16,82,282,9,10000
16,82,283,4,10000
16,82,284,6,10000
16,82,285,13,10000
16,82,286,5,10000
16,82,287,8,10000
16,82,288,12,10000
16,82,289,8,10000
16,82,290,10,10000
16,82,291,4,10000
16,82,292,8,10000
16,82,293,4,10000
16,82,294,8,10000
16,82,295,8,10000
16,82,296,8,10000
16,82,297,8,10000
16,82,298,9,10000
16,82,299,4,10000
16,82,300,10,10000
16,82,301,10,10000
16,82,302,10,10000
16,82,303,6,10000
16,82,304,10,10000
16,82,305,10,10000
16,82,306,4,10000
16,82,307,10,10000
16,82,308,10,10000
16,82,309,8,10000
16,82,310,7,10000
16,82,311,8,10000
16,82,312,9,10000
16,82,313,8,10000
16,82,314,10,10000
16,82,315,7,10000
16,82,316,9,10000
16,82,317,6,10000
16,82,318,9,10000
16,82,319,9,10000
16,82,320,9,10000
16,82,321,7,10000
16,82,322,6,10000
16,82,323,8,10000
16,82,324,10,10000
16,82,325,9,10000
16,82,326,11,10000
16,82,327,9,10000
16,82,328,12,10000
16,82,329,7,10000
16,82,330,8,10000
16,82,331,9,10000
16,82,332,7,10000
16,82,333,7,10000
16,82,334,9,10000
16,82,335,9,10000
16,82,336,10,10000
16,82,337,4,10000
16,82,338,8,10000
16,82,339,10,10000
16,82,340,6,10000
16,82,341,11,10000
16,82,342,6,10000
16,82,343,12,10000
16,82,344,7,10000
16,82,345,10,10000
16,82,346,10,10000
16,82,347,8,10000
16,82,348,6,10000
16,82,349,10,10000
16,82,350,5,10000
16,82,351,6,10000
16,82,352,12,10000
16,82,353,7,10000
16,82,354,8,10000
16,82,355,7,10000
16,82,356,9,10000
16,82,357,10,10000
16,82,358,7,10000
16,82,359,9,10000
16,82,360,9,10000
16,82,361,8,10000
16,82,362,8,10000
16,82,363,13,10000
16,82,364,8,10000
16,82,365,4,10000
16,82,366,10,10000
16,82,367,9,10000
16,82,368,6,10000
16,82,369,7,10000
16,82,370,4,10000
16,82,371,9,10000
16,82,372,12,10000
16,82,373,6,10000
16,82,374,9,10000
16,82,375,5,10000
16,82,376,10,10000
16,82,377,9,10000
16,82,378,8,10000
16,82,379,8,10000
16,82,380,10,10000
16,82,381,12,10000
16,82,382,5,10000
16,82,383,6,10000
16,82,384,7,10000
16,82,385,10,10000
16,82,386,12,10000
16,82,387,7,10000
16,82,388,6,10000
16,82,389,9,10000
16,82,390,10,10000
16,82,391,6,10000
16,82,392,6,10000
16,82,393,8,10000
16,82,394,7,10000
16,82,395,4,10000
16,82,396,10,10000
16,82,397,10,10000
16,82,398,6,10000
16,82,399,4,10000
16,82,400,8,10000
16,86,1,10,10000
16,86,2,9,10000
16,86,3,12,10000
16,86,4,8,10000
16,86,5,7,10000
16,86,6,10,10000
16,86,7,10,10000
16,86,8,12,10000
16,86,9,13,10000
16,86,10,10,10000
16,86,11,9,10000
16,86,12,10,10000
16,86,13,9,10000
16,86,14,7,10000
16,86,15,10,10000
16,86,16,10,10000
16,86,17,8,10000
16,86,18,11,10000
16,86,19,10,10000
16,86,20,9,10000
16,86,21,12,10000
16,86,22,9,10000
16,86,23,7,10000
16,86,24,4,10000
16,86,25,11,10000
16,86,26,12,10000
16,86,27,12,10000
16,86,28,8,10000
16,86,29,11,10000
16,86,30,14,10000
16,86,31,12,10000
16,86,32,9,10000
16,86,33,10,10000
16,86,34,10,10000
16,86,35,7,10000
16,86,36,8,10000
16,86,37,8,10000
16,86,38,9,10000
16,86,39,10,10000
16,86,40,8,10000
16,86,41,9,10000
16,86,42,11,10000
16,86,43,12,10000
16,86,44,13,10000
16,86,45,12,10000
16,86,46,7,10000
16,86,47,13,10000
16,86,48,9,10000
16,86,49,8,10000
16,86,50,10,10000
16,86,51,13,10000
16,86,52,11,10000
16,86,53,8,10000
16,86,54,9,10000
16,86,55,11,10000
16,86,56,9,10000
16,86,57,7,10000
16,86,58,8,10000
16,86,59,8,10000
16,86,60,10,10000
16,86,61,10,10000
16,86,62,13,10000
16,86,63,8,10000
16,86,64,10,10000
16,86,65,10,10000
16,86,66,11,10000
16,86,67,7,10000
16,86,68,8,10000
16,86,69,5,10000
16,86,70,10,10000
16,86,71,11,10000
16,86,72,11,10000
16,86,73,9,10000
16,86,74,9,10000
16,86,75,10,10000
16,86,76,11,10000
16,86,77,8,10000
16,86,78,8,10000
16,86,79,11,10000
16,86,80,7,10000
16,86,81,7,10000
16,86,82,10,10000
16,86,83,12,10000
16,86,84,13,10000
16,86,85,11,10000
16,86,86,10,10000
16,86,87,10,10000
16,86,88,11,10000
16,86,89,9,10000
16,86,90,10,10000
16,86,91,4,10000
16,86,92,7,10000
16,86,93,9,10000
16,86,94,14,10000
16,86,95,10,10000
16,86,96,7,10000
16,86,97,6,10000
16,86,98,7,10000
16,86,99,10,10000
16,86,100,13,10000
16,86,101,11,10000
16,86,102,7,10000
16,86,103,12,10000
16,86,104,8,10000
16,86,105,10,10000
16,86,106,10,10000
16,86,107,11,10000
16,86,108,8,10000
16,86,109,10,10000
16,86,110,5,10000
16,86,111,9,10000
16,86,112,10,10000
16,86,113,9,10000
16,86,114,7,10000
16,86,115,12,10000
16,86,116,9,10000
16,86,117,9,10000
16,86,118,10,10000
16,86,119,7,10000
16,86,120,6,10000
16,86,121,10,10000
16,86,122,8,10000
16,86,123,7,10000
16,86,124,11,10000
16,86,125,10,10000
16,86,126,5,10000
16,86,127,8,10000
16,86,128,12,10000
16,86,129,10,10000
16,86,130,12,10000
16,86,131,6,10000
16,86,132,10,10000
16,86,133,8,10000
16,86,134,7,10000
16,86,135,11,10000
16,86,136,9,10000
16,86,137,7,10000
16,86,138,10,10000
16,86,139,10,10000
16,86,140,9,10000
16,86,141,11,10000
16,86,142,12,10000
16,86,143,10,10000
16,86,144,11,10000
16,86,145,11,10000
16,86,146,12,10000
16,86,147,5,10000
16,86,148,11,10000
16,86,149,14,10000
16,86,150,11,10000
16,86,151,9,10000
16,86,152,10,10000
16,86,153,7,10000
16,86,154,11,10000
16,86,155,8,10000
16,86,156,7,10000
16,86,157,15,10000
16,86,158,9,10000
16,86,159,8,10000
16,86,160,13,10000
16,86,161,8,10000
16,86,162,4,10000
16,86,163,8,10000
16,86,164,7,10000
16,86,165,11,10000
16,86,166,8,10000
16,86,167,8,10000
16,86,168,8,10000
16,86,169,10,10000
16,86,170,7,10000
16,86,171,12,10000
16,86,172,10,10000
16,86,173,12,10000
16,86,174,11,10000
16,86,175,5,10000
16,86,176,12,10000
16,86,177,8,10000
16,86,178,12,10000
16,86,179,12,10000
16,86,180,9,10000
16,86,181,6,10000
16,86,182,11,10000
16,86,183,9,10000
16,86,184,10,10000
16,86,185,9,10000
16,86,186,5,10000
16,86,187,10,10000
16,86,188,9,10000
16,86,189,6,10000
16,86,190,12,10000
16,86,191,9,10000
16,86,192,12,10000
16,86,193,13,10000
16,86,194,9,10000
16,86,195,10,10000
16,86,196,8,10000
16,86,197,10,10000
16,86,198,6,10000
16,86,199,12,10000
16,86,200,6,10000
16,86,201,7,10000
16,86,202,8,10000
16,86,203,13,10000
16,86,204,10,10000
16,86,205,7,10000
16,86,206,12,10000
16,86,207,11,10000
16,86,208,11,10000
16,86,209,6,10000
16,86,210,7,10000
16,86,211,9,10000
16,86,212,7,10000
16,86,213,10,10000
16,86,214,10,10000
16,86,215,7,10000
16,86,216,9,10000
16,86,217,7,10000
16,86,218,12,10000
16,86,219,4,10000
16,86,220,8,10000
16,86,221,13,10000
16,86,222,7,10000
16,86,223,6,10000
16,86,224,11,10000
16,86,225,9,10000
16,86,226,13,10000
16,86,227,11,10000
16,86,228,12,10000
16,86,229,8,10000
16,86,230,9,10000
16,86,231,9,10000
16,86,232,9,10000
16,86,233,8,10000
16,86,234,9,10000
16,86,235,10,10000
16,86,236,10,10000
16,86,237,11,10000
16,86,238,8,10000
16,86,239,7,10000
16,86,240,9,10000
16,86,241,10,10000
16,86,242,10,10000
16,86,243,9,10000
16,86,244,5,10000
16,86,245,11,10000
16,86,246,9,10000
16,86,247,11,10000
16,86,248,8,10000
16,86,249,9,10000
16,86,250,11,10000
16,86,251,8,10000
16,86,252,11,10000
16,86,253,9,10000
16,86,254,11,10000
16,86,255,6,10000
16,86,256,5,10000
16,86,257,5,10000
16,86,258,11,10000
16,86,259,13,10000
16,86,260,8,10000
16,86,261,8,10000
16,86,262,11,10000
16,86,263,7,10000
16,86,264,6,10000
16,86,265,11,10000
16,86,266,13,10000
16,86,267,11,10000
16,86,268,12,10000
16,86,269,12,10000
16,86,270,9,10000
16,86,271,11,10000
16,86,272,10,10000
16,86,273,10,10000
16,86,274,8,10000
16,86,275,9,10000
16,86,276,10,10000
16,86,277,10,10000
16,86,278,7,10000
16,86,279,4,10000
16,86,280,9,10000
16,86,281,10,10000
16,86,282,9,10000
16,86,283,12,10000
16,86,284,11,10000
16,86,285,7,10000
16,86,286,11,10000
16,86,287,12,10000
16,86,288,5,10000
16,86,289,10,10000
16,86,290,7,10000
16,86,291,9,10000
16,86,292,10,10000
16,86,293,8,10000
16,86,294,4,10000
16,86,295,7,10000
16,86,296,10,10000
16,86,297,5,10000
16,86,298,8,10000
16,86,299,9,10000
16,86,300,9,10000
16,86,301,9,10000
16,86,302,8,10000
16,86,303,12,10000
16,86,304,5,10000
16,86,305,8,10000
16,86,306,11,10000
16,86,307,14,10000
16,86,308,7,10000
16,86,309,7,10000
16,86,310,7,10000
16,86,311,10,10000
16,86,312,9,10000
16,86,313,9,10000
16,86,314,8,10000
16,86,315,11,10000
16,86,316,7,10000
16,86,317,11,10000
16,86,318,10,10000
16,86,319,9,10000
16,86,320,11,10000
16,86,321,11,10000
16,86,322,11,10000
16,86,323,8,10000
16,86,324,13,10000
16,86,325,8,10000
16,86,326,8,10000
16,86,327,9,10000
16,86,328,10,10000
16,86,329,8,10000
16,86,330,10,10000
16,86,331,9,10000
16,86,332,9,10000
16,86,333,10,10000
16,86,334,10,10000
16,86,335,9,10000
16,86,336,10,10000
16,86,337,6,10000
16,86,338,6,10000
16,86,339,13,10000
16,86,340,11,10000
16,86,341,9,10000
16,86,342,9,10000
16,86,343,7,10000
16,86,344,12,10000
16,86,345,11,10000
16,86,346,7,10000
16,86,347,10,10000
16,86,348,9,10000
16,86,349,9,10000
16,86,350,10,10000
16,86,351,10,10000
16,86,352,9,10000
16,86,353,6,10000
16,86,354,6,10000
16,86,355,10,10000
16,86,356,7,10000
16,86,357,5,10000
16,86,358,9,10000
16,86,359,12,10000
16,86,360,10,10000
16,86,361,6,10000
16,86,362,8,10000
16,86,363,8,10000
16,86,364,12,10000
16,86,365,9,10000
16,86,366,10,10000
16,86,367,8,10000
16,86,368,10,10000
16,86,369,11,10000
16,86,370,13,10000
16,86,371,9,10000
16,86,372,9,10000
16,86,373,8,10000
16,86,374,9,10000
16,86,375,10,10000
16,86,376,9,10000
16,86,377,12,10000
16,86,378,7,10000
16,86,379,11,10000
16,86,380,7,10000
16,86,381,10,10000
16,86,382,10,10000
16,86,383,12,10000
16,86,384,6,10000
16,86,385,8,10000
16,86,386,9,10000
16,86,387,10,10000
16,86,388,6,10000
16,86,389,14,10000
16,86,390,8,10000
16,86,391,11,10000
16,86,392,12,10000
16,86,393,13,10000
16,86,394,7,10000
16,86,395,9,10000
16,86,396,8,10000
16,86,397,9,10000
16,86,398,7,10000
16,86,399,8,10000
16,86,400,8,10000
16,89,1,11,10000
16,89,2,12,10000
16,89,3,11,10000
16,89,4,12,10000
16,89,5,8,10000
16,89,6,12,10000
16,89,7,11,10000
16,89,8,10,10000
16,89,9,12,10000
16,89,10,10,10000
16,89,11,8,10000
16,89,12,8,10000
16,89,13,11,10000
16,89,14,12,10000
16,89,15,12,10000
16,89,16,13,10000
16,89,17,8,10000
16,89,18,10,10000
16,89,19,8,10000
16,89,20,8,10000
16,89,21,12,10000
16,89,22,9,10000
16,89,23,10,10000
16,89,24,8,10000
16,89,25,11,10000
16,89,26,12,10000
16,89,27,10,10000
16,89,28,8,10000
16,89,29,9,10000
16,89,30,13,10000
16,89,31,14,10000
16,89,32,9,10000
16,89,33,11,10000
16,89,34,10,10000
16,89,35,6,10000
16,89,36,10,10000
16,89,37,11,10000
16,89,38,11,10000
16,89,39,8,10000
16,89,40,13,10000
16,89,41,13,10000
16,89,42,10,10000
16,89,43,10,10000
16,89,44,11,10000
16,89,45,9,10000
16,89,46,8,10000
16,89,47,12,10000
16,89,48,13,10000
16,89,49,13,10000
16,89,50,13,10000
16,89,51,8,10000
16,89,52,10,10000
16,89,53,7,10000
16,89,54,11,10000
16,89,55,10,10000
16,89,56,10,10000
16,89,57,8,10000
16,89,58,7,10000
16,89,59,9,10000
16,89,60,9,10000
16,89,61,8,10000
16,89,62,8,10000
16,89,63,7,10000
16,89,64,8,10000
16,89,65,10,10000
16,89,66,11,10000
16,89,67,11,10000
16,89,68,10,10000
16,89,69,11,10000
16,89,70,10,10000
