N,M,id,E,max_iters
16,79,336,11,1000
16,79,337,0,1000
16,79,338,5,1000
16,79,339,11,1000
16,79,340,7,1000
16,79,341,8,1000
16,79,342,7,1000
16,79,343,11,1000
16,79,344,6,1000
16,79,345,12,1000
16,79,346,10,1000
16,79,347,0,1000
16,79,348,7,1000
16,79,349,7,1000
16,79,350,8,1000
16,79,351,6,1000
16,79,352,10,1000
16,79,353,4,1000
16,79,354,6,1000
16,79,355,6,1000
16,79,356,9,1000
16,79,357,7,1000
16,79,358,0,1000
16,79,359,8,1000
16,79,360,11,1000
16,79,361,3,1000
16,79,362,8,1000
16,79,363,0,1000
16,79,364,6,1000
16,79,365,9,1000
16,79,366,7,1000
16,79,367,6,1000
16,79,368,3,1000
16,79,369,5,1000
16,79,370,0,1000
16,79,371,3,1000
16,79,372,13,1000
16,79,373,2,1000
16,79,374,8,1000
16,79,375,0,1000
16,79,376,0,1000
16,79,377,3,1000
16,79,378,11,1000
16,79,379,7,1000
16,79,380,9,1000
16,79,381,7,1000
16,79,382,5,1000
16,79,383,9,1000
16,79,384,0,1000
16,79,385,6,1000
16,79,386,11,1000
16,79,387,3,1000
16,79,388,11,1000
16,79,389,0,1000
16,79,390,5,1000
16,79,391,5,1000
16,79,392,7,1000
16,79,393,5,1000
16,79,394,5,1000
16,79,395,8,1000
16,79,396,6,1000
16,79,397,0,1000
16,79,398,0,1000
16,79,399,0,1000
16,79,400,0,1000
16,82,1,5,1000
16,82,2,9,1000
16,82,3,0,1000
16,82,4,7,1000
16,82,5,8,1000
16,82,6,5,1000
16,82,7,7,1000
16,82,8,0,1000
16,82,9,8,1000
16,82,10,5,1000
16,82,11,7,1000
16,82,12,2,1000
16,82,13,0,1000
16,82,14,8,1000
16,82,15,9,1000
16,82,16,5,1000
16,82,17,11,1000
16,82,18,0,1000
16,82,19,10,1000
16,82,20,8,1000
16,82,21,5,1000
16,82,22,8,1000
16,82,23,4,1000
16,82,24,4,1000
16,82,25,9,1000
16,82,26,6,1000
16,82,27,4,1000
16,82,28,2,1000
16,82,29,7,1000
16,82,30,11,1000
16,82,31,5,1000
16,82,32,10,1000
16,82,33,6,1000
16,82,34,5,1000
16,82,35,11,1000
16,82,36,6,1000
16,82,37,0,1000
16,82,38,0,1000
16,82,39,9,1000
16,82,40,0,1000
16,82,41,6,1000
16,82,42,0,1000
16,82,43,0,1000
16,82,44,14,1000
16,82,45,7,1000
16,82,46,8,1000
16,82,47,5,1000
16,82,48,9,1000
16,82,49,6,1000
16,82,50,12,1000
16,82,51,12,1000
16,82,52,6,1000
16,82,53,0,1000
16,82,54,0,1000
16,82,55,6,1000
16,82,56,0,1000
16,82,57,0,1000
16,82,58,0,1000
16,82,59,7,1000
16,82,60,8,1000
16,82,61,9,1000
16,82,62,6,1000
16,82,63,0,1000
16,82,64,14,1000
16,82,65,6,1000
16,82,66,10,1000
16,82,67,8,1000
16,82,68,0,1000
16,82,69,7,1000
16,82,70,5,1000
16,82,71,7,1000
16,82,72,5,1000
16,82,73,10,1000
16,82,74,6,1000
16,82,75,0,1000
16,82,76,0,1000
16,82,77,8,1000
16,82,78,0,1000
16,82,79,0,1000
16,82,80,0,1000
16,82,81,13,1000
16,82,82,7,1000
16,82,83,4,1000
16,82,84,7,1000
16,82,85,10,1000
16,82,86,9,1000
16,82,87,6,1000
16,82,88,10,1000
16,82,89,7,1000
16,82,90,9,1000
16,82,91,6,1000
16,82,92,10,1000
16,82,93,9,1000
16,82,94,10,1000
16,82,95,9,1000
16,82,96,0,1000
16,82,97,13,1000
16,82,98,12,1000
16,82,99,10,1000
16,82,100,0,1000
16,82,101,6,1000
16,82,102,8,1000
16,82,103,10,1000
16,82,104,8,1000
16,82,105,9,1000
16,82,106,6,1000
16,82,107,6,1000
16,82,108,10,1000
16,82,109,9,1000
16,82,110,0,1000
16,82,111,10,1000
16,82,112,3,1000
16,82,113,7,1000
16,82,114,6,1000
16,82,115,11,1000
16,82,116,12,1000
16,82,117,0,1000
16,82,118,0,1000
16,82,119,8,1000
16,82,120,8,1000
16,82,121,13,1000
16,82,122,9,1000
16,82,123,9,1000
16,82,124,8,1000
16,82,125,3,1000
16,82,126,6,1000
16,82,127,0,1000
16,82,128,6,1000
16,82,129,8,1000
16,82,130,11,1000
16,82,131,9,1000
16,82,132,0,1000
16,82,133,0,1000
16,82,134,7,1000
16,82,135,0,1000
16,82,136,9,1000
16,82,137,11,1000
16,82,138,4,1000
16,82,139,5,1000
16,82,140,6,1000
16,82,141,0,1000
16,82,142,8,1000
16,82,143,7,1000
16,82,144,0,1000
16,82,145,11,1000
16,82,146,5,1000
16,82,147,4,1000
16,82,148,0,1000
16,82,149,8,1000
16,82,150,0,1000
16,82,151,9,1000
16,82,152,12,1000
16,82,153,4,1000
16,82,154,7,1000
16,82,155,5,1000
16,82,156,6,1000
16,82,157,7,1000
16,82,158,10,1000
16,82,159,6,1000
16,82,160,13,1000
16,82,161,11,1000
16,82,162,9,1000
16,82,163,6,1000
16,82,164,0,1000
16,82,165,2,1000
16,82,166,0,1000
16,82,167,3,1000
16,82,168,4,1000
16,82,169,0,1000
16,82,170,0,1000
16,82,171,10,1000
16,82,172,7,1000
16,82,173,0,1000
16,82,174,7,1000
16,82,175,0,1000
16,82,176,11,1000
16,82,177,6,1000
16,82,178,8,1000
16,82,179,5,1000
16,82,180,3,1000
16,82,181,0,1000
16,82,182,8,1000
16,82,183,0,1000
16,82,184,6,1000
16,82,185,10,1000
16,82,186,5,1000
16,82,187,4,1000
16,82,188,5,1000
16,82,189,5,1000
16,82,190,13,1000
16,82,191,3,1000
16,82,192,8,1000
16,82,193,3,1000
16,82,194,6,1000
16,82,195,6,1000
16,82,196,5,1000
16,82,197,11,1000
16,82,198,4,1000
16,82,199,6,1000
16,82,200,10,1000
16,82,201,0,1000
16,82,202,9,1000
16,82,203,6,1000
16,82,204,5,1000
16,82,205,0,1000
16,82,206,8,1000
16,82,207,5,1000
16,82,208,11,1000
16,82,209,9,1000
16,82,210,0,1000
16,82,211,3,1000
16,82,212,5,1000
16,82,213,0,1000
16,82,214,11,1000
16,82,215,5,1000
16,82,216,6,1000
16,82,217,7,1000
16,82,218,0,1000
16,82,219,8,1000
16,82,220,6,1000
16,82,221,10,1000
16,82,222,6,1000
16,82,223,8,1000
16,82,224,0,1000
16,82,225,13,1000
16,82,226,9,1000
16,82,227,8,1000
16,82,228,0,1000
16,82,229,8,1000
16,82,230,8,1000
16,82,231,11,1000
16,82,232,0,1000
16,82,233,6,1000
16,82,234,6,1000
16,82,235,11,1000
16,82,236,10,1000
16,82,237,3,1000
16,82,238,13,1000
16,82,239,9,1000
16,82,240,5,1000
16,82,241,10,1000
16,82,242,6,1000
16,82,243,10,1000
16,82,244,9,1000
16,82,245,6,1000
16,82,246,3,1000
16,82,247,8,1000
16,82,248,7,1000
16,82,249,9,1000
16,82,250,10,1000
16,82,251,9,1000
16,82,252,5,1000
16,82,253,5,1000
16,82,254,9,1000
16,82,255,6,1000
16,82,256,0,1000
16,82,257,14,1000
16,82,258,6,1000
16,82,259,9,1000
16,82,260,6,1000
16,82,261,3,1000
16,82,262,9,1000
16,82,263,11,1000
16,82,264,10,1000
16,82,265,8,1000
16,82,266,11,1000
16,82,267,5,1000
16,82,268,4,1000
16,82,269,3,1000
16,82,270,6,1000
16,82,271,7,1000
16,82,272,7,1000
16,82,273,8,1000
16,82,274,10,1000
16,82,275,7,1000
16,82,276,8,1000
16,82,277,8,1000
16,82,278,12,1000
16,82,279,10,1000
16,82,280,5,1000
16,82,281,4,1000
16,82,282,10,1000
16,82,283,8,1000
16,82,284,11,1000
16,82,285,10,1000
16,82,286,6,1000
16,82,287,6,1000
16,82,288,0,1000
16,82,289,6,1000
16,82,290,6,1000
16,82,291,10,1000
16,82,292,6,1000
16,82,293,4,1000
16,82,294,9,1000
16,82,295,11,1000
16,82,296,6,1000
16,82,297,0,1000
16,82,298,0,1000
16,82,299,3,1000
16,82,300,0,1000
16,82,301,10,1000
16,82,302,11,1000
16,82,303,7,1000
16,82,304,2,1000
16,82,305,0,1000
16,82,306,5,1000
16,82,307,7,1000
16,82,308,10,1000
16,82,309,6,1000
16,82,310,3,1000
16,82,311,5,1000
16,82,312,0,1000
16,82,313,7,1000
16,82,314,11,1000
16,82,315,8,1000
16,82,316,6,1000
16,82,317,5,1000
16,82,318,9,1000
16,82,319,0,1000
16,82,320,5,1000
16,82,321,3,1000
16,82,322,6,1000
16,82,323,0,1000
16,82,324,0,1000
16,82,325,8,1000
16,82,326,0,1000
16,82,327,8,1000
16,82,328,0,1000
16,82,329,0,1000
16,82,330,9,1000
16,82,331,11,1000
16,82,332,4,1000
16,82,333,5,1000
16,82,334,8,1000
16,82,335,5,1000
16,82,336,10,1000
16,82,337,4,1000
16,82,338,0,1000
16,82,339,1,1000
16,82,340,12,1000
16,82,341,9,1000
16,82,342,4,1000
16,82,343,11,1000
16,82,344,9,1000
16,82,345,11,1000
16,82,346,8,1000
16,82,347,4,1000
16,82,348,7,1000
16,82,349,11,1000
16,82,350,0,1000
16,82,351,5,1000
16,82,352,12,1000
16,82,353,7,1000
16,82,354,11,1000
16,82,355,5,1000
16,82,356,8,1000
16,82,357,10,1000
16,82,358,12,1000
16,82,359,5,1000
16,82,360,12,1000
16,82,361,14,1000
16,82,362,6,1000
16,82,363,3,1000
16,82,364,6,1000
16,82,365,4,1000
16,82,366,0,1000
16,82,367,10,1000
16,82,368,12,1000
16,82,369,16,1000
16,82,370,5,1000
16,82,371,0,1000
16,82,372,6,1000
16,82,373,9,1000
16,82,374,14,1000
16,82,375,10,1000
16,82,376,10,1000
16,82,377,0,1000
16,82,378,8,1000
16,82,379,13,1000
16,82,380,6,1000
16,82,381,8,1000
16,82,382,12,1000
16,82,383,7,1000
16,82,384,5,1000
16,82,385,4,1000
16,82,386,0,1000
16,82,387,8,1000
16,82,388,10,1000
16,82,389,8,1000
16,82,390,0,1000
16,82,391,8,1000
16,82,392,0,1000
16,82,393,8,1000
16,82,394,7,1000
16,82,395,8,1000
16,82,396,0,1000
16,82,397,0,1000
16,82,398,6,1000
16,82,399,8,1000
16,82,400,0,1000
16,86,1,15,1000
16,86,2,10,1000
16,86,3,9,1000
16,86,4,11,1000
16,86,5,10,1000
16,86,6,0,1000
16,86,7,7,1000
16,86,8,0,1000
16,86,9,4,1000
16,86,10,9,1000
16,86,11,7,1000
16,86,12,8,1000
16,86,13,11,1000
16,86,14,9,1000
16,86,15,9,1000
16,86,16,9,1000
16,86,17,6,1000
16,86,18,0,1000
16,86,19,11,1000
16,86,20,5,1000
16,86,21,11,1000
16,86,22,5,1000
16,86,23,0,1000
16,86,24,0,1000
16,86,25,8,1000
16,86,26,11,1000
16,86,27,9,1000
16,86,28,0,1000
16,86,29,0,1000
16,86,30,10,1000
16,86,31,9,1000
16,86,32,5,1000
16,86,33,0,1000
16,86,34,8,1000
16,86,35,7,1000
16,86,36,8,1000
16,86,37,7,1000
16,86,38,3,1000
16,86,39,11,1000
16,86,40,10,1000
16,86,41,9,1000
16,86,42,6,1000
16,86,43,10,1000
16,86,44,8,1000
16,86,45,10,1000
16,86,46,0,1000
16,86,47,0,1000
16,86,48,6,1000
16,86,49,7,1000
16,86,50,5,1000
16,86,51,0,1000
16,86,52,8,1000
16,86,53,12,1000
16,86,54,0,1000
16,86,55,7,1000
16,86,56,11,1000
16,86,57,9,1000
16,86,58,10,1000
16,86,59,5,1000
16,86,60,14,1000
16,86,61,11,1000
16,86,62,0,1000
16,86,63,5,1000
16,86,64,5,1000
16,86,65,8,1000
16,86,66,10,1000
16,86,67,10,1000
16,86,68,7,1000
16,86,69,12,1000
16,86,70,0,1000
16,86,71,13,1000
16,86,72,9,1000
16,86,73,0,1000
16,86,74,6,1000
16,86,75,8,1000
16,86,76,11,1000
16,86,77,8,1000
16,86,78,0,1000
16,86,79,7,1000
16,86,80,0,1000
16,86,81,0,1000
16,86,82,9,1000
16,86,83,12,1000
16,86,84,16,1000
16,86,85,13,1000
16,86,86,10,1000
16,86,87,0,1000
16,86,88,9,1000
16,86,89,11,1000
16,86,90,0,1000
16,86,91,10,1000
16,86,92,9,1000
16,86,93,14,1000
16,86,94,0,1000
16,86,95,0,1000
16,86,96,0,1000
16,86,97,9,1000
16,86,98,11,1000
16,86,99,4,1000
16,86,100,7,1000
16,86,101,10,1000
16,86,102,11,1000
16,86,103,6,1000
16,86,104,0,1000
16,86,105,6,1000
16,86,106,0,1000
16,86,107,0,1000
16,86,108,9,1000
16,86,109,10,1000
16,86,110,9,1000
16,86,111,11,1000
16,86,112,4,1000
16,86,113,10,1000
16,86,114,6,1000
16,86,115,12,1000
16,86,116,0,1000
16,86,117,5,1000
16,86,118,0,1000
16,86,119,14,1000
16,86,120,9,1000
16,86,121,7,1000
16,86,122,7,1000
16,86,123,9,1000
16,86,124,10,1000
16,86,125,0,1000
16,86,126,9,1000
16,86,127,12,1000
16,86,128,10,1000
16,86,129,7,1000
16,86,130,9,1000
16,86,131,0,1000
16,86,132,12,1000
16,86,133,6,1000
16,86,134,6,1000
16,86,135,7,1000
16,86,136,6,1000
16,86,137,0,1000
16,86,138,14,1000
16,86,139,0,1000
16,86,140,11,1000
16,86,141,9,1000
16,86,142,12,1000
16,86,143,0,1000
16,86,144,0,1000
16,86,145,0,1000
16,86,146,8,1000
16,86,147,9,1000
16,86,148,6,1000
16,86,149,4,1000
16,86,150,10,1000
16,86,151,10,1000
16,86,152,0,1000
16,86,153,11,1000
16,86,154,0,1000
16,86,155,0,1000
16,86,156,5,1000
16,86,157,7,1000
16,86,158,7,1000
16,86,159,0,1000
16,86,160,13,1000
16,86,161,14,1000
16,86,162,6,1000
16,86,163,9,1000
16,86,164,13,1000
16,86,165,10,1000
16,86,166,5,1000
16,86,167,9,1000
16,86,168,6,1000
16,86,169,9,1000
16,86,170,6,1000
16,86,171,11,1000
16,86,172,0,1000
16,86,173,10,1000
16,86,174,9,1000
16,86,175,11,1000
16,86,176,0,1000
16,86,177,11,1000
16,86,178,0,1000
16,86,179,8,1000
16,86,180,7,1000
16,86,181,10,1000
16,86,182,10,1000
16,86,183,12,1000
16,86,184,0,1000
16,86,185,0,1000
16,86,186,0,1000
16,86,187,8,1000
16,86,188,0,1000
16,86,189,11,1000
16,86,190,13,1000
16,86,191,5,1000
16,86,192,12,1000
16,86,193,0,1000
16,86,194,10,1000
16,86,195,13,1000
16,86,196,7,1000
16,86,197,7,1000
16,86,198,5,1000
16,86,199,12,1000
16,86,200,12,1000
16,86,201,6,1000
16,86,202,9,1000
16,86,203,14,1000
16,86,204,0,1000
16,86,205,11,1000
16,86,206,0,1000
16,86,207,13,1000
16,86,208,12,1000
16,86,209,13,1000
16,86,210,6,1000
16,86,211,4,1000
16,86,212,15,1000
16,86,213,11,1000
16,86,214,15,1000
16,86,215,8,1000
16,86,216,12,1000
16,86,217,0,1000
16,86,218,11,1000
16,86,219,11,1000
16,86,220,10,1000
16,86,221,10,1000
16,86,222,7,1000
16,86,223,9,1000
16,86,224,6,1000
16,86,225,10,1000
16,86,226,6,1000
16,86,227,6,1000
16,86,228,9,1000
16,86,229,7,1000
16,86,230,8,1000
16,86,231,7,1000
16,86,232,4,1000
16,86,233,0,1000
16,86,234,0,1000
16,86,235,9,1000
16,86,236,0,1000
16,86,237,0,1000
16,86,238,0,1000
16,86,239,0,1000
16,86,240,10,1000
16,86,241,12,1000
16,86,242,14,1000
16,86,243,15,1000
16,86,244,0,1000
16,86,245,9,1000
16,86,246,0,1000
16,86,247,10,1000
16,86,248,14,1000
16,86,249,10,1000
16,86,250,6,1000
16,86,251,8,1000
16,86,252,8,1000
16,86,253,8,1000
16,86,254,12,1000
16,86,255,3,1000
16,86,256,10,1000
16,86,257,4,1000
16,86,258,3,1000
16,86,259,9,1000
16,86,260,0,1000
16,86,261,9,1000
16,86,262,8,1000
16,86,263,13,1000
16,86,264,10,1000
16,86,265,7,1000
16,86,266,0,1000
16,86,267,9,1000
16,86,268,11,1000
16,86,269,5,1000
16,86,270,12,1000
16,86,271,8,1000
16,86,272,11,1000
16,86,273,11,1000
16,86,274,7,1000
16,86,275,6,1000
16,86,276,12,1000
16,86,277,12,1000
16,86,278,6,1000
16,86,279,14,1000
16,86,280,7,1000
16,86,281,6,1000
16,86,282,0,1000
16,86,283,10,1000
16,86,284,12,1000
16,86,285,8,1000
16,86,286,8,1000
16,86,287,6,1000
16,86,288,13,1000
16,86,289,10,1000
16,86,290,0,1000
16,86,291,10,1000
16,86,292,10,1000
16,86,293,11,1000
16,86,294,0,1000
16,86,295,10,1000
16,86,296,0,1000
16,86,297,11,1000
16,86,298,11,1000
16,86,299,11,1000
16,86,300,13,1000
16,86,301,8,1000
16,86,302,8,1000
16,86,303,9,1000
16,86,304,5,1000
16,86,305,10,1000
16,86,306,0,1000
16,86,307,11,1000
16,86,308,10,1000
16,86,309,14,1000
16,86,310,7,1000
16,86,311,7,1000
16,86,312,9,1000
16,86,313,8,1000
16,86,314,0,1000
16,86,315,12,1000
16,86,316,8,1000
16,86,317,2,1000
16,86,318,0,1000
16,86,319,7,1000
16,86,320,12,1000
16,86,321,4,1000
16,86,322,8,1000
16,86,323,8,1000
16,86,324,4,1000
16,86,325,10,1000
16,86,326,7,1000
16,86,327,0,1000
16,86,328,7,1000
16,86,329,8,1000
16,86,330,0,1000
16,86,331,0,1000
16,86,332,6,1000
16,86,333,10,1000
16,86,334,9,1000
16,86,335,9,1000
16,86,336,8,1000
16,86,337,7,1000
16,86,338,10,1000
16,86,339,11,1000
16,86,340,12,1000
16,86,341,0,1000
16,86,342,11,1000
16,86,343,7,1000
16,86,344,9,1000
16,86,345,10,1000
16,86,346,0,1000
16,86,347,10,1000
16,86,348,4,1000
16,86,349,7,1000
16,86,350,5,1000
16,86,351,10,1000
16,86,352,10,1000
16,86,353,10,1000
16,86,354,7,1000
16,86,355,4,1000
16,86,356,4,1000
16,86,357,0,1000
16,86,358,11,1000
16,86,359,7,1000
16,86,360,0,1000
16,86,361,8,1000
16,86,362,0,1000
16,86,363,5,1000
16,86,364,11,1000
16,86,365,8,1000
16,86,366,7,1000
16,86,367,10,1000
16,86,368,4,1000
16,86,369,13,1000
16,86,370,8,1000
16,86,371,13,1000
16,86,372,6,1000
16,86,373,0,1000
16,86,374,12,1000
16,86,375,10,1000
16,86,376,5,1000
16,86,377,7,1000
16,86,378,8,1000
16,86,379,7,1000
16,86,380,9,1000
16,86,381,8,1000
16,86,382,8,1000
16,86,383,6,1000
16,86,384,0,1000
16,86,385,6,1000
16,86,386,0,1000
16,86,387,6,1000
16,86,388,11,1000
16,86,389,7,1000
16,86,390,12,1000
16,86,391,8,1000
16,86,392,6,1000
16,86,393,8,1000
16,86,394,7,1000
16,86,395,0,1000
16,86,396,10,1000
16,86,397,0,1000
16,86,398,6,1000
16,86,399,0,1000
16,86,400,9,1000
16,89,1,0,1000
16,89,2,16,1000
16,89,3,6,1000
16,89,4,0,1000
16,89,5,10,1000
16,89,6,0,1000
16,89,7,6,1000
16,89,8,10,1000
16,89,9,11,1000
16,89,10,8,1000
16,89,11,7,1000
16,89,12,6,1000
16,89,13,11,1000
16,89,14,10,1000
16,89,15,7,1000
16,89,16,10,1000
16,89,17,0,1000
16,89,18,8,1000
16,89,19,11,1000
16,89,20,8,1000
16,89,21,14,1000
16,89,22,13,1000
16,89,23,11,1000
16,89,24,0,1000
16,89,25,14,1000
16,89,26,14,1000
16,89,27,12,1000
16,89,28,12,1000
16,89,29,0,1000
16,89,30,8,1000
16,89,31,14,1000
16,89,32,9,1000
16,89,33,0,1000
16,89,34,11,1000
16,89,35,8,1000
16,89,36,8,1000
16,89,37,11,1000
16,89,38,0,1000
16,89,39,13,1000
16,89,40,0,1000
16,89,41,13,1000
16,89,42,9,1000
16,89,43,7,1000
16,89,44,0,1000
16,89,45,8,1000
16,89,46,12,1000
16,89,47,7,1000
16,89,48,10,1000
16,89,49,0,1000
16,89,50,0,1000
16,89,51,13,1000
16,89,52,4,1000
16,89,53,0,1000
16,89,54,15,1000
16,89,55,10,1000
16,89,56,14,1000
16,89,57,13,1000
16,89,58,8,1000
16,89,59,9,1000
16,89,60,7,1000
16,89,61,10,1000
16,89,62,10,1000
16,89,63,13,1000
16,89,64,10,1000
16,89,65,10,1000
16,89,66,13,1000
16,89,67,11,1000
16,89,68,14,1000
16,89,69,11,1000
16,89,70,10,1000
